pk_id_altmetrics_info,version,date_from,date_to,id,"title","journal_title","author",publication_date,"doi","detail_url"
2457,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2756,"Balancing carrots and sticks in REDD+: implications for social safeguards","Ecology and Society","Duchelle, Amy; Atmadja, Stibniati; De Sassi, Claudio; Sunderlin, William; Resosudarmo, Daju; Larson, Anne",2017-01-01 00:00:00,"10.5751/es-09334-220302","https://www.altmetric.com/details/22199450"
2458,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2757,"Smallholder finance in the palm oil sector: Analyzing the gaps between existing credit schemes and smallholder realities",,,2017-01-01 00:00:00,"10.17528/cifor/006582","https://www.altmetric.com/details/25596313"
2459,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2758,"Beyond opportunity costs: who bears the implementation costs of reducing emissions from deforestation and degradation?","Mitigation & Adaptation Strategies for Global Change","Sills, Erin O'Donnell",2017-01-20 00:00:00,"10.1007/s11027-016-9736-6","https://www.altmetric.com/details/15920152"
2460,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2759,"Characterizing degradation of palm swamp peatlands from space and on the ground: An exploratory study in the Peruvian Amazon","Forest Ecology & Management","Verchot, Louis; Hergoualc'h, Kristell",2017-01-06 00:00:00,"10.1016/j.foreco.2017.03.016","https://www.altmetric.com/details/18075957"
2461,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2760,"Women's rights to land and communal forest tenure: A way forward for research and policy agenda in Latin America","Women's Studies International Forum","Larson, Anne",2017-01-11 00:00:00,"10.1016/j.wsif.2017.10.005","https://www.altmetric.com/details/28508055"
2462,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2761,"Global variation in the cost of increasing ecosystem carbon","Nature Climate Change","Wunder, Sven; Larson, Anne",2017-11-12 00:00:00,"10.1038/s41558-017-0015-7","https://www.altmetric.com/details/30293958"
2463,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2762,"The contribution of sectoral climate change mitigation options to national targets: a quantitative assessment of dairy production in Kenya","Environmental Research Letters (ERL)",,2018-02-23 00:00:00,"10.1088/1748-9326/aaac84","https://www.altmetric.com/details/33462871"
2464,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2764,"Caracterizaci&oacute;n de la degradaci&oacute;n de los pantanos de palmeras turbosos desde el espacio y sobre el terreno: Un estudio exploratorio en la Amazonia peruana",,"Verchot, Louis; Hergoualc'h, Kristell",2017-01-01 00:00:00,"10.17528/cifor/006652","https://www.altmetric.com/details/29303283"
2465,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2765,"Fire activity in Borneo driven by industrial land conversion and drought during El Niño periods, 1982–2010","Global Environmental Change Part A: Human & Policy Dimensions","Gaveau, David; Locatelli, Bruno",2017-01-11 00:00:00,"10.1016/j.gloenvcha.2017.10.001","https://www.altmetric.com/details/27494836"
2466,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2767,"Forest ecosystem services and the pillars of Bhutan&#146;s Gross National Happiness",,"Baral, Himlal",2017-01-01 00:00:00,"10.17528/cifor/006631","https://www.altmetric.com/details/28669494"
2467,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2768,"CIFOR Priorities 2017: Advancing research for forests and people",,,2017-01-01 00:00:00,"10.17528/cifor/006403","https://www.altmetric.com/details/17077879"
2468,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2769,"Gobernanza multinivel y uso del suelo en Chiapas y Yucatán",,"Larson, Anne",2017-01-01 00:00:00,"10.17528/cifor/006590","https://www.altmetric.com/details/27467503"
2469,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2770,"La tenencia colectiva de la tierra en Colombia: Antecedentes y estado actual",,,2017-01-01 00:00:00,"10.17528/cifor/006684","https://www.altmetric.com/details/30328733"
2470,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2771,"Reformasi tenurial hutan di Indonesia: Kapan? Apa? Mengapa?",,"Mwangi, Esther; Liswanti, Sudaryati Nining; Herawati, Tuti",2017-01-01 00:00:00,"10.17528/cifor/006557","https://www.altmetric.com/details/24172311"
2471,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2772,"Beyond zero deforestation in the Brazilian Amazon: Progress and remaining challenges to sustainable cattle intensification",,"Pacheco, Pablo",2017-01-01 00:00:00,"10.17528/cifor/006394","https://www.altmetric.com/details/20145473"
2472,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2773,"Climate policy integration in the land use sector: Mitigation, adaptation and sustainable development linkages","Environmental Science & Policy","Brockhaus, Maria; Di Gregorio, Monica; Locatelli, Bruno; Pramova, Emilia Raytchinova",2017-01-01 00:00:00,"10.1016/j.envsci.2016.11.004","https://www.altmetric.com/details/13795070"
2473,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2774,"The environmental, socioeconomic, and health impacts of woodfuel value chains in Sub-Saharan Africa: a systematic map","Environmental Evidence","Nasi, Robert; Cerutti, Paolo; Zhou, Wen",2017-02-13 00:00:00,"10.1186/s13750-017-0082-2","https://www.altmetric.com/details/16357461"
2474,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2775,"Trait-based approaches for guiding the restoration of degraded agricultural landscapes in East Africa","Journal of Applied Ecology",,2017-09-11 00:00:00,"10.1111/1365-2664.13017","https://www.altmetric.com/details/28851357"
2475,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2776,"What roles do sub-national governments play in Nationally Determined Contributions? Between rhetoric and pratice in REDD+ countries",,"Larson, Anne",2018-01-01 00:00:00,"10.17528/cifor/007109","https://www.altmetric.com/details/52929507"
2476,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2777,"An&aacute;lisis de la gobernanza multinivel en M&eacute;xico: Lecciones para REDD+ de un estudio sobre cambio de uso del suelo y distribución de beneficios en Chiapas y Yucatán",,"Larson, Anne",2018-01-01 00:00:00,"10.17528/cifor/006292","https://www.altmetric.com/details/50008905"
2477,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2779,"Toward responsible and inclusive financing of the palm oil sector",,,2017-01-01 00:00:00,"10.17528/cifor/006569","https://www.altmetric.com/details/25596330"
2478,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2780,"Large scale land acquisitions and REDD+: a synthesis of conflicts and opportunities","Environmental Research Letters (ERL)","Herold, Martin; Verchot, Louis",2017-10-03 00:00:00,"10.1088/1748-9326/aa6056","https://www.altmetric.com/details/17391117"
2479,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2781,"Land-use dynamics influence estimates of carbon sequestration potential in tropical second-growth forest","Environmental Research Letters (ERL)","Pinedo-Vasquez, Miguel",2017-11-07 00:00:00,"10.1088/1748-9326/aa708b","https://www.altmetric.com/details/21848235"
2480,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2782,"The Effectiveness of Payments for Environmental Services","World Development","Wunder, Sven",2017-01-08 00:00:00,"10.1016/j.worlddev.2017.03.020","https://www.altmetric.com/details/19669240"
2481,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2783,"Gender and generation in engagements with oil palm in East Kalimantan, Indonesia: insights from feminist political ecology","Journal of Peasant Studies","Basnett, Bimbika",2017-10-08 00:00:00,"10.1080/03066150.2017.1337002","https://www.altmetric.com/details/23621406"
2482,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2784,"Research on Climate Change Policies and Rural Development in Latin America: Scope and Gaps","Sustainability (2071-1050)","Locatelli, Bruno",2017-12-10 00:00:00,"10.3390/su9101831","https://www.altmetric.com/details/27387090"
2483,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2786,"MRV para REDD+ en M&eacute;xico: el proceso político de una institución técnica",,"Larson, Anne",2017-01-01 00:00:00,"10.17528/cifor/006592","https://www.altmetric.com/details/27967910"
2484,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2787,"Reclaiming collective rights: land and forest tenure reforms in Peru (1960-2016)",,"Cronkleton, Peter; Larson, Anne",2017-01-01 00:00:00,"10.17528/cifor/006426","https://www.altmetric.com/details/19936229"
2485,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2788,"REDD+ Contribution to Well-Being and Income Is Marginal: The Perspective of Local Stakeholders","Forests (19994907)","De Sassi, Claudio; Sunderlin, William",2017-04-19 00:00:00,"10.3390/f8040125","https://www.altmetric.com/details/19546595"
2486,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2789,"How institutions and beliefs affect environmental discourse: Evidence from an eight-country survey on REDD+","Global Environmental Change Part A: Human & Policy Dimensions","Brockhaus, Maria; Di Gregorio, Monica",2017-01-07 00:00:00,"10.1016/j.gloenvcha.2017.05.006","https://www.altmetric.com/details/21118018"
2487,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2790,"Trayectorias hist&oacute;ricas y escenarios prospectivos de las reformas de tenencia colectiva de la tierra en &aacute;reas forestales comunitarias en Colombia",,,2017-01-01 00:00:00,"10.17528/cifor/006668","https://www.altmetric.com/details/32020155"
2488,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2791,"Sustainable forest management for land rehabilitation and provision of biomass-energy",,"Borchard, Nils; Baral, Himlal; Artati, Yustina",2017-01-01 00:00:00,"10.17528/cifor/006384","https://www.altmetric.com/details/16539925"
2489,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2792,"The Use of Mixed Effects Models for Obtaining Low-Cost Ecosystem Carbon Stock Estimates in Mangroves of the Asia-Pacific","PLoS ONE","Murdiyarso, Daniel",2017-09-01 00:00:00,"10.1371/journal.pone.0169096","https://www.altmetric.com/details/15422320"
2490,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2793,"Arbuscular mycorrhiza enhance the rate of litter decomposition while inhibiting soil microbial community development","Scientific Reports",,2017-08-02 00:00:00,"10.1038/srep42184","https://www.altmetric.com/details/16223799"
2491,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2794,"The determinants of dietary diversity and nutrition: ethnonutrition knowledge of local people in the East Usambara Mountains, Tanzania","Journal of Ethnobiology and Ethnomedicine",,2017-04-27 00:00:00,"10.1186/s13002-017-0150-2","https://www.altmetric.com/details/20321871"
2492,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2795,"Flood risk reduction and flow buffering as ecosystem services &amp;ndash; Part 2: Land use and rainfall intensity effects in Southeast Asia","Hydrology & Earth System Sciences",,2017-05-05 00:00:00,"10.5194/hess-21-2341-2017","https://www.altmetric.com/details/19872073"
2493,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2796,"What are the environmental impacts of property rights regimes in forests, fisheries and rangelands?","Environmental Evidence","Ojanen, Maria; Zhou, Wen",2017-05-25 00:00:00,"10.1186/s13750-017-0090-2","https://www.altmetric.com/details/20680208"
2494,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2797,"Data acquisition considerations for Terrestrial Laser Scanning of forest plots","Remote Sensing of Environment","Herold, Martin",2017-01-07 00:00:00,"10.1016/j.rse.2017.04.030","https://www.altmetric.com/details/20038234"
2495,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2798,"Is Indonesian peatland loss a cautionary tale for Peru? A two-country comparison of the magnitude and causes of tropical peatland degradation","Mitigation & Adaptation Strategies for Global Change","Murdiyarso, Daniel; Hergoualc'h, Kristell",2018-02-27 00:00:00,"10.1007/s11027-018-9790-3","https://www.altmetric.com/details/34476147"
2496,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2801,"The palm oil global value chain: Implications for economic growth and social and environmental sustainability ",,"Pacheco, Pablo; Komarudin, Heru; Okarda, Beni; Dermawan, Ahmad",2017-01-01 00:00:00,"10.17528/cifor/006405","https://www.altmetric.com/details/18148501"
2497,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2802,"Does communal forest intervention management enhance forest benefits of smallholder farmers? Evidence from Hugumbirda forest, Tigray, Ethiopia","Journal of Sustainable Forestry","Kassa, Habtemariam",2017-02-17 00:00:00,"10.1080/10549811.2017.1296775","https://www.altmetric.com/details/24255461"
2498,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2803,"Understanding and Resolving Conflict Between Local Communities and Conservation Authorities in Colombia","World Development",,2017-01-05 00:00:00,"10.1016/j.worlddev.2016.12.026","https://www.altmetric.com/details/16579310"
2499,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2804,"Flood risk reduction and flow buffering as ecosystem services &amp;ndash; Part 1: Theory on flow persistence, flashiness and base flow","Hydrology & Earth System Sciences",,2017-05-05 00:00:00,"10.5194/hess-21-2321-2017","https://www.altmetric.com/details/19872540"
2500,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2805,"The feasibility of local participation in Measuring, Reporting and Verification (PMRV) for REDD+","PLoS ONE","Atmadja, Stibniati; Boissiere, Manuel",2017-11-05 00:00:00,"10.1371/journal.pone.0176897","https://www.altmetric.com/details/21421791"
2501,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2806,"An appraisal of Indonesia’s immense peat carbon stock using national peatland maps: uncertainties and potential losses from conversion","Carbon Balance and Management","Kauffman, Boone; Murdiyarso, Daniel; Hergoualc'h, Kristell",2017-05-19 00:00:00,"10.1186/s13021-017-0080-2","https://www.altmetric.com/details/20305998"
2502,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2807,"Host country governance and the African land rush: 7 reasons why large-scale farmland investments fail to contribute to sustainable development","Geoforum","Schoneveld, George",2017-01-07 00:00:00,"10.1016/j.geoforum.2016.12.007","https://www.altmetric.com/details/15292084"
2503,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2808,"Oil palm expansion in Cameroon: Insights into sustainability opportunities and challenges in Africa","Global Environmental Change Part A: Human & Policy Dimensions",,2017-01-11 00:00:00,"10.1016/j.gloenvcha.2017.10.009","https://www.altmetric.com/details/28855550"
2504,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2809,"Current practices and innovations in smallholder palm oil finance in Indonesia and Malaysia: Long-term financing solutions to promote sustainable supply chains",,,2017-01-01 00:00:00,"10.17528/cifor/006585","https://www.altmetric.com/details/25333833"
2505,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2810,"Small flame but no fire: Wood fuel in the (Intended) Nationally Determined Contributions of countries in Sub-Saharan Africa",,"Martius, Georg; Cerutti, Paolo; Baral, Himlal",2017-01-01 00:00:00,"10.17528/cifor/006651","https://www.altmetric.com/details/28939753"
2506,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2811,"Biochar research activities and their relation to development and environmental quality. A meta-analysis","Agronomy for Sustainable Development","Borchard, Nils",2017-06-06 00:00:00,"10.1007/s13593-017-0430-1","https://www.altmetric.com/details/21144837"
2507,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2812,"Challenges for developing Forest Stewardship Council certification for ecosystem services: How to enhance local adoption?","Ecosystem Services","Guariguata, Manuel",2017-01-12 00:00:00,"10.1016/j.ecoser.2017.10.001","https://www.altmetric.com/details/27387095"
2508,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2813,"Desafíos del proceso de formalización de derechos de comunidades nativas en Perú",,"Larson, Anne",2018-01-01 00:00:00,"10.17528/cifor/006905","https://www.altmetric.com/details/43459481"
2509,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2814,"Citizen scientists monitor water quantity and quality in Kenya",,"Rufino, Mariana; Martius, Georg; Cerutti, Paolo",2018-01-01 00:00:00,"10.17528/cifor/007013","https://www.altmetric.com/details/48959587"
2510,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2815,"Optimalisasi dana sawit dan pengaturan instrumen fiskal penggunaan lahan hutan untuk perkebunan dalam upaya mengurangi deforestasi",,"Komarudin, Heru",2018-01-01 00:00:00,"10.17528/cifor/006882","https://www.altmetric.com/details/48797357"
2511,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2816,"Komitmen nol-deforestasi di Indonesia: Tantangan tata kelola",,"Pirard, Romain; Lawry, Steven; Pacheco, Pablo",2018-01-01 00:00:00,"10.17528/cifor/006897","https://www.altmetric.com/details/44687874"
2512,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2820,"Forest tenure reform implementation in Uganda: Current challenges and future opportunities",,,2017-01-01 00:00:00,"10.17528/cifor/006643","https://www.altmetric.com/details/29122568"
2513,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2821,"Assessing impacts on ecosystem services under various plausible oil palm expansion scenarios in Central Kalimantan, Indonesia",,"Laumonier, Yves; Pacheco, Pablo; Baral, Himlal",2017-01-01 00:00:00,"10.17528/cifor/006479","https://www.altmetric.com/details/20772335"
2514,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2822,"What is the evidence that gender affects access to and use of forest assets for food security? A systematic map protocol","Environmental Evidence","Mwangi, Esther; Clendenning, Jessica",2017-01-16 00:00:00,"10.1186/s13750-016-0080-9","https://www.altmetric.com/details/15518382"
2515,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2823,"Modeling of ecosystem services informs spatial planning in lands adjacent to the Sarvelat and Javaherdasht protected area in northern Iran","Land Use Policy","Baral, Himlal",2017-01-02 00:00:00,"10.1016/j.landusepol.2016.12.003","https://www.altmetric.com/details/14734193"
2516,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2824,"Measuring forest and wild product contributions to household welfare: Testing a scalable household survey instrument in Indonesia","Forest Policy & Economics","Wunder, Sven",2017-01-11 00:00:00,"10.1016/j.forpol.2016.10.005","https://www.altmetric.com/details/13044627"
2517,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2825,"Social Forestry - why and for whom? A comparison of policies in Vietnam and Indonesia","Forest and Society","Moeliono, Moira; Thu Thuy, Pham",2017-11-27 00:00:00,"10.24259/fs.v1i2.2484","https://www.altmetric.com/details/29550941"
2518,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2826,"Panduan Praktis Penerapan Kebijakan Perhutanan Sosial",,,2018-01-01 00:00:00,"10.17528/cifor/006856","https://www.altmetric.com/details/40870599"
2519,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2827,"Investigaci&oacute;n y pol&iacute;tica sobre concesiones forestales comunitarias en Pet&eacute;n, Guatemala: Lecciones aprendidas y desafíos pendientes",,"Lawry, Steven",2018-01-01 00:00:00,"10.17528/cifor/007044","https://www.altmetric.com/details/51575265"
2520,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2828,"Bioenergy development in Central Kalimantan: Current research findings and potential areas for future study",,"Baral, Himlal; Artati, Yustina",2018-01-01 00:00:00,"10.17528/cifor/006602","https://www.altmetric.com/details/48622322"
2521,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2832,"Lessons for multi-level REDD+ benefit-sharing from revenue distribution in extractive resource sectors (oil, gas and mining)",,,2017-01-01 00:00:00,"10.17528/cifor/006385","https://www.altmetric.com/details/18148505"
2522,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2833,"A Three-Dimensional View on Soil Biogeochemistry: A Dataset for a Forested Headwater Catchment","Journal of Environmental Quality","Borchard, Nils",2017-01-01 00:00:00,"10.2134/jeq2016.07.0276","https://www.altmetric.com/details/15129302"
2523,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2834,"Prospects for wood-based electricity for the Indonesian National Energy Policy",,"Pirard, Romain; Dermawan, Ahmad",2017-01-01 00:00:00,"10.17528/cifor/006567","https://www.altmetric.com/details/26503596"
2524,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2835,"Sustainable Palm Oil Production project synthesis: Understanding and anticipating global challenges",,"Pacheco, Pablo; Levang, Patrice",2017-01-01 00:00:00,"10.17528/cifor/006361","https://www.altmetric.com/details/17285213"
2525,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2836,"Securing tenure rights in Maluku, Indonesia: Searching for common action",,"Mwangi, Esther; Liswanti, Sudaryati Nining",2017-01-01 00:00:00,"10.17528/cifor/006399","https://www.altmetric.com/details/18148502"
2526,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2837,"Is there decentralization in North Korea? Evidence and lessons from the sloping land management program 2004–2014","Land Use Policy",,2017-01-02 00:00:00,"10.1016/j.landusepol.2016.11.020","https://www.altmetric.com/details/15683030"
2527,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2838,"Facilitating smallholder tree farming in fragmented tropical landscapes: Challenges and potentials for sustainable land management","Journal of Environmental Management","Sunderland, Terence",2017-01-08 00:00:00,"10.1016/j.jenvman.2017.04.047","https://www.altmetric.com/details/20363550"
2528,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2839,"Community values and perceptions of ecosystem services of high-altitude oldgrowth oak forests of BhutanHimalayas",,"Baral, Himlal",2018-01-01 00:00:00,"10.17528/cifor/006287","https://www.altmetric.com/details/49495825"
2529,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2840,"Creating blue carbon opportunities in the maritime archipelago Indonesia",,"Murdiyarso, Daniel",2018-01-01 00:00:00,"10.17528/cifor/007058","https://www.altmetric.com/details/51994764"
2530,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2841,"Strengthening social inclusion within oil palm contract farming in the Brazilian Amazon",,"Pacheco, Pablo; Schoneveld, George",2018-01-01 00:00:00,"10.17528/cifor/006810","https://www.altmetric.com/details/34647418"
2531,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2842,"Avances del proceso de formalización de derechos de comunidades nativas en la Amazonía peruana (2014-2018)",,"Larson, Anne",2018-01-01 00:00:00,"10.17528/cifor/006906","https://www.altmetric.com/details/43459482"
2532,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2843,"Design considerations in supporting payments for ecosystem services from community-managed forests in Nepal","Ecosystem Services","Baral, Himlal",2018-01-04 00:00:00,"10.1016/j.ecoser.2018.01.016","https://www.altmetric.com/details/33448379"
2533,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2844,"Shaping the implementation of the FSC standard: the case of auditors in Brazil","Forest Policy & Economics",,2018-01-05 00:00:00,"10.1016/j.forpol.2018.02.009","https://www.altmetric.com/details/39870916"
2534,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2846,"Pembasahan kembali lahan gambut",,"Sasmito, Sigit; Murdiyarso, Daniel; Hergoualc'h, Kristell",2017-01-01 00:00:00,"10.17528/cifor/006442","https://www.altmetric.com/details/19737190"
2535,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2847,"The West Africa Forest-Farm Interface Project (WAFFI): Strengthening smallholder food security, income and gender equity within West Africa's forest-farm interface",,,2017-01-01 00:00:00,"10.17528/cifor/006420","https://www.altmetric.com/details/18022471"
2536,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2848,"Communautés locales et utilisation durable de la faune en Afrique Centrale",,,2017-01-01 00:00:00,"10.17528/cifor/006488","https://www.altmetric.com/details/23471775"
2537,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2849,"The frankincense tree Boswellia neglecta reveals high potential for restoration of woodlands in the Horn of Africa","Forest Ecology & Management",,2017-01-02 00:00:00,"10.1016/j.foreco.2016.11.020","https://www.altmetric.com/details/15207667"
2538,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2850,"A meta-analysis of molecular marker genetic datasets for eastern Africa trees supports the utility of potential natural vegetation maps for planning climate-smart restoration initiatives","Tree Genetics & Genomes",,2017-01-06 00:00:00,"10.1007/s11295-017-1155-7","https://www.altmetric.com/details/21153926"
2539,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2851,"Estimating Smallholder Opportunity Costs of REDD+: A Pantropical Analysis from Households to Carbon and Back","World Development","Ickowitz, Amy; De Sassi, Claudio",2017-01-07 00:00:00,"10.1016/j.worlddev.2017.02.022","https://www.altmetric.com/details/17822509"
2540,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2852,"Worldwide translocation of teak—origin of landraces and present genetic base","Tree Genetics & Genomes",,2017-07-17 00:00:00,"10.1007/s11295-017-1170-8","https://www.altmetric.com/details/22660531"
2541,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2853,"Substantial N2O emissions from peat decomposition and N fertilization in an oil palm plantation exacerbated by hotspots","Environmental Research Letters (ERL)","Verchot, Louis; Hergoualc'h, Kristell",2017-04-10 00:00:00,"10.1088/1748-9326/aa80f1","https://www.altmetric.com/details/26289863"
2542,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2854,"Clarifying the landscape approach: A response to the Editor","Global Change Biology","Reed, James; Sunderland, Terence",2017-10-19 00:00:00,"10.1111/gcb.13917","https://www.altmetric.com/details/27883050"
2543,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2856,"Safeguarding the forest tenure rights of forest-dependent communities in Uganda: Insights from a national-level Participatory Prospective Analysis workshop",,"Mwangi, Esther",2017-01-01 00:00:00,"10.17528/cifor/006642","https://www.altmetric.com/details/29122613"
2544,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2857,"Secrets of the Mutis Honey Hunters",,"Nawir, Ani",2017-01-01 00:00:00,"10.17528/cifor/006794","https://www.altmetric.com/details/34141310"
2545,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2858,"Guinea pig or pioneer: Translating global environmental objectives through to local actions in Central Kalimantan, Indonesia’s REDD+ pilot province","Global Environmental Change Part A: Human & Policy Dimensions","Larson, Anne",2017-01-01 00:00:00,"10.1016/j.gloenvcha.2016.12.003","https://www.altmetric.com/details/15258299"
2546,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2859,"The public and private regime complex for governing palm oil supply",,"Pacheco, Pablo; Schoneveld, George; Komarudin, Heru; Dermawan, Ahmad",2017-01-01 00:00:00,"10.17528/cifor/006464","https://www.altmetric.com/details/20145480"
2547,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2860,"The socioeconomic impacts of large-scale tree plantations on local communities: A systematic review protocol",,"Pirard, Romain; Zhou, Wen",2017-01-01 00:00:00,"10.17528/cifor/006406","https://www.altmetric.com/details/17810271"
2548,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2861,"Bushmeat and human health: Assessing the Evidence in tropical and sub-tropical forests","Ethnobiology and Conservation","Nasi, Robert",2017-04-20 00:00:00,"10.15451/ec2017-04-6.3-1-45","https://www.altmetric.com/details/19801369"
2549,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2862,"Learning from REDD+: a response to Fletcher et al.","Conservation Biology","Wong, Grace; Duchelle, Amy; Wunder, Sven; Martius, Georg; Sunderlin, William; Larson, Anne",2017-04-29 00:00:00,"10.1111/cobi.12933","https://www.altmetric.com/details/20317944"
2550,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2863,"Tropical forest-transition landscapes: a portfolio for studying people, tree crops and agro-ecological change in context","International Journal of Biodiversity Science, Ecosystem Services &amp; Management","Nasi, Robert",2017-08-23 00:00:00,"10.1080/21513732.2017.1360394","https://www.altmetric.com/details/24250122"
2551,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2864,"Farm-scale greenhouse gas balances, hotspots and uncertainties in smallholder crop-livestock systems in Central Kenya","Agriculture, Ecosystems & Environment",,2017-01-10 00:00:00,"10.1016/j.agee.2017.06.002","https://www.altmetric.com/details/23455903"
2552,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2865,"An Assessment Framework for Benefit Sharing Mechanisms to Reduce Emissions from Deforestation and Forest Degradation within a Forest Policy Mix","Environmental Policy & Governance","Wong, Grace; Mvondo, Samuel; Thu Thuy, Pham",2017-10-18 00:00:00,"10.1002/eet.1771","https://www.altmetric.com/details/28845992"
2553,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2866,"Could REDD+ mechanisms induce logging companies to reduce forest degradation in Central Africa?","Journal of Forest Economics","Atyi, Richard; Sonwa, Denis; Guizol, Philippe; Lescuyer, Guillaume",2017-01-12 00:00:00,"10.1016/j.jfe.2017.10.001","https://www.altmetric.com/details/29165454"
