pk_id_innovation_info,version,date_from,date_to,project_innovation_id,"title","narrative","evidence_link","gender","youth","pdf","pk",number_of_innovations
109,1,1900-01-01 00:00:00,2200-01-01 00:00:00,440,"Developing, testing and making available an integrated climate and agro-climate advisory to enhance adaptive capacity and sustainable agricultural productivity in Ethiopia","This on-line tool aims to increase agricultural production and resilience to climate variability and change through effective integrated AgroClimate Advisory system to advise smallholder farmers, private sector, policy-makers, federal and state government, research and higher learning institutions in Ethiopia. The system architecture include systems layers and components that include forecast generators and apps, climate model that configures parameters of climate prediction for different agro-ecological zones and integrates contextualized crop models for key/major food crops. ","https://ethioagroclimate.org/",,,"https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=440&phaseID=56","440_56",1
110,1,1900-01-01 00:00:00,2200-01-01 00:00:00,441,"Maize genotypes resistant to the devastating Corn Stunt Complex disease ","We developed 100 inbred lines that carry resistance to  of Corn Stunt Complex (CSC) disease. CSC is a very important disease of maize in many Latin American Countries and can cause close to 100% yield losses in susceptible maize plants during severe epidemics.       ","https://repository.cimmyt.org/xmlui/bitstream/handle/10883/17843/58049.pdf?sequence=1&isAllowed=y",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=441&phaseID=63","441_63",1
111,1,1900-01-01 00:00:00,2200-01-01 00:00:00,442,"Biological control product for controlling aflatoxin contamination in maize grain","We are in the process of development of biological control methods of controlling aflatoxin contamination in maize grain. These are certain bacterial strains that reduce the development of of some fungal species that produce substances (secondary metabolites) that are very toxic to humans and animals. Aflatoxin contamination of food is especially important in developing countries. Our preliminary results are very promising and we need to repeat the experiment one more year to prove the concept.  ","https://drive.google.com/file/d/1KH_GjTAnKYY4nCPGSpbts7sid09LVbyE/view?usp=sharing",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=442&phaseID=63","442_63",1
112,1,1900-01-01 00:00:00,2200-01-01 00:00:00,444,"Updated Tropical Forages Tool (formerly known as SoFT)","The Tropical Forages tool is currently being updated in terms of content and technical features. The content was updated to the status quo of actual research and new technical features include e.g. a mobile app and automatic translation through google translator.","https://cgspace.cgiar.org/handle/10568/99215",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=444&phaseID=60","444_60",1
113,1,1900-01-01 00:00:00,2200-01-01 00:00:00,445,"New Brachiaria hybrid ""Camello""","1 new Brachiaria hybrid (Camello) available for uptake","http://grupopapalotla.com/producto-camello.html",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=445&phaseID=60","445_60",1
114,1,1900-01-01 00:00:00,2200-01-01 00:00:00,446,"Commercialization of CIAT's Urochloa hybrids (e.g. Mulato II, Cayman, Cobra) through private sector partner","CIAT's Urochloa hybrids are being scaled by the private sector partner on >930,000 hectares in >15 countries by 2018","https://www.slideshare.net/secret/3S2oOlB2yCv5xt",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=446&phaseID=60","446_60",3
115,1,1900-01-01 00:00:00,2200-01-01 00:00:00,447,"Gendered Feed Assessment Tool (G-FEAST)","A gender-enhanced version of the Feed Assessment Tool (FEAST)","https://cgspace.cgiar.org/handle/10568/100243",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=447&phaseID=60","447_60",1
116,1,1900-01-01 00:00:00,2200-01-01 00:00:00,448,"Early identification of haploid embryos in maize","Instead of relying on mature seeds to identify haploid seeds, we have developed a simple methodology to identify haploids from immature embryos just two weeks after pollination, saving months worth of time.  We have also developed methodology to double the chromosome number before germinating the embryos.  The technology is very simple and can be adapted anywhere with minimal equipment.",,,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=448&phaseID=63","448_63",
117,1,1900-01-01 00:00:00,2200-01-01 00:00:00,449,"Fine mapping of resistance against maize lethal necrosis (MLN)","Using a mix of commercially available and proprietary molecular markers, Corteva Agriscience, our collaborator, has helped map the causal gene in a little less than two years.  We are down to a single polymorphism as a strong candidate, which is being currently edited in susceptible lines to make them resistant to MLN.","https://www.corteva.com/",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=449&phaseID=63","449_63",1
118,1,1900-01-01 00:00:00,2200-01-01 00:00:00,450,"Mobile Near Infrared Spectroscopy (NIRS) using improved algorithms ","Mobile, handheld and affordable NIRS tested against stationary NIRS and conventional analysis  ","https://cgspace.cgiar.org/handle/10568/101425",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=450&phaseID=60","450_60",1
119,1,1900-01-01 00:00:00,2200-01-01 00:00:00,451,"Low-infrastructure artificial insemination laboratory ""mobile kit"" (part of reproductive platform to support and scale goat breeding programs in Ethiopia and Tanzania)","The innovation is a low-infrastructure artificial insemination laboratory ""mobile kit"" which can be easily transferred to, installed in and used under full field conditions.  ","https://dx.doi.org/20.500.11766/9552",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=451&phaseID=60","451_60",1
120,1,1900-01-01 00:00:00,2200-01-01 00:00:00,454,"New Urochloa interspecific hybrids","Formation and testing of new Urochloa interspecific hybrids, better in at least one marked desired trait than current commercial hybrids benchmarks. ","https://cgspace.cgiar.org/handle/10568/99360",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=454&phaseID=60","454_60",1
121,1,1900-01-01 00:00:00,2200-01-01 00:00:00,455,"New Urochloa humidicola hybrids","Formation and testing of Urochloa humidicola hybrids, better in at least one marked desired trait than current commercial germplasm benchmarks (Currently, no hybrids have reached the market from any breeding program). ","https://cgspace.cgiar.org/handle/10568/99361",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=455&phaseID=60","455_60",1
122,1,1900-01-01 00:00:00,2200-01-01 00:00:00,456,"New Megathyrsus hybrids","Most Megathyrsus maximus accessions are characterized by high biomass and excellent nutritional quality, but they fail in the adaptation to limiting conditions, which makes them only suitable for high input agriculture. We are investing all our efforts to evolve new hybrids more rustic that can easily adapt to the conditions of low input agriculture, while maintaining their performance in terms of Biomass production and nutritional quality.","https://cgspace.cgiar.org/handle/10568/99363",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=456&phaseID=60","456_60",1
123,1,1900-01-01 00:00:00,2200-01-01 00:00:00,457,"New groundnut dual purpose cultivars for India","Cultivars that are superior in food and fodder traits","https://cgspace.cgiar.org/handle/10568/100308",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=457&phaseID=60","457_60",1
124,1,1900-01-01 00:00:00,2200-01-01 00:00:00,458,"New maize dual purpose cultivars ","Cultivars that are superior in food and fodder traits","https://cgspace.cgiar.org/handle/10568/100308",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=458&phaseID=60","458_60",1
125,1,1900-01-01 00:00:00,2200-01-01 00:00:00,459,"Definition of cost-effective total mixed rations for dairy cattle in India","Definition of cost-effective total mixed rations (based on cereal crop residues, bran and oil cakes) for dairy cattle at sub-national level in India (Tumkur, Karnataka and Yavatmal, Maharashtra).","https://cgspace.cgiar.org/handle/10568/100493",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=459&phaseID=60","459_60",1
126,1,1900-01-01 00:00:00,2200-01-01 00:00:00,461,"International Model for Policy Analysis of Agricultural Commodities and Trade (IMPACT) webtool ","Tool hosted on the IFPRI Food Security portal presenting various results from the IMPACT model and based on different studies and reports for the Global Food Security Report.","https://csi.maps.arcgis.com/apps/Cascade/index.html?appid=66ba20e26de84d6797fd1ec3a6703d7c",,,"https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=461&phaseID=57","461_57",1
127,1,1900-01-01 00:00:00,2200-01-01 00:00:00,463,"Improvement of wheat landraces, collected from farmers, through evaluation and selection.","The landraces were collected form the farmers. Since mots of them are mixtures - they went through analytical selection in 3-4 years and evaluation to identify the best components of the landrace and re-create the population to be provided back to farmer. ","https://www.wheatlandraces.org/",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=463&phaseID=62","463_62",1
128,1,1900-01-01 00:00:00,2200-01-01 00:00:00,464,"Development and utilization of primary winter synthetics to incorporate important new traits in winter wheat varieties. ","New synthetic winter wheat varieties were developed using winter durums from Ukraine and Romania and Ae. taushii. The new synthetic wheat contained important sources of resistance to diseases such as rusts. They also demonstrated strong grain mineral content and drought tolerance. The innovation is the techniques used. ","http://www.iwwip.org/Nursery",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=464&phaseID=62","464_62",1
129,1,1900-01-01 00:00:00,2200-01-01 00:00:00,465,"Elite winter wheat lines.","New winter and facultative wheat varieties developed by IWWIP (Turkey-CIMMYT-ICARDA) for irrigated and semi-arid environments and it has been made available to public and private breeding and research programs globally.","http://www.iwwip.org/Nursery",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=465&phaseID=62","465_62",1
130,1,1900-01-01 00:00:00,2200-01-01 00:00:00,470,"Village Seed Banks have been developed through this project, playing a vital role in varietal turnover. ","The project has supported the development of local seed system, through farmer owned seed business. These businesses are critical for ensuring old varieties are replaced with the improved varieties containing the traits necessary for the areas in question. The banks sell quality wheat seed for up to 12 percent less than local markets","https://wheat.org/2018-agricultural-innovation-program-meeting-cimmyt-and-partners-achievements-in-pakistan/; https://aip.cimmyt.org/wp-content/uploads/sites/30/2019/01/6-AIP-Semiannual-Technical-report-April-2018-September-2018.pdf",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=470&phaseID=62","470_62",1
131,1,1900-01-01 00:00:00,2200-01-01 00:00:00,473,"Options for keeping the food system within environmental limits","We show that between 2010 and 2050, as a result of expected changes in population and income levels, the environmental effects of the food system could increase by 50–90% in the absence of technological changes and dedicated mitigation measures, reaching levels that are beyond safe planetary boundaries. We find that a synergistic combination of measures (dietary changes, improvements in technologies/management, reductions in food losses) are needed to sufficiently mitigate the projected increase in environmental pressures.","https://www.nature.com/articles/s41586-018-0594-0",,,"https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=473&phaseID=57","473_57",1
132,1,1900-01-01 00:00:00,2200-01-01 00:00:00,475,"New maize breeding objectives based on a comprehensive understanding of users’ preferences for maize products in Africa","This research studied the most important maize-based foods in Africa and their respective traditional processing techniques, assessed maize preferences, analysed physical and chemical characteristics of maize, estimated the contribution of maize to the daily diet of Africans, assessed the impact of traditional processing on nutritional composition of maize, and, lastly, formulated crucial breeding objectives to meet users’ preferences.","https://www.sciencedirect.com/science/article/pii/S221191241730161X",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=475&phaseID=63","475_63",1
133,1,1900-01-01 00:00:00,2200-01-01 00:00:00,476,"New rice dual purpose cultivars","Cultivars that are superior in food and fodder traits","https://cgspace.cgiar.org/handle/10568/99322",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=476&phaseID=60","476_60",1
134,1,1900-01-01 00:00:00,2200-01-01 00:00:00,477,"Potential benefits of drought and heat tolerance for adapting maize to climate change in tropical environments",,"https://www.sciencedirect.com/science/article/pii/S2212096317300645?via%3Dihub",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=477&phaseID=63","477_63",
135,1,1900-01-01 00:00:00,2200-01-01 00:00:00,478,"Determinants of maize cultivation in a land-scarce rice-based economy in Bangladesh","Maize (Zea mays L.) use, mostly as poultry and fish feed, has been increasing rapidly in Bangladesh – a densely populated country with a rice-based agri-food system. Domestic maize production has increased despite land scarcity but failed to meet the growing demand, with imports making up the shortfall. The present study contextualizes Bangladesh’s domestic maize production potential and examines the determinants of current maize cultivation using data from 1.12 million farm households.","https://www.tandfonline.com/doi/abs/10.1080/15427528.2018.1446375",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=478&phaseID=63","478_63",1
136,1,1900-01-01 00:00:00,2200-01-01 00:00:00,481,"Lesson: Recommended for Data Dimensionality reduction for Adoption Impact Assessment and targeting.",,"Not available now-",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=481&phaseID=63","481_63",
137,1,1900-01-01 00:00:00,2200-01-01 00:00:00,483,"Poverty sensitive scorecard tool: combining risk scoring with poverty scoring to help lenders and policy makers prioritize development projects","This scorecard tool contains two innovations. 1) The risk-scoring algorithm is built on the latest developments in statistical modeling, which improves the accuracy of the risk assessments. 2) By combining risk scoring and poverty scoring, the instrument goes beyond standard poverty-targeting approaches to prioritize lending or grant allocation: it ranks projects that target the poor AND are sustainable. ","https://www.sciencedirect.com/science/article/abs/pii/S0306919217301409?via%3Dihub",,,"https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=483&phaseID=57","483_57",1
138,1,1900-01-01 00:00:00,2200-01-01 00:00:00,484,"Analytical approach for predicting potential areas of agroforestry expansion","CCAFS/ICRAF developed an analytical approach based on expansion domains. These domains establish the suitable areas based on both biophysical and socioeconomic characteristics for agroforestry species and systems. This provides a realistic picture of where it will be possible to use agroforestry and where it will not. The analytical framework also estimates the costs of implementation for each agroforestry system based on secondary data that ICRAF compiled in its Viet Nam Agroforestry Database.","https://cgspace.cgiar.org/handle/10568/98867",,,"https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=484&phaseID=56","484_56",1
139,1,1900-01-01 00:00:00,2200-01-01 00:00:00,485," New Varieties adopted: Mayi Plus 1 ","CIMMYT maize yield trials have identified two varieties that out-yield anything grown in Haiti in both irrigated and rain-fed conditions.  Basically, CIMMYT has identified the best varieties for the next decade in Haiti. ","Link not avialable",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=485&phaseID=63","485_63",2
140,1,1900-01-01 00:00:00,2200-01-01 00:00:00,486,"Understanding the effects of emergency school feeding and general food distribution on children's schooling in conflict areas","Using data from a unique pre-crisis baseline and five-year follow-up, the study investigated effects of emergency school feeding and general food distribution on children’s schooling during conflict in Mali. Both methods of food assistance had different effects on outcomes, emphasizing the need for joint programming between humanitarian responses and education in conflict areas. The educational implications of food assistance should be considered in planning humanitarian responses to bridge the gap between emergency assistance and development.","https://www.unicef-irc.org/publications/956-school-feeding-or-general-food-distribution-quasi-experimental-evidence-on-the-educational.html",,,"https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=486&phaseID=57","486_57",1
141,1,1900-01-01 00:00:00,2200-01-01 00:00:00,487,"Understanding the impacts of the World Food Programme's food assistance on food consumption and child nutrition in conflict-affected areas","The effects of food assistance on children’s height and caloric and micro-nutrient consumption were concentrated in areas not in the immediate vicinity of the conflict, while an increase in household food expenditures was observed closed to the location of armed groups. The effects of food assistance were higher for households receiving at least two forms of food assistance.","https://www.sciencedirect.com/science/article/pii/S0305750X18300378?via%3Dihub",,,"https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=487&phaseID=57","487_57",1
142,1,1900-01-01 00:00:00,2200-01-01 00:00:00,488,"Nutrition-sensitive social protection interventions increase the use of multiple-micronutrient powders and iron supplements in rural preschool Bangladeshi children","Cash/food transfers accompanied by nutrition counseling increased the likelihood that children aged 6-59 months had ever consumed multiple-micronutrient powders, had consumed multiple-micronutrient powders in the preceding week, and had consumed either multiple-micronutrient powders or an iron supplement in the preceding week. The combination of transfers and nutrition counseling also increased maternal knowledge of iron deficiency and awareness of multiple-micronutrient powders. These Impacts differed from those of transfers alone, highlighting the importance of complementary nutrition counseling.
","https://www.cambridge.org/core/journals/public-health-nutrition/article/randomized-control-trials-demonstrate-that-nutritionsensitive-social-protection-interventions-increase-the-use-of-multiplemicronutrient-powders-and-iron-supplements-in-rural-preschool-bangladeshi-children/1E8022AF54A6C6EB21801B61FCD9C54C",,,"https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=488&phaseID=57","488_57",1
143,1,1900-01-01 00:00:00,2200-01-01 00:00:00,492,"Scaling conservation agriculture-based sustainable intensification systems in Ethiopia","Several activities have been conducted on identifying, synthesizing and mapping sustainable maize production systems in Africa since 2012.  Research evidences on sustainable production systems (improved variety targeting combined with conservation agriculture) were synthesized and a policy engagement works done over two years resulted in adoption of conservation agriculture -based sustainable intensification by the Ministry of Agriculture of Ethiopia.",,,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=492&phaseID=63","492_63",1
144,1,1900-01-01 00:00:00,2200-01-01 00:00:00,493,"Use of high-throughput color sorting technology to enrich source breeding populations for deep orange color required for maize varieties containing high pro-vitamin A content. ","In breeding populations targeting increased pro-vitamin A, the product profile includes a recognizable deep orange color.  We plan to use high-throughput optical sorting technology to enable us to rapidly screen very large populations of seeds to sub-set the most orange kernels for further breeding work.","N/A",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=493&phaseID=63","493_63",1
145,1,1900-01-01 00:00:00,2200-01-01 00:00:00,494,"Seed Production Technology ","Seed Production Technology (SPT) system prevents specific plants from producing pollen.  The system enables production of non-pollen producing early generation seed (EGS) which is non GM.  SPT produced EGS results in cost savings to seed companies, improves the hybrid purity of commercial seed, and results in a hybrid product which has 50% non pollen producing plants and 4 to 5% increased grain yield under farmer conditions.","N/A",,,"https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=494&phaseID=63","494_63",1
146,1,1900-01-01 00:00:00,2200-01-01 00:00:00,495,"Ex-ante analysis to determine potential benefits from BNI-technology","Incorporating Biological Nitrification Inhibition into crops offers the potential of simultaneously increasing Nitrogen use efficiency and reducing nitrous-oxide emissions into the atmosphere and thus reducing the greenhouse gas emission  footprint of agricultural production systems.
BNI will potentially be available in crop varieties for farmers in 12 to 25 years from now. Time-frame depends on crop, the environment, management options and the broad socio-economic context, requiring both foresight and ex-ante impact assessment.
","https://repository.cimmyt.org/bitstream/handle/10883/19817/59914.pdf?sequence=1&isAllowed=y",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=495&phaseID=62","495_62",1
147,1,1900-01-01 00:00:00,2200-01-01 00:00:00,496,"ex-ante impact assessment of wheat blast in south Asia","A spatial mapping and ex ante study regarding the risk and potential spread in South Asia of wheat blast, a mysterious and deadly disease from the Americas that unexpectedly infected wheat in southwestern Bangladesh in 2016, identified 7 million hectares of wheat cropping areas in Bangladesh, India, and Pakistan whose agro-climatic conditions resemble those of the Bangladesh outbreak zone.","https://wheat.org/call-for-action-on-wheat-blast-threat-in-south-asia/",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=496&phaseID=62","496_62",1
148,1,1900-01-01 00:00:00,2200-01-01 00:00:00,497,"Fluctuating milling quality in wheat: The Achilles Heel of Cereal Foresight Studies?","One of the expected consequences of climate change is the occurrence of more erratic rainfall patterns. This implies that there will always be production areas that will be confronted with weather conditions that are not conducive to high levels of wheat grain quality (milling quality, processing and end-use quality). The question is, if fluctuating grain quality, matters in the long-run for food security and, if fluctuating wheat grain quality could spark a food crisis. ","https://repository.cimmyt.org/handle/10883/19885",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=497&phaseID=62","497_62",1
149,1,1900-01-01 00:00:00,2200-01-01 00:00:00,502,"Methodology for using GIS in chicken breeds suitability map in Ethiopia","Methodology for assessing the productivity of improved chicken genotypes in different agro-ecologies (on-station) ","https://cgspace.cgiar.org/handle/10568/98850",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=502&phaseID=60","502_60",1
150,1,1900-01-01 00:00:00,2200-01-01 00:00:00,503,"A panel of single nucleotide polymorphisms (SNPs) for genomic imputation and admixture proportion analysis in East African dairy crossbreed breeds","Cost-effective high-density (HD) genotypes of livestock species can be obtained by genotyping a proportion of the population using a HD panel and the remainder using a cheaper low-density panel, and then imputing the missing genotypes that are not directly assayed in the low-density panel. ","https://cgspace.cgiar.org/handle/10568/96904",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=503&phaseID=60","503_60",1
151,1,1900-01-01 00:00:00,2200-01-01 00:00:00,507,"Feeding cassava leaves to livestock for reducing methane emissions","Through an in-vitro experiment we demonstrated the potential of cattle diets with cassava supplements to reduce methane emissions.  The practice of feeding cassava leaves to livestock is common during the dry season (when feed availability is low) among livestock farmers in northern Colombia. Our work demonstrated that supplementing livestock feed with cassava leaves may contribute towards reductions in enteric methane emissions.  ","https://www.mdpi.com/2071-1050/9/11/1891",,,"https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=507&phaseID=56","507_56",1
152,1,1900-01-01 00:00:00,2200-01-01 00:00:00,510,"Precision fertilizer application for smallholders ","Precision nutrient management to increase efficiency and reduce drudgery. Development of localized versions of the ‘Crop Manager’ decision-making tool to provide location-specific fertilizer recommendations for farmers growing rice and maize in Odisha, and rice-wheat and maize in Eastern Uttar Pradesh and Bihar.","https://csisa.org/tag/precision-agriculture/",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=510&phaseID=62","510_62",1
153,1,1900-01-01 00:00:00,2200-01-01 00:00:00,512,"Laser land leveling","Machinery and service provision models for Laser Land Leveling to increase water and energy productivity ","Details are available in annual reports found here: https://csisa.org/annual-reports/; https://csisa.org/research-notes/",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=512&phaseID=62","512_62",1
154,1,1900-01-01 00:00:00,2200-01-01 00:00:00,513,"Integrated weed management (IWM)","IWM complex weed flora in rice, maize, and wheat ","https://csisa.org/; https://csisa.org/wp-content/uploads/sites/2/2014/06/Integrated-Weed-Management-Book-2.pdf",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=513&phaseID=62","513_62",1
155,1,1900-01-01 00:00:00,2200-01-01 00:00:00,514,"Yield potential estimation for variable fertilizer rate adjustments ","Several on-farm and on-station experiments conducted in collaboration with the National Wheat Research Program and farmers’ groups for different production environments showed that wheat yields can be doubled through balanced fertilizer application.","https://csisa.org/wp-content/uploads/sites/2/2018/12/CSISA-NP-Scaling-annual-report-2017-18_for-DEC.pdf",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=514&phaseID=62","514_62",1
156,1,1900-01-01 00:00:00,2200-01-01 00:00:00,515,"Precision crop establishment methods for wheat and rice","Risk-reducing agronomy for directly-sown rice (2); NP, BD

Zero tillage wheat to boost productivity and profitability while reducing environmental impacts of production in South Asia (4); NP

Mechanical transplanting for rice (3); NP

Healthy rice seedings (4); NP, BD

Early planting of long-duration wheat varieties for resilience and yield optimization (3); NP, BD

Decision rules for timely rice transplanting and irrigation management (1); NP, BD 
","https://csisa.org/",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=515&phaseID=62","515_62",1
157,1,1900-01-01 00:00:00,2200-01-01 00:00:00,516,"Multiple disease management innovations for maize and wheat","Integrated management of fungal diseases in lentil through agro-climatology and effective fungicides (2); NP, BD

Integrated management of stalk rot in maize (1); NP

Dry chain management for reducing aflatoxin in maize (1); NP

Safe planting windows to avoid wheat blast (2); BD

Climate services for disease prediction and management (2); NP, BD (note: includes lentil and wheat)

Fungicides for wheat blast (4); BD
","https://csisa.org/",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=516&phaseID=62","516_62",1
158,1,1900-01-01 00:00:00,2200-01-01 00:00:00,517,"Scale-appropriate mechanization innovations in maize and wheat systems","Multi-crop planters for the 2-wheel tractor (3); NP

Scale-appropriate reaper technologies to address labour bottlenecks at harvest (4); NP, BD

Low-cost solar pumps for field crops (2); NP

Axial flow pump (4); BD
","Details are available in annual reports found here: https://csisa.org/annual-reports/",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=517&phaseID=62","517_62",1
159,1,1900-01-01 00:00:00,2200-01-01 00:00:00,518,"Precision fertilizer broadcasting for increasing efficiency and reducing drudgery","Prime Minister’s Agriculture Modernization Project (PMAMP) units and District Agriculture Development Offices in the Terai have included the precision spreader in their machinery subsidy programs, allowing farmers to procure the equipment at a reduced price from local suppliers.","https://csisa.org/wp-content/uploads/sites/2/2018/12/CSISA-NP-Scaling-annual-report-2017-18_for-DEC.pdf",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=518&phaseID=62","518_62",1
160,1,1900-01-01 00:00:00,2200-01-01 00:00:00,520,"Harnessing Ethiopian floodwaters helps dryland pastoralists – and the approach is scaling up","There is now an increased interest by other donors to do the same in flood-prone areas in Ethiopia and beyond. Remote sensing tools used to identify flood-based spots for producing feed and food in about 1.2 million ha of land in Afar., which  is now attracting  investment in Afar, Ethiopia. ","http://oar.icrisat.org/id/eprint/10363",,,"https://marlo.cgiar.org/summaries/WLE/projectInnovationSummary.do?innovationID=520&phaseID=58","520_58",1
161,1,1900-01-01 00:00:00,2200-01-01 00:00:00,521,"Mini-tillers for cropping systems productivity in Nepal","The mini tiller is a low-cost option for rural traction has been implemented and used through a group-based service provision model to recoup costs and share the technology across the village","https://csisa.org/wp-content/uploads/sites/2/2018/12/CSISA-NP-Scaling-annual-report-2017-18_for-DEC.pdf",,,"https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=521&phaseID=62","521_62",1
162,1,1900-01-01 00:00:00,2200-01-01 00:00:00,522,"Course for Cambodian parliament on climate politics","In 2018, a 10 month program was organized for the members of the Cambodian Senate and the Parliamentary Institute of Cambodia on climate change, climate politics and climate negotiations. The course was successfully implemented and led, among other things, to a Brief to the Senate by the President of the Senate on climate change, agriculture and food security. ",,,,"https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=522&phaseID=56","522_56",1
163,1,1900-01-01 00:00:00,2200-01-01 00:00:00,523,"Social learning approaches in Climate Smart Villages (CSV) development and scaling","These are the social processes that goes with CSA technologies and practices in developing climate smart villages(CSVs). Experiences in Vietnam & Philippines show the while CSA relevance differ from one site to another due to varying contexts, there is a set of common  systematic steps that fosters innovation, CSA knowledge generation & sharing among farmers. The social learning processes from both sites are: common-interest groups, participatory action researches, learning-sites/impact-areas, and on-site knowledge sharing events. ","https://ccafs.cgiar.org/blog/%E2%80%9Cplease-share%E2%80%9D-%E2%80%93-social-learning-leads-greater-adoption-climate-smart-agriculture#.XJiD66QRXQw",,,"https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=523&phaseID=56","523_56",1
164,1,1900-01-01 00:00:00,2200-01-01 00:00:00,525,"Dissemination of improved Bonga ram","Improved Bonga have now been disseminated throughout the SNNP ","http://hdl.handle.net/20.500.11766/9481",,,"https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=525&phaseID=60","525_60",11
165,1,1900-01-01 00:00:00,2200-01-01 00:00:00,528,"Climate tipping point game for Conference of the Parties (COP) delegates","Purdue University, Glasgow Caledonian and Utrecht University/CCAFS developed a game that simulates climate negotiations and their impacts on climate tipping points, which was played by COP and SBSTA delegates in 2018. ","http://theconversation.com/we-built-a-sim-of-worlds-climate-battle-heres-what-happened-when-delegates-played-it-at-cop24-108520",,,"https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=528&phaseID=56","528_56",1
