pk_melia_info,version,date_from,date_to,"pk",id,"title","description","commissioning_study","melia_publications","link"
42,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2453_104",2453,"Adoption study of good agricultural practices (GAP) for promoting food safety in pork value chains ","Study completed but rejected by journal now seeking alternative publication","ACIAR/A4NH",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2453&cycle=Reporting&year=2019"
43,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2455_105",2455,"Impact Assessment of best-bets in the small ruminants value chain at 5 sites in Ethiopia","This project intends to estimate the welfare impacts of small ruminant best bets introduced since the CRPI Livestock and Fish (L&F) on farm households in five intervention sites. The Value Chain Assessment benchmarking was repeated in the target and control villages in five out of the seven original value chain sites in Ethiopia (selected at the start of the CRP L&F).  The extension is mainly due to security issues that made field work virtually impossible. The report is expected in 2020.","CRP W1/2",,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2455&cycle=Reporting&year=2019"
44,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2456_104",2456,"Evaluation of Safe Food Fair Food project on capacity building in food systems in Nigeria","CGIAR-designed intervention worked with informal sector vendors in one of the largest abbatoirs and meat markets in Nigeria to provide: a) training and technologies; b) an enabling environment; and c) motivation for behaviour change. An evaluation shortly after implementation found the intervention was acceptable, cost-effective and resulted in safer meat. This follow-up study nine years later found that the policy environment had become disabling, partly as a result of authorities' attempts to move butchers to a modern, but more distant abattoir. This was resisted by butchers. Authorities revoked the license for Bodija market and stopped providing services. Meat safety deteriorated. 
","A4NH","https://hdl.handle.net/10568/100848","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2456&cycle=Reporting&year=2019"
45,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2458_105",2458,"Study of limitations and opportunities in the process of development, adoption and dissemination of forage technologies in Colombia","The objective of this study was to identify limitations and opportunities in the process of development, adoption and dissemination of forage technologies in Colombia through an Agricultural Innovation System (AIS) approach. Qualitative approaches were used to analyse the processes of adoption and dissemination of forage technologies from a historical perspective, highlighting the many variables and actors involved. Table 2,  page 10 of the Spanish report lists the forage materials that were included in this study, many of which originated from the CIAT genebank (e.g. Brachiaria brizantha CIAT 26646/CIAT 26110, Brachiaria humidicola CIAT 679/CIAT 6133, among others).","CRP Strategic Investment Fund","https://hdl.handle.net/10568/103663
https://hdl.handle.net/10568/106848 ","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2458&cycle=Reporting&year=2019"
46,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2459_105",2459,"Ex-post adoption of productivity enhancing technologies from the Accelerated Value Chain Development project in Kenya","The analysis was cancelled for 2 main reasons: the available data were found not to be appropriate for the analysis and no funds could be identified to collect additional data. ","CRP, USAID FTF",,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2459&cycle=Reporting&year=2019"
47,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2467_105",2467,"Ex-post adoption of dual-purpose (feed and food) groundnut varieties in Odisha, India","The target variety of the study, ICGV91114 (ICRISAT), is currently being replaced as the main groundnut variety promoted by the Government of Odisha after reaching the standard variety life of 7 years. The selection process for its replacement is on-going. Two issues have emerged: since dual-purpose characteristics were not considered during selection of ICGV91114, the study objectives had to be redefined, focusing on how dual-purpose traits can be considered in the variety selection and registration process; and the implementation of the farmer survey on groundnut varieties and haulm use was delayed for logistical reasons (to be completed by mid-March 2020).","CRP Strategic Investment Fund",,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2467&cycle=Reporting&year=2019"
48,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2468_104",2468,"Evaluation of a market intervention to stimulate vegetable consumption in urban Nigeria","This study is part of Flagship 1's portfolio on food system innovations - designing and testing consumer-oriented interventions to increase accessibility, affordability and acceptability of nutritious foods. This pilot study called Veggies on Wheels, led by Wageningen University and the Federal University Of Technology - Akure, offered fresh green leafy vegetables to urban consumers. The vegetables were sold in cool boxes on bikes and pushcarts at convenient locations close to work places. In 2019, the study was completed; preparation/publication of results is ongoing. Additional insight is needed on the business viability in order to understand options for scaling. 
","A4NH",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2468&cycle=Reporting&year=2019"
49,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2470_104",2470,"Evaluating food products from fruits for home consumption and enhanced income in Nigeria","This study is part of Flagship 1's portfolio on food system innovations - designing and testing consumer-oriented interventions to increase accessibility, affordability and acceptability of nutritious foods. This study, led by IITA, aims to improve the productivity of small producers and facilitate their access to markets for fruits and fruit-based products. ","World Bank (PRODEMA - Agricultural Markets Productivity and Development Project)",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2470&cycle=Reporting&year=2019"
50,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2490_104",2490,"Use of the Theory of Change approach to designing integrated strategies for the control of Taenia solium neurocysticercosis in Uganda","To develop a theory of change (ToC) for integrated strategies for the control of Taenia solium neurocysticercosis in Uganda and then use the ToC to selecting and designing interventions. This work is being carried out by a PhD student. The project thus far has undertaken a systematic literature review and key informant interviews to identify the factors comprising an enabling environment for T. solium control.","A4NH/BMZ",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2490&cycle=Reporting&year=2019"
51,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2515_192",2515,"Monitoring and Follow-up survey of the rice sector in Latin America ","Under the initiative of the Latin American Fund for irrigated Rice (FLAR), regional expert panel consultation are conducted to gather relevant information to monitor progress indicators in the rice sector for several countries.  These country-specific initiatives aim to improve rice production costs in Latin America.","RICE CRP, CIAT, FLAR",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2515&cycle=Reporting&year=2019"
52,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2528_104",2528,"Evaluation of impact of education interventions on behavior of slaughterhouse workers exposed to occupational risk of zoonoses transmision","With educational workshops, feedback sessions carried out and distribution of equipment done (including sharp knives, knife sharpeners, and gloves and gum boots), we observed that many slaughterhouse workers used the gum boots and some workers reported changes in their practices (e.g. in Shinyalu slaughter slab they used what we dubbed a ""heart extraction"" method to slaughter pigs.","BBSRC (ZooLink Programme)",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2528&cycle=Reporting&year=2019"
53,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2529_104",2529,"Evaluation of impact of hygiene interventions to prevent nosocomial transmission of antibiotic resistant bacteria among health workers in public hospitals","There was no direct link to Agricultural research.","University of Liverpool (internal award)",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2529&cycle=Reporting&year=2019"
54,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2530_104",2530,"Evaluation of the impact of community training using multiple information, education and communications materials on knowledge, attitude and practices on Rift Valley fever in Kenya and Uganda","The study observed that community training on knowledge, attitude and practices (KAPs) on Rift Valley fever (RVF) in Muranga and Kwale counties (Kenya) had a positive impact on the levels of knowledge on RVF. No significant changes were noted on attitudes and practices.","USAID",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2530&cycle=Reporting&year=2019"
55,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2531_104",2531,"Evaluation of the adoption levels of mobile phone-based surveillance systems in selected counties in Kenya","We collated perceptions on the performance of a mobile phone-based syndromic surveillance system for collecting animal health data that had been deployed in five counties in northern Kenya (i.e., Turkana, Marsabit, Isiolo, Garissa, and Wajir). ","A4NH",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2531&cycle=Reporting&year=2019"
56,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2532_101",2532,"Ex-post impact assessment of the outcomes from an estimated 7 million persons receiving climate-informed advisories","Impact study conducted by independent evaluators from CIRAD and ICRAF awarded to them through a competitive call. The study investigates through interviews and household surveys the role of the research team in influencing changes in delivering climate-informed advisories to farmers in Senegal and the impacts that the advisories had on farming practices.","CCAFS management","https://cgiar.sharepoint.com/:b:/s/CCAFS/EZ23K32VAxlHmidl8URd3KsBXnk40zC_JlHMqTbx9YuYUg?e=YMJp8u
https://cgiar.sharepoint.com/:b:/s/CCAFS/EUWhzd9nmfFKvd5KGMSE0C4BfdCDIUPa533A3nLGQI6pzg?e=YdgUlW","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2532&cycle=Reporting&year=2019"
57,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2534_104",2534,"Monitoring survey for vitamin A maize in Zambia","The Zambia Vitamin A maize (VAM) monitoring survey was completed in 2018, determined the progress in the implementation of the country program. The study was conducted in 3 Geographic Monitoring Units where 396 households were interviewed. Households mostly acquired VAM seeds from the Farm Input Support Program, agro-dealers, and seed companies. All these farmers planted the seed acquired, resulting in 3% and 4% of their maize area allocated to VAM and maize production being VAM, respectively. The production of VAM was mostly (89%) for home consumption, and households on average consumed VAM for three days in a week.","HarvestPlus","https://cgiar.sharepoint.com/:w:/r/sites/IFPRI/A4NH/Flagship%202/2019%20adoption%20studies%20and%20learning%20exercises/FP2_Monitoring%20Survey%20Report_Zambia.docx?d=wae07a6dcf5724bc091d8e56f50ff2976&csf=1&e=OeeZuK","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2534&cycle=Reporting&year=2019"
58,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2542_377",2542,"External technical reviews and validation of quality management systems (QMS) ","A panel of external technical reviewers was convened in December 2018 in Germany. In 2019, 6 genebank reviews took place: CIAT, CIMMYT, CIP, ICARDA, IITA, and IRRI using a standard format and approach, including the validation of SOPs and annually reported data on the status of collections. ICRISAT Regional Stations in Niger and Zimbabwe were also reviewed. As of the end of 2019,  83 recommendations have been made and are  being addressed. ","PMU","Report available in 2020","https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2542&cycle=Reporting&year=2019"
59,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2543_377",2543,"Document audits","During 2019, two documentation audits were performed: Safety duplication and Acquisition Standard Operating Procedures (SOPs). The Safety duplication SOP was audited for the following nine genebanks: AfricaRice, Bioversity, CIAT, ICARDA, ICRAF, ICRISAT, IITA, ILRI and IRRI and the Acquisition SOP for the same genebanks except ILRI.  In total, 187 findings were found and addressed during the two audits. ","PMU","Project QMS report: https://grants.croptrust.org/index.php?r=docRep/public&id=SGy5mhHaPRdbl01QsOfwDu9SGwu9SFDLkh1d4iQu","https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2543&cycle=Reporting&year=2019"
60,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2545_377",2545,"Costing reviews","A costing review started in late 2017 with a visit to IRRI to collate data on routine costs for genebank operation. In 2018, reviewers visited CIAT, CIMMYT, CIP and ICARDA and in 2019,  ICRISAT, ILRI, ICRAF, and Bioversity. The results of the analysis will feed into a systematic review of the financial allocations to individual genebanks for essential operations. ","PMU","Report available in 2020","https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2545&cycle=Reporting&year=2019"
61,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2546_377",2546,"Genebank Impacts Fellowship","The impact of the work of the CGIAR genebanks was documented as part of the Genebank Impacts Fellowship launched in 2018. 11 working papers are published in 2019 at the Platform website
","PMU","https://www.genebanks.org/resources/impacts/","https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=2546&cycle=Reporting&year=2019"
62,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2705_105",2705,"Case study of mobile animal health service delivery in extensive livestock production systems in Kenya","Mobile delivery of animal health services in arid and semi-arid lands (ASALs), an ILRI innovation, was tested for feasibility with 2 different mobile service providers and in three counties with varying levels of access to animal health services. The study found it was not profitable for a private sector player to provide mobile services, due to restrictions on delivery of vaccines. This led ILRI to conduct a review of Kenyan livestock policies to address this constraint.
","CRP","https://hdl.handle.net/10568/105579","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2705&cycle=Reporting&year=2019"
63,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2810_103",2810,"Assessment of the impact of Fadama package of intervention on resilience of participants versus non-participants under civil strife and conflict in northern Nigeria","Mixed methods evaluation involving qualitative data collection with key informants combined with a large scale quantitative survey of 1,787 randomly selected households.","World Bank","https://www.ifpri.org/publication/humanitarian-assistance-and-resilience-building-impact-fadama-iii-af-ii-food-security","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2810&cycle=Reporting&year=2019"
64,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2812_103",2812,"Outcome story planning and development","Outcome stories were prioritized and appropriate evidence collected. Link to final OICRs selected and developed. https://cgiar.sharepoint.com/:w:/s/WLE/Efyn2-5l2dtCm8VeRkpWMR0Bz58eDBOeicm76EZfHZ805A?e=QgpLeI
","PMU",,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2812&cycle=Reporting&year=2019"
65,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2816_103",2816,"Flagship Theory of Change Workshops","ToC reflection was conducted as part of the WLE Annual Meeting, but individual flagship workshops were canceled due to budget constraints.
","CRP",,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2816&cycle=Reporting&year=2019"
66,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2825_103",2825,"Evaluation of Soil and Water Management Work Carried out in Ethiopia","WLE commissioned outcome evaluation, focusing on WLE's contribution to soil and water outcomes and recommendations addressing evaluation criteria. Refer to Table 11 for full description.","PMU","https://cgspace.cgiar.org/handle/10568/107102","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2825&cycle=Reporting&year=2019"
67,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2826_103",2826,"Outcome Evaluation of Climate-Smart Research on Solar-Powered Irrigation in India","The evaluation was started in 2019 and will focus on the outcomes (Dhundi pilot) and the emerging and potential impacts of WLE funded research (scaling out as part of Suryashaki Kisan (SKY)).  The evaluation is co-funded by CCAFS and the SMO.
","PMU",,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2826&cycle=Reporting&year=2019"
68,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2853_192",2853,"Household survey data of adoption of improved varieties and management practices in rice production, Ecuador","The household survey was implemented using a structured questionnaire administered among 1,028 households in the main rice production areas of Ecuador. Information collected was provided by household heads and included household and plot level data. The survey information includes household socio-demographic characteristics , farm characteristics (e.g. farm land size, assets ownership, other crops planted, etc.), rice management practices (e.g. variety and input use, production costs, etc.), and rice production and utilization (e.g. yields, prices, sales, etc.)","CIAT",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2853&cycle=Reporting&year=2019"
69,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2855_192",2855,"Ex-ante impact evaluation of the L23 rice genotype on the colombian Altillanura plains","The objective of this work was to implement an ex-ante economic  evaluation to estimate the results and potential impacts of the new promising L23  rice line improved for the Colombian Altillanura. The ex-ante evaluation combined a partial budgets analysis with information from experimental tests and economic surpluses model. The two methodological approaches were consistent and showed that with the adoption of the L23 genotype at least 29.7%, a probability of 17.1 % could be achieved for rice producers in the Altillanura due to the expected increase in crop yield. ","CIAT, AGROSAVIA","http://www.grisp.net/","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2855&cycle=Reporting&year=2019"
70,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2857_192",2857,"The seven samurai of Latin American rice improvement","They’re not the biggest rice producers in Latin America and the Caribbean (LAC). But, like the seven samurai of the famous 1954 adventure film, they’re certainly among the boldest, and they fight hard to improve the lot of rice-growing communities. These seven countries are Bolivia, Costa Rica, Ecuador, Nicaragua, Panama, Peru, and Venezuela. Their national programs are currently engaged with the impact evaluation team at the Colombia-based International Center for Tropical Agriculture (CIAT) in a study on the adoption of improved rice varieties,
CIAT’s role in their development, and their impacts on rice productivity.","CIAT",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2857&cycle=Reporting&year=2019"
71,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2862_192",2862,"Modern improved rice varieties: An adoption study for Bolivia","The Latin American rice sector has gone through major changes during the last 4 decades, showing yields that have triple, on average. However, this has not been the case for Bolivia. Taking into consideration the possible technological gap faced by the Bolivian rice sector, this study analyzes the adoption determinants of modern improved rice varieties for small and medium-size farmers in this country.
","CIAT, CRP",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2862&cycle=Reporting&year=2019"
72,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2863_192",2863,"Adoption and impacts of international rice research technologies","116 million tons by 2035. Much of the increase has to come from smallholder rice farmers in developing countries. In this article, we review 25 evaluation studies on new rice technologies and practices that have been tried and used by smallholder rice farmers in developing countries. Stress-tolerantrice varieties are found among promising new rice varieties. African farmers benefit from New Rice for Africa (NERICA) varieties. Some natural resource management (NRM) practices have been evaluated in farmer trials and found beneficial. However, the NRM evaluation studies faced with difficulties in defining NRM “technology” and “adoption”","CIAT, CRP, IRRI, Africarice",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2863&cycle=Reporting&year=2019"
73,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2864_192",2864,"Participation of women and men in rice production in Ecuador","Gender dis-aggregated information is a fundamental aspect to understand the differentiated contribution that male and female farmers make to rice production and to identify possible gender inequalities that exist in rural areas. In fact, this takes a major relevance in contexts where female farmers are not recognized as such or as relevant agents for agricultural development. This is the particular case of the rice sector in different countries in Latin America. This study focuses on Ecuador and examines the role of women and men in rice production through household surveys. ","CRP, CIAT",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2864&cycle=Reporting&year=2019"
74,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2865_192",2865,"The Impacts of CIAT’s Collaborative Research","The International Center for Tropical Agriculture (CIAT) is celebrating 50 years of collaborative work with hundreds of partners across the
tropics. During 50 years, CIAT has led the development and dissemination of technologies, innovative methods, and new knowledge that better enable farmers to enhance eco-efficiency in agriculture and contribute to building a sustainable food future. CIAT scientists have compiled an impressive record of achievements. In the interests of accountability to donors and other stakeholders, and to help lead the Center’s strategic research investments, they have also devoted considerable effort to measure the economic impact of their
work.","CIAT",,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2865&cycle=Reporting&year=2019"
75,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"2915_110",2915,"PeskAAS: Automated analytics of relative fish abundance over time and space","N/A","WorldFish","https://doi.org/10.7910/DVN/TVGIJJ","https://marlo.cgiar.org/projects/BigData/studySummary.do?studyID=2915&cycle=Reporting&year=2019"
76,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3095_105",3095,"Ex-ante impact evaluation of the adoption of improved forage varieties in the Colombian Eastern Plains ","Brachiaria brizantha 26124 is a CGIAR material from the CIAT genebank. The results suggest that investing in the development of the Orinoquia cultivar (B. brizantha 26124 cv. Orinoquia) has significant potential to increase both productivity and profitability, which is key for sustainable intensification in grazing systems The average Net Present Value (NPV) of the primary producer is 675,570 Colombian Pesos (COP), with an internal rate of return to equity of 19%. The social benefits for the projected period (2019-2046) are 6.27 and 43.9 billion COP at the regional and national level, respectively, with social rates of return of 24%/37%.","CIAT","https://hdl.handle.net/10568/105690","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=3095&cycle=Reporting&year=2019"
77,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3103_101",3103,"Review of agricultural production systems in Eastern Africa in relation to food and nutrition security and climate change","This paper reviews livestock production systems and agroecological zones, food and nutrition security, climate change, GHG emissions and climate-smart agriculture with a focus on role of, or impact on livestock systems for nine countries in the Greater Horn of Africa. The countries include Eritrea, Djibouti, Somaliland, Somalia, Ethiopia, Kenya, Uganda, Rwanda and Tanzania. Each of the topics covered is broad and many excellent studies and reviews have been produced covering these topics either at country or regional level. This paper provides a unified resource and an accessible introduction to these topics and directs readers to the resources that exist.","RPL CCAFS EA"," https://hdl.handle.net/10568/106995","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3103&cycle=Reporting&year=2019"
78,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3116_105",3116,"Economic evaluation of forage materials for bovine meat production systems in Colombia","The following varieties were evaluated from an economic perspective: (i) Brachiaria brizantha 26124 hp. Orinoquia for meat production in the Colombian East Plains region; and ii) Megathyrsus Maximus cv. Savannah agrosavia for meat production in the Colombian humid Caribbean region. (i) is a CGIAR material from the CIAT genebank while (ii) originated in the CIAT genebank and was evaluated and released by NARS partner AGROSAVIA in cooperation with CIAT.","CIAT","https://hdl.handle.net/10568/106847","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=3116&cycle=Reporting&year=2019"
79,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3117_105",3117,"Economic profitability study for integration of forage production in mixed crop-livestock farms in Kenya","The evaluated materials are either from the CIAT genebank, the ILRI genebank, or CIAT hybrids.  The integration is part of a CIAT German-funded East Africa project which is mapped to the CRP Livestock Feeds and Forages flagship. The main lesson learned from the study is that profit from forages depends on, land size and type/productivity/maintenance practices of the forage crop. Well managed forages result in increased productivity, hence higher yield and more profit. In conclusion, despite the positive impact of forages on milk production, farmers need to improve maintenance of the forage crop to improve their yield.","CIAT","https://hdl.handle.net/10568/106912","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=3117&cycle=Reporting&year=2019"
80,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3154_110",3154,"Digital technologies for financial inclusion of smallholder farmers: Needs assessment in three states of India","The “Seeing is Believing” project aims to deliver personalized agricultural advice and financial services to smallholder farmers, using smartphone pictures for crop monitoring. We test alternative models for scaling: a retail insurance product for commercial crops in Haryana; credit in order to unlock credit for tenant farmers in Odisha; and an integrated pest management advisory in Tamil Nadu and Pondicherry. This deliverable analyzes whether these services are perceived to provide value, with people willing to engage, and whether farmers value the reduced basis risk for insurance, the improved access to credit, and the personalization of their advisories.","Big Data Platform","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/133534","https://marlo.cgiar.org/projects/BigData/studySummary.do?studyID=3154&cycle=Reporting&year=2019"
81,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3175_101",3175,"Gender-responsive rural climate services: a review of the literature","The paper reviews and assesses the existing empirical knowledge base on gender-based challenges in access, use and benefit from rural climate services in order to suggest pathways for achieving gender-responsive climate services. ","CCAFS/GSI","https://hdl.handle.net/10568/101352","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3175&cycle=Reporting&year=2019"
82,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3177_101",3177,"Evaluating agricultural weather and climate services in Africa: Evidence, methodology, and a “learning agenda.” ","Weather and climate services (WCS) are expected to improve the capacity of Africa's agricultural sector to manage the risks of climate variability and change. Despite this, a lack of evidence prevents a realistic analysis of whether such services are delivering on their potential. This paper reviews 66 studies that have evaluated outcomes and/or impacts of agricultural WCS in Africa, highlighting areas that have received relatively more attention as well as persistent gaps.","CCAFS, USAID"," https://hdl.handle.net/10568/107250","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3177&cycle=Reporting&year=2019"
83,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3183_105",3183,"Upgrading the smallholder dairy value chain: A system dynamics ex-ante impact assessment in Kilosa District, Tanzania","The assessment looked at the ex-ante impacts of two policy interventions that improve productivity of local-breed cows, artificial insemination (AI) and producers’ access to distant markets through a dairy market hub. The policy interventions were introduced under the CRP Livestock and Fish.","ILRI","https://hdl.handle.net/10568/105986 ","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=3183&cycle=Reporting&year=2019"
84,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3195_101",3195,"Building resilience through climate risk insurance: Insights from agricultural research for development","Scaling insurance to transfer climate risk from the rural poor to financial markets is vital to enhance agricultural risk management in developing countries, but insurance programs need to address several challenges in order to improve resilience at scale. A mix of stakeholder expertise is required to design, evaluate and scale insurance programs with the potential to enhance resilience among the rural poor. We highlight the contribution that agricultural research for development can play by providing data, methods, impact evaluations and other research products that can help strengthen and verify the impacts of insurance on resilience at scale.","CCAFS"," https://cgspace.cgiar.org/handle/10568/106171","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3195&cycle=Reporting&year=2019"
85,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3201_101",3201,"Review of CCAFS Scaling Activities","CCAFS commissioned a review of its scaling activities in 2019. An external, systemic consultant interviewed > 20 project implementers, and facilitated a 1 day workshop with CCAFS CT. Results and recommendations have been presented to the ISC, as well as CCAFS resulting action plan. The final report and two connected publications are already available. Pending for 2020 are two more Info Briefs, one of these reflecting CCAFS action plan and its main steps/activities undertaken. ","PMU","https://cgspace.cgiar.org/handle/10568/107422
https://cgspace.cgiar.org/handle/10568/107444
https://cgspace.cgiar.org/handle/10568/107416
","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3201&cycle=Reporting&year=2019"
86,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3227_103",3227,"Outcome Evaluation Of Research For Development Work Conducted In Ghana And Sri Lanka Under The Resource, Recovery And Reuse (RRR) Subprogram Of The CGIAR Research Program On Water, Land And Ecosystems (WLE).","WLE commissioned outcome evaluation focusing on WLE's contribution to Resource, Recovery and Reuse outcomes, and recommendations related to evaluation criteria. Refer to Table 11 for details.","PMU","https://cgspace.cgiar.org/handle/10568/107242","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=3227&cycle=Reporting&year=2019"
87,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3236_104",3236,"Monitoring surveys for iron pearl millet in India ","India pearl millet (PM) monitoring survey, in Gangapur, Nandgoan, and Phaltan, was completed in 2019. The study assessed the penetration of iron PM (IPM), production, and utilization of IPM, and farmers’ ability to identify a non-visible trait grain. 51% and 22% of the farming households ever planted IPM, sometime during the 2014-2018 period and in 2018, respectively. Farmers who planted IPM allocated 89% of their PM land to IPM. IPM constituted 93% of the PM production and mostly utilized for consumption. Only 71% of the IPM samples conformed to be IPM; thus, a systematic seed quality assessment is needed.","HarvestPlus",,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=3236&cycle=Reporting&year=2019"
88,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3243_107",3243,"DNA Fingerprinting for Tracking Bread Wheat Varieties in Ethiopia: Policy Implications","This study is a feasibility assessment on mainstreaming DNA fingerprinting for tracking bread wheat varieties in Ethiopia. There is also a related policy brief, and a call for proposals from BMGF. Finding is that DNA fingerprinting is feasible and affordable in Ethiopia- EIAR should lead the process with technical assistance from CIMMYT. 
","CIMMYT","https://www.dropbox.com/sh/i3vx5izgpk3x1pr/AABiOl8V4Citc_-9z8ZlJyWva?dl=0","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=3243&cycle=Reporting&year=2019"
89,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3253_108",3253,"Adoption study: ex post sales survey","In 2019, Mexican seed companies affiliated to the MasAgro Maize project had an impact of 1,107,537 hectares (Mexican market) with 56% of CIMMYT germplasm. ","CIMMYT","https://www.dropbox.com/s/0zslamk6vktxemq/Informe%20MasAgro%20Consorcio%20MasAgro%202019r.pdf?dl=0","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3253&cycle=Reporting&year=2019"
