pk_id_srf_cases_info,version,date_from,date_to,id,"brief_summary","additional_contribution"
63,1,1900-01-01 00:00:00,2200-01-01 00:00:00,69,"Case 1:The report shows that, in 2019, 1,010 individuals in Bangladesh have increased their dietary diversity due to aquaculture and fisheries-related nutrition interventions promoted by the USAID funded """"Feed the future Nutrition Activity - Bangladesh"""" project.
USAID Feed the Future Bangladesh Aquaculture and Nutrition Activity Year Two Annual Progress Report: October, 2018, – September, 2019. (see link 1)


Innocent Bikara, Andressa Gutierrez. (2020). Feed the Future Nutrition Activity Bangladesh (BANA) Project brief October 2018 - September 2019.","Contribution by 2022: Up to 2.4 million ha, as indicated in the FISH proposal."
64,1,1900-01-01 00:00:00,2200-01-01 00:00:00,70,"Case 2:The study finds that 55,897 individuals in Bangladesh have achieved an improved dietary diversity thanks to interventions promoted by the """"Suchana: Ending the Cycle of Undernutrition in Bangladesh"""" project.

Khandaker Samina Afrin. (12/1/2020). Suchana Semi-annual Survey 2019 Report. (see link 1)

Cullhaj, M. Gutierrez, A. (2020). Suchana: Ending the Cycle of Undernutrition in Bangladesh - Project brief January 2019 to December 2019. Penang, WorldFish. Project Brief. (see link 2)

OICR - A nutrition-sensitive polyculture project improves dietary diversity among women and children in North-Eastern Bangladesh  (see link 3)

Andersen, A.B. et al. (2016). The effect of daily consumption of the small fish Amblypharyngodon mola or added vitamin A on iron status: a randomised controlled trial among Bangladeshi children with marginal vitamin A status. Asia Pacific Journal of Clinical Nutrition, 25(3): 464-471s (see link 4)

Castine, S. et al. (2017). Homestead pond polyculture can improve access to nutritious small fish. Food Security, 9(4): 785-801 (see link 5)","Contribution by 2022: Up to 2.4 million ha, as indicated in the FISH proposal."
65,1,1900-01-01 00:00:00,2200-01-01 00:00:00,71,"Case 3: The studies indicates that the adoption of the improved ecopond carp-based polycultural model promoted by WorldFish increased the consumption of fish for 15,197 people in Bangladesh.The studies indicates that the adoption of the improved ecopond carp-based polycultural model promoted by WorldFish increased the consumption of fish for 15,197 people in Bangladesh.

EcoPond Impact Evaluation - Preliminary report (see link 1), pgg. 1; 9.

Castine, S. et al. (2017). Homestead pond polyculture can improve access to nutritious small fish. Food Security, 9(4): 785-801 (see link 2)

Andersen, A.B. et al. (2016). The effect of daily consumption of the small fish Amblypharyngodon mola or added vitamin A on iron status: a randomised controlled trial among Bangladeshi children with marginal vitamin A status. Asia Pacific Journal of Clinical Nutrition, 25(3): 464-471","Contribution by 2022: Up to 2.4 million ha, as indicated in the FISH proposal."
66,1,1900-01-01 00:00:00,2200-01-01 00:00:00,72,"Evidence exists for increased fish consumption and/or dietary diversification among 7,907 vulnerable women, children and men associated with aquaculture and small-scale fisheries interventions in Myanmar:

Case 1: The report indicates that, in 2019, 6,000 people in Myanmar reported increased consumption of nutrient rich fish thanks to the intervention promoted by the Livelihoods and Food Security Fund (LIFT) funded project MYCulture (Promoting Sustainable Growth of Aquaculture in Myanmar to Improve Food Security and Income for Communities in the Ayeyarwady Delta and Central Dry Zone).

MYCulture: Promoting Sustainable Growth of Aquaculture in Myanmar to Improve Food Security and Income for Communities in the Ayeyarwady Delta and Central Dry Zone (see link 1)

Megi Cullhaj. (2020). Promoting sustainable growth of aquaculture in Myanmar to improve food security and income for communities in the Ayeyarwady Delta and Central Dry Zone (MYCulture). Project Brief Final Report 2015 -2019. (see link 2)

OICR - Emergent aquaculture technologies in Myanmar: opportunities and key outcomes. (see link 3)","Contribution by 2022: Up to 2.4 million ha, as indicated in the FISH proposal."
67,1,1900-01-01 00:00:00,2200-01-01 00:00:00,73,"Evidence exists for increased fish consumption and/or dietary diversification among 7,907 vulnerable women, children and men associated with aquaculture and small-scale fisheries interventions in Myanmar:
Case 2: The report indicates that, in 2019, 1,907 people in Myanmar reported an improved dietary diversity thanks to the intervention promoted by the GIZ funded project """"Improving the Production, Nutrition and Market Values of Small-Scale Aquaculture in Myanmar's Shan State and Sagaing Region"""" (INLAND MYSAP).

MYSAP Inland, Myanmar Sustainable Aquaculture Programme Fifth Progress Report, April - Sept 2019. Myanmar: WorldFish. Donor Report. (see link 1)

Cullhaj, M. Gutierrez, A. (2020). Improving the production, nutrition and market values of small-scale aquaculture in Myanmar's Shan State and Sagaing Region. Penang, Malaysia: WorldFish. Project Brief. (see link 2)

OICR - Dissemination of nutrition-sensitive aquaculture technologies and practices generate income and nutrition benefits for small-scale farmers in some of the Myanmar's poorest areas (see link 3)","Contribution by 2022: Up to 2.4 million ha, as indicated in the FISH proposal."
68,1,1900-01-01 00:00:00,2200-01-01 00:00:00,74,"The study indicates that 400,000 MT of fish was produced using better management practices (BMPs) and technologies introduced by the Sustainable Transformation of Egypt’s Aquaculture market System (STREAMS) project funded by the Swiss Agency for Development and Cooperation (SDC). The adoption of BMPs has reduced water consumption for aquaculture activities by 37%. 

End Term Evaluation of Sustainable Transformation of Egypt’s Aquaculture market System (STREAMS) 
(see link 1)

Henriksson, P.J.G. et al. (2017). Benchmarking the environmental performance of best management practice and genetic improvements in Egyptian aquaculture using life cycle assessment. Aquaculture, 468(Pt 1): 53-59 (see link2)
 
Henriksson P.J.G. et al. (2018). Measuring the potential for sustainable intensification of aquaculture in Bangladesh using Life Cycle Assessment. Proceedings of the National Academy of Sciences of the United States of America, 115(12): 2958-2963 (see link 3)","Contribution by 2022: Up to 4.8 million metric tons, as indicated in the FISH proposal. "
69,1,1900-01-01 00:00:00,2200-01-01 00:00:00,75,"The study indicates that 400,000 MT of fish was produced reducing the Green House Gases (GHG) emissions by 22% as a result of the adoption of the better management practices and technologies introduced by the Sustainable Transformation of Egypt’s Aquaculture market System (STREAMS) project funded by the Swiss Agency for Development and Cooperation (SDC). 

End Term Evaluation of Sustainable Transformation of Egypt’s Aquaculture market System (STREAMS) (see link 1) 

Henriksson, P.J.G. et al. (2017). Benchmarking the environmental performance of best management practice and genetic improvements in Egyptian aquaculture using life cycle assessment. Aquaculture, 468(Pt 1): 53-59 (see link 2)

Henriksson P.J.G. et al. (2018). Measuring the potential for sustainable intensification of aquaculture in Bangladesh using Life Cycle Assessment. Proceedings of the National Academy of Sciences of the United States of America, 115(12): 2958-2963 (see link 3)","Contribution by 2022: Up to 4.8 million metric tons, as indicated in the FISH proposal. "
70,1,1900-01-01 00:00:00,2200-01-01 00:00:00,76,"Progress continues to be made in applying research to improving management of aquatic resources in FISH focal countries, specifically in water areas with a coverage of 123,472 hectares being brought under improved fisheries co-management measures in Bangladesh.

Case 1: The report shows that 121,158 hectares of biologically significant area in Bangladesh were under improved management in 2019 as a result of the adoption of improved co-management strategies enabled by the USAID funded project """"Enhanced Coastal Fisheries II in Bangladesh"""".

Enhanced Coastal Fisheries in Bangladesh (ECOFISH-Bangladesh)_Annual Report Oct 2018 to Dec 2019
(see link 1)

Innocent Bikara, Andressa Gutierrez. (2020). Enhanced Coastal Fisheries in Bangladesh (ECOFISH—Bangladesh). Project brief Oct 2018- Dec 2019. (see link 2)

OICR - WorldFish contributes to the declaration of the Nijhum Dwip Marine Protected Area (MPA) in Bangladesh (see link 3)","Contribution by 2022: Up to 3.3 million ha, as indicated in the FISH proposal. "
71,1,1900-01-01 00:00:00,2200-01-01 00:00:00,77,"Case 2: The report indicates that, in 2019, 2,086 hectares of pond area in Bangladesh were under improved management as a result of interventions enabled by the USAID funded """"Feed the future Nutrition Activity - Bangladesh"""" project.

USAID Feed the Future Bangladesh Aquaculture and Nutrition Activity Year Two Annual Progress Report: October, 2018, – September, 2019. (see link 1)

Innocent Bikara, Andressa Gutierrez. (2020). Feed the Future Nutrition Activity Bangladesh (BANA) Project brief October 2018 - September 2019. (see link 2)


Henriksson P.J.G. et al. (2018). Measuring the potential for sustainable intensification of aquaculture in Bangladesh using Life Cycle Assessment. Proceedings of the National Academy of Sciences of the United States of America, 115(12): 2958-2963 (see link 3)","Contribution by 2022: Up to 3.3 million ha, as indicated in the FISH proposal. "
72,1,1900-01-01 00:00:00,2200-01-01 00:00:00,78,"Case 3:The study indicates that 228 hectares of ponds in Bangladesh have been managed using improved technolgies and practices as a result of the interventions promoted by the """"Suchana: Ending the Cycle of Undernutrition in Bangladesh"""" project.

Suchana Semi-annual Survey 2019 Report (see link 1)

Cullhaj, M. Gutierrez, A. (2020). Suchana: Ending the Cycle of Undernutrition in Bangladesh - Project brief January 2019 to December 2019. Penang, WorldFish. Project Brief. (see link 2)

Henriksson P.J.G. et al. (2018). Measuring the potential for sustainable intensification of aquaculture in Bangladesh using Life Cycle Assessment. Proceedings of the National Academy of Sciences of the United States of America, 115(12): 2958-2963 (see link 3)

The report shows that, in 2019, 1,145 hectares were under improved land and water management; within which 481 hectares of community fish refuge and rice field environments were under improved biophysical conditions, whilst 64 hectares of biologically significant areas (eg fish breeding grounds) were under improved natural resource management thanks to the interventions promoted by the USAID funded project """"Feed the Future Cambodia - Rice Field Fisheries Phase II"""".

Semi-Annual Report # 7 Feed the Future Cambodia-Rice Field Fisheries II project (RFF-II). April to September 2019 (see link 4)

Cullhaj, M. Gutierrez, A. (2020). Feed the Future Cambodia Rice Field Fisheries (RFF II). Project brief April - October 2019. Penang, Malaysia: WorldFish. Project Brief. (see link 5)

Kim, M. et al. (2019). A manual for community fish refuge-rice field fisheries system management in Cambodia. Phnom Penh, Cambodia: Fisheries Administration and WorldFish Cambodia. (see link 6)

","Contribution by 2022: Up to 3.3 million ha, as indicated in the FISH proposal. "
73,1,1900-01-01 00:00:00,2200-01-01 00:00:00,79,"Progress continues to be made in applying research to improving management of aquatic resources in FISH focal countries, specifically in water areas with a coverage of 548,595 hectares being brought under improved fisheries and aquculture management measures in Egypt.

Case 1: The study indicates that the """"Lake Nasser Management Plan"""" was developed and approved in consultation with General Authority for Fish Resources Development (GAFRD), and fisheries associations. The implementation of the plan for the new fisheries management of the Aswan Dam covers 500,000 ha.

End-term Project Result Assessment and Evaluation of the YEAG Project: Evaluation Report 2019 (see link 1)

WorldFish (2018). Management plan for the Lake Nasser fishery: Stock assessment study. Penang, Malaysia: WorldFish. Program Report: 2018-20 (see link 2)","Contribution by 2022: Up to 3.3 million ha, as indicated in the FISH proposal. "
74,1,1900-01-01 00:00:00,2200-01-01 00:00:00,80,"Progress continues to be made in applying research to improving management of aquatic resources in FISH focal countries, specifically in water areas with a coverage of 548,595 hectares being brought under improved fisheries and aquculture management measures in Egypt.

Case 2: The study indicates that 48,595 hectares of fish ponds have been managed under improved technolgies and practices introduced by the Sustainable Transformation of Egypt’s Aquaculture market System (STREAMS) project funded by the Swiss Agency for Development and Cooperation (SDC).

End Term Evaluation of Sustainable Transformation of Egypt’s Aquaculture market System (STREAMS) 
(see link 1)","Contribution by 2022: Up to 3.3 million ha, as indicated in the FISH proposal. "
75,1,1900-01-01 00:00:00,2200-01-01 00:00:00,81,"Evidence of improved innovations in management for community forests policy and practice in Cameroon over the last 20 years, impacting more than 71,400 households (approximately 500,000 people) in 400 CF communities. Major innovations identified are the introduction of pre-emption rights and steps toward sustainable forest management (ban on industrial logging, development of certification standards, and the introduction of the environmental notice in lieu of a full environmental impact assessment for CF activities).
Evidence: Minang, P. A., L. A. Duguma, F. Bernard, D. Foundjem-Tita and Z. Tchoundjeu.
2019. Evolution of community forestry in Cameroon: an innovation ecosystems
perspective. Ecology and Society 24 (1):1. (see link 1)","The Regreening Africa program, an investment of 20 M USD,
 targets 500,000 households across 8 African countries (Ethiopia, Ghana,
 Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022
 The Resilient Food Systems program (116 M USD) targets 2 million
 households across 12 African countries 

 The GCF Knuckles ecosystem-based adaptation
 project (49 M USD) targets 1.3 million beneficiaries in Sri Lanka
 
 Global Commission on Adaptation year of action targets better
 access to agroecological practices for 60 M smallholders
 
 Andhra Pradesh Community Managed Natural Farming (100 M USD)
 targets adoption of agroecological practices by 500,000 farmers in Andhra
 PradeshProgress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
76,1,1900-01-01 00:00:00,2200-01-01 00:00:00,82,"10,000 farmers adopted options x context land restoration techniques in Kenya, Ethiopia, Mali and Niger (see link 1)","The Regreening Africa program, an investment of 20 M USD,
 targets 500,000 households across 8 African countries (Ethiopia, Ghana,
 Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022
 The Resilient Food Systems program (116 M USD) targets 2 million
 households across 12 African countries 

 The GCF Knuckles ecosystem-based adaptation
 project (49 M USD) targets 1.3 million beneficiaries in Sri Lanka
 
 Global Commission on Adaptation year of action targets better
 access to agroecological practices for 60 M smallholders
 
 Andhra Pradesh Community Managed Natural Farming (100 M USD)
 targets adoption of agroecological practices by 500,000 farmers in Andhra
 PradeshProgress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
77,1,1900-01-01 00:00:00,2200-01-01 00:00:00,83,"69,540 farmers adopted CG-informed agroforestry innovations in Western Kenya Hughes,K., Morgan,S., Baylis,K., Oduol,J., Smith-Dumont,E., Vågen,T., Kegode,H., 2020. Assessing the downstream socioeconomic impacts of agroforestry in Kenya. World Development. 128: 104835.(see link 1)","The Regreening Africa program, an investment of 20 M USD,
 targets 500,000 households across 8 African countries (Ethiopia, Ghana,
 Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022
 The Resilient Food Systems program (116 M USD) targets 2 million
 households across 12 African countries 

 The GCF Knuckles ecosystem-based adaptation
 project (49 M USD) targets 1.3 million beneficiaries in Sri Lanka
 
 Global Commission on Adaptation year of action targets better
 access to agroecological practices for 60 M smallholders
 
 Andhra Pradesh Community Managed Natural Farming (100 M USD)
 targets adoption of agroecological practices by 500,000 farmers in Andhra
 PradeshProgress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
78,1,1900-01-01 00:00:00,2200-01-01 00:00:00,84,"145,274 households in Senegal, Mali, Ghana, Niger, Ethiopia, Kenya, Rwanda, Somalia adopted farmer managed natural regeneration through options by context regreening Africa project (see link 1)","The Regreening Africa program, an investment of 20 M USD,
 targets 500,000 households across 8 African countries (Ethiopia, Ghana,
 Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022
 The Resilient Food Systems program (116 M USD) targets 2 million
 households across 12 African countries 

 The GCF Knuckles ecosystem-based adaptation
 project (49 M USD) targets 1.3 million beneficiaries in Sri Lanka
 
 Global Commission on Adaptation year of action targets better
 access to agroecological practices for 60 M smallholders
 
 Andhra Pradesh Community Managed Natural Farming (100 M USD)
 targets adoption of agroecological practices by 500,000 farmers in Andhra
 PradeshProgress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
79,1,1900-01-01 00:00:00,2200-01-01 00:00:00,85,"6159 farmers planted trees across 3 African countries (with 35,134 people reached through wider dissemination and training but adoption not tracked) through option x context engagement (see link 1)","The Regreening Africa program, an investment of 20 M USD,
 targets 500,000 households across 8 African countries (Ethiopia, Ghana,
 Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022
 The Resilient Food Systems program (116 M USD) targets 2 million
 households across 12 African countries 

 The GCF Knuckles ecosystem-based adaptation
 project (49 M USD) targets 1.3 million beneficiaries in Sri Lanka
 
 Global Commission on Adaptation year of action targets better
 access to agroecological practices for 60 M smallholders
 
 Andhra Pradesh Community Managed Natural Farming (100 M USD)
 targets adoption of agroecological practices by 500,000 farmers in Andhra
 PradeshProgress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
80,1,1900-01-01 00:00:00,2200-01-01 00:00:00,86,"219,694 farmers adopted practices through the options by context approach developed by FTA/ICRAF used to promote sustainable agriculture in Burkina Faso, Mali, Niger, Ethiopia, and Kenya (see link 1)","The Regreening Africa program, an investment of 20 M USD,
 targets 500,000 households across 8 African countries (Ethiopia, Ghana,
 Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022
 The Resilient Food Systems program (116 M USD) targets 2 million
 households across 12 African countries 

 The GCF Knuckles ecosystem-based adaptation
 project (49 M USD) targets 1.3 million beneficiaries in Sri Lanka
 
 Global Commission on Adaptation year of action targets better
 access to agroecological practices for 60 M smallholders
 
 Andhra Pradesh Community Managed Natural Farming (100 M USD)
 targets adoption of agroecological practices by 500,000 farmers in Andhra
 PradeshProgress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
81,1,1900-01-01 00:00:00,2200-01-01 00:00:00,87,"In Andhra Pradesh over 190,000 farmers reached with nearly 27,000 practicing at least one innovation (treatment of seed and soil with beejamrutha or jeevamruthamas). (see link 1)","The Regreening Africa program, an investment of 20 M USD,
 targets 500,000 households across 8 African countries (Ethiopia, Ghana,
 Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022
 The Resilient Food Systems program (116 M USD) targets 2 million
 households across 12 African countries 

 The GCF Knuckles ecosystem-based adaptation
 project (49 M USD) targets 1.3 million beneficiaries in Sri Lanka
 
 Global Commission on Adaptation year of action targets better
 access to agroecological practices for 60 M smallholders
 
 Andhra Pradesh Community Managed Natural Farming (100 M USD)
 targets adoption of agroecological practices by 500,000 farmers in Andhra
 PradeshProgress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
82,1,1900-01-01 00:00:00,2200-01-01 00:00:00,88,"6159 farmers planted trees across in Ethiopia, Rwanda and Uganda (with 35,134 people reached through wider dissemination and training but adoption not tracked) through option x context engagement (see link 1)","The Regreening Africa program, an investment of 20 M USD,
 targets 500,000 households across 8 African countries (Ethiopia, Ghana,
 Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022
 The Resilient Food Systems program (116 M USD) targets 2 million
 households across 12 African countries 

 The GCF Knuckles ecosystem-based adaptation
 project (49 M USD) targets 1.3 million beneficiaries in Sri Lanka
 
 Global Commission on Adaptation year of action targets better
 access to agroecological practices for 60 M smallholders
 
 Andhra Pradesh Community Managed Natural Farming (100 M USD)
 targets adoption of agroecological practices by 500,000 farmers in Andhra
 PradeshProgress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
83,1,1900-01-01 00:00:00,2200-01-01 00:00:00,89,"64,050 ha restored through agroforestry innovations in Western Kenya Hughes,K., Morgan,S., Baylis,K., Oduol,J., Smith-Dumont,E., Vågen,T., Kegode,H., 2020.
 Assessing the downstream socioeconomic impacts of agroforestry in Kenya.
 World Development. 128: 104835.(see link 1)
","Resilient Food Systems program (116 M USD) targets 3.2 million ha
of restoration across 12 African countries.

The Regreening Africa program, an investment of 20 M USD, aims to
reverse land degradation on 1 million hectares across 8 countries in sub-Saharan
Africa (Ethiopia, Ghana, Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022.Work to continue on two more national Parks and 49 Degraded
Community forests in 2020 and 2021

Two Sectoral Guidance documents are being prepared by a CIFOR team on
Forests and Land Use, and Ecosystems and Ecosystem Services, for the GCF, which
will bear on future GCF projects in these areas (delivery in 2020; no evidence
in 2019).Progress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
84,1,1900-01-01 00:00:00,2200-01-01 00:00:00,90," 162,697 ha across eight African countries under restoration through options by context regreening Africa project evidenced in project annual report (see link 1)
 
","Resilient Food Systems program (116 M USD) targets 3.2 million ha
of restoration across 12 African countries.

The Regreening Africa program, an investment of 20 M USD, aims to
reverse land degradation on 1 million hectares across 8 countries in sub-Saharan
Africa (Ethiopia, Ghana, Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022.Work to continue on two more national Parks and 49 Degraded
Community forests in 2020 and 2021

Two Sectoral Guidance documents are being prepared by a CIFOR team on
Forests and Land Use, and Ecosystems and Ecosystem Services, for the GCF, which
will bear on future GCF projects in these areas (delivery in 2020; no evidence
in 2019).Progress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
85,1,1900-01-01 00:00:00,2200-01-01 00:00:00,91," 85,556 ha restored in Niger (10,491 upper watershed, 75,065 assisted natural regeneration) evidenced in Resilient Food Systems annual report p66) (see link 1)","Resilient Food Systems program (116 M USD) targets 3.2 million ha
of restoration across 12 African countries.

The Regreening Africa program, an investment of 20 M USD, aims to
reverse land degradation on 1 million hectares across 8 countries in sub-Saharan
Africa (Ethiopia, Ghana, Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022.Work to continue on two more national Parks and 49 Degraded
Community forests in 2020 and 2021

Two Sectoral Guidance documents are being prepared by a CIFOR team on
Forests and Land Use, and Ecosystems and Ecosystem Services, for the GCF, which
will bear on future GCF projects in these areas (delivery in 2020; no evidence
in 2019).Progress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
86,1,1900-01-01 00:00:00,2200-01-01 00:00:00,92," 265,902  ha restored through the options by context approach across 5 African  countries as evidenced in the DryDev end of program report (122,850 ha of degraded communal land rehabilitated, 90,058 ha of farmland managed under improved practices and climate smart practices adopted on 52,994 ha of farmland). (see link 1)","Resilient Food Systems program (116 M USD) targets 3.2 million ha
of restoration across 12 African countries.

The Regreening Africa program, an investment of 20 M USD, aims to
reverse land degradation on 1 million hectares across 8 countries in sub-Saharan
Africa (Ethiopia, Ghana, Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022.Work to continue on two more national Parks and 49 Degraded
Community forests in 2020 and 2021

Two Sectoral Guidance documents are being prepared by a CIFOR team on
Forests and Land Use, and Ecosystems and Ecosystem Services, for the GCF, which
will bear on future GCF projects in these areas (delivery in 2020; no evidence
in 2019).Progress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
87,1,1900-01-01 00:00:00,2200-01-01 00:00:00,93," Assisted
 Natural Regeneration (ANR) on 1400 ha in the Kiang West National Park in the
 Gambia. Included fire tracing for the entire perimeter and for trees.
 Protecting over 30000 Trees. (see link 1)","Resilient Food Systems program (116 M USD) targets 3.2 million ha
of restoration across 12 African countries.

The Regreening Africa program, an investment of 20 M USD, aims to
reverse land degradation on 1 million hectares across 8 countries in sub-Saharan
Africa (Ethiopia, Ghana, Kenya, Mali, Niger, Rwanda, Senegal, Somalia) by 2022.Work to continue on two more national Parks and 49 Degraded
Community forests in 2020 and 2021

Two Sectoral Guidance documents are being prepared by a CIFOR team on
Forests and Land Use, and Ecosystems and Ecosystem Services, for the GCF, which
will bear on future GCF projects in these areas (delivery in 2020; no evidence
in 2019).Progress towards the
SLO targets often requires a combination of technical and social innovations
along value chains, supported by appropriate institutional and policy
processes. Progress made along the ToC on technical and social innovations as
well as towards favourable policy environment will allow progress towards
targets before end of 2022 as well as after this date. Assessment of achieved
and projected outcomes will be conducted in 2020-2021."
88,1,1900-01-01 00:00:00,2200-01-01 00:00:00,94,"A study conducted in Nigeria using a nationally representative sample survey of over 1,500 cowpea producing households showed that over 40% of the cowpea producers (equivalent approximately to 900,000 households) adopted improved varieties on over 1 million hectares of land.

OICR: (see link 1)

Manda, J., Alene, A. D., Tufa, A. H., Abdoulaye, T., Kamara, A. Y., Olufajo, O., Boukar, O., & Manyong, V. M. (2020). Adoption and Ex-post Impacts of Improved Cowpea Varieties on Productivity and Net Returns in Nigeria. Journal of Agricultural Economics, 71(1), 165–183. (see link 2); Manda J. (2020)","An ongoing variety adoption study will be completed and documented in 2020."
89,1,1900-01-01 00:00:00,2200-01-01 00:00:00,95,"A study conducted in Malawi using a nationally representative sample of over 1,200 soybean growing households showed that over 33% of the households adopted improved varieties following the recommended agronomic practices. Over 220,000 households adopted improved soybean varieties and agronomic practices.


Tufa, A. H., Alene, A. D., Manda, J., Akinwale, M. G., Chikoye, D., Feleke, S., Wossen, T., & Manyong, V. (2019). The productivity and income effects of adoption of improved soybean varieties and agronomic practices in Malawi. World Development, 124, 104631. (see link 1)","An ongoing variety adoption study will be completed and documented in 2020."
90,1,1900-01-01 00:00:00,2200-01-01 00:00:00,96,"An important screening work of legume crop varieties has been undertaken in CoA3.2 for intercropping. This was complemented by demonstration plots that served to train master trainers, of which 29% were females. All these actions have led to 110,000 benefitting from the doubled-up legume systems.


Boahen S., Dahlin S. (2019). GLDC FP3 CoA3.2 Cropping Systems Management 2019 Annual Report Feb 2020: (see link 1)","An ongoing variety adoption study will be completed and documented in 2020."
91,1,1900-01-01 00:00:00,2200-01-01 00:00:00,97,"In Southern Highlands of Tanzania, increased access to seed has driven the adoption of new improved varieties from 32% in 2013 (67,907 adopting households) to 42% of growing households in 2016 (148,408 adopting households), which is equivalent to 3.3% annual growth in adoption rate. In terms of area share, adoption of new varieties increased from 21% in 2013 (40,744.4 Ha area planted) to 25% in 2016 (89,045 Ha area planted).


Enid Katungi, Emmanuel Letaa, Catherine Kabungo, Agnes Ndunguru, Clare Mukankusi, Bodo Raatz, Allan Ssekamate and Jean Claude Rubyogo. 2019. Assesssing the impact of the tropical legumes II & III project on common bean productivity, profitability and marketed surplus in southern highlands of Tanzania. (see link 1)","An ongoing variety adoption study will be completed and documented in 2020."
92,1,1900-01-01 00:00:00,2200-01-01 00:00:00,98,"There has been a remarkable diffusion of climbing bean in Rwanda over the last two decades, both in terms of percentage of bean growers and area planted to climbing bean. About 50% of bean-producing households have adopted climbing bean (0.8 million climbing bean growing households), and for most adopting households, climbing bean is the only bean type grown; only 9 % of bean growers are partial adopters.

OICR: (see link 1)

Katungi, E. M., Larochelle, C., Mugabo, J. R., & Buruchara, R. (2018). The effect of climbing bean adoption on the welfare of smallholder common bean growers in Rwanda. Food Security, 10(1), 61–79. (see link 2)","An ongoing variety adoption study will be completed and documented in 2020."
