pk_melia_info,version,date_from,date_to,"pk",id,"title","description","commissioning_study","melia_publications","link"
108,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3345_102",3345,"Assessment of resource tenure and governance outcomes","This external evaluation (qualitative study relying on desk review, surveys and interviews) aims to identify successes, outcomes and impacts from PIM’s Flagship 5 research as well as missed opportunities, with a view to strengthen this type of research in OneCGIAR.",,"Postponed in order to follow the completion of synthesis work undertaken by the research team","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3345&cycle=Reporting&year=2019"
109,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3346_102",3346,"Contribution of social accounting matrices‘ databases, economy-wide tools and outputs to policy and program decision making","This study identifies users of national economywide modeling tools (CGE models), data (social accounting matrices) and outputs (publications) and follows up through surveys and interviews to document uses of economywide modeling research in decision making and other outcomes.",,"Ongoing, to be delivered in 2020","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=3346&cycle=Reporting&year=2019"
110,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3350_106",3350,"Evaluation of Gender Integration in FTA","The evaluation was commissioned to examine whether, how and in what circumstances gender is integrated into FTA research; and whether, how and in what circumstances gender integration contributes to changes within FTA Centres, in communities, or in policy and other contexts. The evaluation used three strategies to answer the key evaluation questions: a rapid literature review of FTA research and project documents; semi-structured interviews with FTA staff and a series of case studies of FTA research projects.  ","FTA",,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3350&cycle=Reporting&year=2019"
111,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3352_106",3352,"Ex-Ante Impact Assessment of the project Provision of Adequate Tree Seed Portfolios in Ethiopia (PATSPO)","The project Provision of Adequate Tree Seed Portfolios in Ethiopia (PATSPO) supports the tree seed sector in Ethiopia to produce quality seeds, as a service to a range of follow-up projects that realize the national Climate-Resilient Green Economy Strategy, and the commitment to restore 20 million ha of degraded land. ICRAF commissioned an Ex-Ante Impact Assessment of PATSPO with the intent to project the impact of improving tree genetics in order to help demonstrating this value to relevant stakeholders. The methodology entailed generating and comparing scenarios for plantation of Business-As-Usual and High-Quality Tree Genetic resources by the mentioned follow-up projects.","ICRAF","The report is being finalized and will be published in 2020.
https://www.dropbox.com/s/xa9ak2cou5uggxj/PATSPO%20Ex-Ante%20Impact%20Assessment%20Report%202019%2012.zip?dl=0&file_subpath=%2FFTS+Ethiopia+PATSPO+Ex+Ante+Impact+Assessment+Final+Report+2019+12+01.pdf
","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3352&cycle=Reporting&year=2019"
112,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3365_106",3365,"A refined method for theory-based evaluation of the societal impacts of research","This study provides a detailed description of concepts and a method for assessing the relationship between research processes, outputs, and outcomes. The Outcome Evaluation Approach uses an actor-centred Theory of Change as the analytical framework, and accounts for complexity by recognizing the role of other actors, context, and external processes in change. 

The paper responds to the need for appropriate methods to demonstrate (for accountability) and analyze (for learning) whether and how research projects contribute to change processes, in an effort to make research more effective in addressing complex sustainability challenges.","FTA","https://doi.org/10.1016/j.mex.2020.100788","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3365&cycle=Reporting&year=2019"
113,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3370_272",3370,"Studies to assess on-farm performance of improved tilapia strains (input use, outputs, production and profitability) in different contexts such as Bangladesh, Egypt and Myanmar. Interrelations and effects on gender, environment and human nutrition will be explored.","Numerous opportunities exist to strengthen livelihoods and contribute to food security and nutrition through aquaculture. Improving productivity, socio-economic and environmental performance of aquaculture is an imperative to tapping these opportunities. An integrated assessment of on-farm performance of improved tilapia strains is important to identify ways through which aquaculture contributes to the five impact areas prioritized in the CGIAR research agenda to 2030, namely food security and nutrition, poverty, gender equity, environment, and climate change. In light of this, a digital tool for on farm performance assessment of aquaculture systems has been developed and made available for use in FISH CRP focal and scaling countries and by other stakeholders such as public and private sector. This with the scope to achieve consistency, comparability and effectiveness of research and data delivered around on-farm performance of aquaculture systems.  Following this approach an integrated assessment of on-farm performance of improved tilapia strains is important to identify improved tilapia strains was implemented in three countries including Bangladesh (assessment) Myanmar (baseline), and Egypt (baseline). In all three countries, the surveys looked further production and profitability of improved strains of tilapia in farming condition and examined employment by gender, food security and dietary diversity, and adaptation to climate change. Important environmental aspects include management of pond water and pond waste as well as energy use. For all the three studies a journal article will be published in 2020.  ","CRP, IFAD, USAID, BMZ/GIZ","https://doi.org/10.7910/DVN/QJKF5N
https://doi.org/10.7910/DVN/MIYZYQ
https://hdl.handle.net/20.500.12348/3926
",
114,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3371_272",3371,"Identification of dissemination systems for improved tilapia seeds in different contexts such as Bangladesh, Myanmar and Egypt.","A participatory approach to evaluation of dissemination systems for improved tilapia strains was developed and successfully implemented in Bangladesh and Malawi. Multi-stakeholder workshops were held in 2019 with breeding nucleus operators, multiplier hatchery operators, private companies, researchers, and farmers to prioritize constraints to successful dissemination of improved tilapia strains and to identify blocking mechanisms. In addition, quantitative surveys were conducted with hatchery operators and seed traders. The analysis of the data and writing of reports is complete. A manuscript will be submitted to a peer review journal in May 2020. Insights from dissemination systems evaluation in Bangladesh and Malawi are being used to provide guidance in the development of a dissemination strategy for Genetically Improved Farmed Tilapia (GIFT) - a WorldFIsh and FISH CRP related innovation - in Bangladesh and Myanmar. A stakeholder consultative meeting was already held in 2019 to discuss GIFT dissemination in Myanmar and to share results from Bangladesh. Dissemination system will be assessed in Timor Leste in 2020.","CRP, IFAD, USAID, BMZ/GIZ","https://cgiar.sharepoint.com/:b:/s/FISHOperations/EdLm6lCyNsVHtnZ41UgYj4UBtDnESM6TI9F1ftyliouQcw?e=Anz5tw",
115,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3372_272",3372,"Evaluation of the project Enhancing Livelihoods while Governing Marine Resources in Pacific Island Countries: Effects of the improved fish-based livelihoods on poverty, vulnerability and inequality for women and men in Solomon Islands and Timor-Leste.","The evaluation will focus on understanding the effects of the intervention promoted by WorldFish and Fish CRP, including relevant innovations, on livelihoods and women's empowerment in Solomon Islands and Timor-Leste. The evaluation has been delayed due to an extended implementation of the project. The evaluation will be conducted in 2020.","SwedBio",,
116,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3373_272",3373,"Fish foresight modelling study in Nigeria","The study was completed and a report prepared to better understand future macro level fish market demand and supply trends in Nigeria. A journal article will be submitted in 2020. ","BMGF","https://hdl.handle.net/20.500.12348/4081 https://cgiar.sharepoint.com/:b:/s/FISHOperations/EYCUsyYTx5FLu40QUUUuJ5IBCB6ST5LcNdBv_Ouc6t8a7A?e=g5JUAL",
117,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3374_272",3374,"Evaluation of the project Enhanced Coastal Fisheries in Bangladesh (ECOFISH-BD)","This external and independent evaluation assessed results of the USAID-funded ""Enhanced Coastal Fisheries in Bangladesh (ECOFISHBD)"" project and implemented jointly by WorldFish and Department of Fisheries (DoF-Bangladesh). The project aimed to support the Government of Bangladesh and the coastal fishing communities to improve the resilience of the Ganges and Meghna River estuarine ecosystem and livelihoods that depend upon it. The evaluation aimed to assess how and to which extent the intervention promoted by WorldFish and FISH CRP has contributed towards sustainable management of hilsa fishery in Bangladesh. Effects on livelihoods and poverty reduction have been also assessed. The evaluation used the range of methods to triangulate findings in response to a series of evaluation questions organised to outcomes and impacts generated by the project. Preliminary report is available. A complete report will be released in 2020.","CRP","https://hdl.handle.net/20.500.12348/4162",
118,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3375_272",3375,"Evaluation of the FishTrade project: Effectiveness of policy changes on intra-regional fish trade for reducing poverty and improving food and nutrition security in Africa","This external, independent evaluation assessed results of the European Union-funded Improving food security and reducing poverty through intraregional fish trade in sub-Saharan Africa (FishTrade) project managed by WorldFish, in partnership with the African Union – InterAfrican Bureau for Animal Resources (AU-IBAR) and the New Partnership for Africa's Development (NEPAD). The evaluation used the range of methods to triangulate findings in response to a series of evaluation questions organised according to the OECD DAC evaluation criteria and therefore assessed the project’s relevance, coherence, effectiveness, efficiency, impact and sustainability. Finally, the evaluation provided a set of evidence-led, actionable recommendations for future project design and implementation. A draft report was available at the end of 2019 and become publicly available at the beginning of 2020. ","CRP","https://hdl.handle.net/20.500.12348/4090",
119,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3376_272",3376,"Policy effectiveness study: Land use policy reform (2018-2022) in multifunctional landscapes as a driver to increase income and well-being","A paper has been published on integration of fish into land use policy in a case study in Myanmar providing evidence on the implications of policy change in multifunctional landscapes to deliver income, employment, nutrition and water use benefits.  The research has however been expanded due to ongoing Parliament debate about land use policy in Myanmar. A cooperation with PIM has been developed for a deeper analysis of the case in Myanmar, and to build a methodology for projected benefits of policy options being considered by the Myanmar government.  ","CRP","https://hdl.handle.net/20.500.12348/3780",
120,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3377_272",3377,"Evaluation of the Youth Employment in Aswan Governorate; Extension of fisheries and aquaculture interventions (YEAG) project in Egypt","Youth Employment in Aswan Governorate; Extension of fisheries and aquaculture interventions (YEAG) project was led by WorldFish and supported by the Swiss Agency for Development and Cooperation (SDC).    YEAG’s Independent End-of-Term Evaluation envisaged to evaluate the project based on DAC Evaluation Criteria, and cross-cutting issues.  Challenges and limitations, along with the lessons learnt and relevant recommendations were also addressed to ensuring evidence-based design and streamlined implementation of future similar interventions.   The evaluation results shown early indications of contribution to impact of improved nutrition for poor Egyptian households (indicated by increased consumption of farmed fish), and increased economic opportunities (indicated by increase in net profits of fishers, processors and women retailers). As for gender, women retailer trainees have acquired skills that have helped increase their income levels and improve their livelihood conditions.","CRP, SDC","https://hdl.handle.net/20.500.12348/3952",
121,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3378_272",3378,"Ecopond and Empowerment of Women Project: Assessment of the impacts of ecopond carp-based polycultural model in Bangladesh","The evaluation, conducted in partnership with the University of Tokyo, assessed the impacts of Ecopond and Empowerment of Women II project intervention in Bangladesh to evaluate the implemented ecopond approach as a mean to scale up the fish production in small perennial ponds managed by women in order to get increased fish production, diversity in fish production, increased household fish consumption and sale of fish for cash income. The project outcomes consistently show the potential value of the ecopond technology and its contribution to the household wellbeing. Ecoponds are the most productive source of fish in most households with a high productivity per area compared to other ponds. In addition, excess fish represent a significant resource of income to the households and serve as a supplemental livelihood source. Households using ecopond technology achieve more income from Ecopond and a higher women's empowerment, measured through Women's empowerment in agriculture index (WEAI). As the Ecopond’s fish stock develops, it has the potential to strengthen household resilience to face periods of food insecurity. Furthermore, the contribution of increasing the fish species diversity through Ecopond technology will contribute to achieve a better household nutrition including for women and children. A preliminary evaluation report is available. A peer review paper will be submitted in the first quarter on 2020.","CRP","https://cgiar.sharepoint.com/:w:/s/FISHOperations/EQDTIXiUKRRErSBh-KTiJK0BotBx91ZaqOgy2tzGL3wMRg?e=vFt8mC",
122,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3379_272",3379,"Ensure real time data visualization based on conceptualized indicator framework (Monitoring and Evaluation of Agri-Science Uptake in Research and Extension (MEASURE) , Managing Agricultural Research for Learning and Outcomes (MARLO), CGIAR Level Agricultural Results Interoperable System Architecture (CLARISA)","The initial phase, carried out in 2019, has achieved the development and implementation of a mutual visualization dashboard (CGIAR Level Agricultural Results Interoperable System Architecture, CLARISA). However, the need for a further integration around CGIAR AR Indicators, for a better disaggregation of data, and new requirements, led the MEL-MARLO team to continue in 2020 the activities for an increased synergy of the systems under the guidance of SMO Team and in partnership with GLDC, FISH and RTB CRPs.","CRP","https://www.cgiar.org/impact/results-dashboard/",
123,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3380_272",3380,"Evaluation of the Sustainable Transformation of Egypt’s Aquaculture Market System (STREAMS) project in Egypt","The Sustainable Transformation of Egypt’s Aquaculture Market System (STREAMS) project was funded by the Swiss Agency for Development and Cooperation (SDC) and implemented by WorldFish in partnership with CARE and in cooperation with the Ministry of Agriculture and Land Reclamation in Egypt. This external end project evaluation identified and assessed results achieved by the STREAMS project at outcome and output levels and draws lessons learned and recommendations for WorldFish, the Donor, project stakeholders and partners. The evaluation demonstrated that the project achieved to support the 4,297 farms involved by increasing their production (+16% ton/ha average production per farm) and profit (+57,7% average increase in profit per ha), in creating 3,407 new jobs and in reducing environmental impacts (- 37% m3/ha/day water usage and -22% equivalent/ton in the CO2 emission levels)  through the adoption of productive, efficient and climate-smart aquaculture production practices developed by FISH CRP research.","CRP, SDC","https://hdl.handle.net/20.500.12348/3954",
124,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3381_272",3381,"Understanding the employment generation in the Egyptian aquaculture value chain: implications for meeting the Sustainable Development Goals (SDGs)","Employment generation along the different stages of the aquaculture value chain in Egypt was assessed. The results suggest that aquaculture can generate significant levels of employment, amounting to 19.1 FTE jobs per 100 metric tons of produced fish. This, combined with the ongoing growth of the sector, means that aquaculture can contribute substantially to efforts to meet SDG 8 (Decent work and economic growth) in Egypt. A report was published and a paper submitted. The paper was published in early 2020.","CRP, SDC","https://hdl.handle.net/20.500.12348/3343
https://hdl.handle.net/20.500.12348/3868",
125,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3382_272",3382,"Capacity development and joint learning exercises for the improvement of the Monitoring, Evaluation and Learning (MEL) platform and its integration within the CGIAR data architecture system","In 2019 thanks to the support of two CGIAR Research Programs (CRP-Livestock and CRP-FISH) and the physical presence of some team members in Kenya, it was decided to organize the 1st technical retreat. The main objective of the Developers Retreat is to strengthen the team building and have an overview of the data architecture across CGIAR. The collaboration with OCS (OSU) team supported the effort to link corporate and research data.","CRP","https://hdl.handle.net/20.500.11766.1/09a519",
126,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3383_272",3383,"MEL platform implementation","FISH CRP MELIA system has been migrated to the MEL platform (installation in 2018). 95% of ongoing projects were recorded in 2019. Training tools developed and training provided to FISH CRP researchers. Routine based training planned to support program-wide implementation in 2020.","CRP","https://hdl.handle.net/20.500.12348/3801
https://hdl.handle.net/20.500.12348/3929
https://hdl.handle.net/20.500.12348/3928",
127,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3384_262",3384,"Impacts of the adoption of soil technologies in cassava productivity and farmers livelihood in Thailand ","Study will analyze levels of adoption and impact of soil technologies for cassava production in Thailand. Due to delays in the data collection process performed by our Thai partner in the study (Kasetsart University) the starting of the data analysis suffered a delay of 6 months.","IITA",,
128,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3385_262",3385,"Estimates of the impact of Banana Xanthomonas Wilt (BXW) control technologies on disease management, household composition, economic well-being and other livelihood strategies of smallholder farmers","This study uses a sample of 1200 banana farmers in Uganda where the BXW disease is endemic, to disentangle adopters into partial and full adopters to investigate the factors that are relevant to sustain the adoption process of BXW control practices and quantifies the impact of adopting the practices. Results show that training a woman farmer and having diverse sources of information about BXW control practices increased adoption of the control practices and reduced the disease incidences. Farmers who adopted all the recommended control practices achieved significantly the highest values of banana production and sales. ","Bioversity","https://dx.doi.org/10.3390/su11092610 ",
129,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3387_262",3387,"Measurements of adoption and impacts of improved cassava varieties in Uganda and Tanzania. ","Documentation of extent of use of improved varieties of cassava in Uganda and Tanzania, two countries with major investments on cassava research and deployment, is a critical first step. Identification of varieties and measurement of adoption level will be based on lessons learned from West Africa in Cassava Monitoring Study.","IITA",,
130,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3388_262",3388,"Contribution of RTB technologies to rural transformation","Synthesis explores the role and contribution of RTB crops to improove food security, nutrition, income and climate change resilience of smallholders, expecially women and youth.","RTB","https://hdl.handle.net/10568/105698",
131,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3389_262",3389,"Agricultural technology adoption and household welfare: Measurement and evidence","This paper investigates how measurement errors on adoption and impact studies of improved crop varieties can lead to biased welfare estimates. Using DNA-fingerprinting based varietal identification as a benchmark, the study finds that misclassification in self-reported adoption status is considerable, with significant false negative and positive response rates. It shows that such errors lead to welfare estimates that are biased and substantially understate the poverty reduction effects of adoption. Results point to the need for improved monitoring of the dissemination process of improved varieties through innovative adoption data collection approaches to generate robust evidence for prioritizing and justifying investments.","IITA","https://doi.org/10.1016/j.foodpol.2019.101742 ",
132,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3390_262",3390,"Adoption of potato varieties and their role for climate change adaptation in India","The study takes the example of potatoes in India to analyze the extent to which the potato sector is resilient to climate change. State-level climate change projections are compared with adoption of potato varieties with high resistance and tolerance to major abiotic and biotic stresses. Study finds that from the total of 81 releases, 45 improved varieties are adopted in India and that in each state high resistant and tolerant varieties are cultivated providing some degree of varietal resilience. Results allow policymakers and breeders to better prioritize investments into breeding for specific traits and dissemination strategies.","CIP","https://dx.doi.org/10.1016/j.crm.2019.01.001 ",
133,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3391_262",3391,"Capacity development and Joint learning exercises on data management and information systems across CGIAR","In 2019 thanks to the support of two CGIAR Research Programs (CRP-Livestock and CRP-FISH) and the physical presence of some team members in Kenya, it was decided to organize the 1st technical retreat. The main objective of the Developers Retreat is to strengthen the team building and have an overview of the data architecture across CGIAR. The collaboration with OCS (OSU) team supported the effort to link corporate and research data.","CRP","https://hdl.handle.net/20.500.11766.1/09a519",
134,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3392_262",3392,"Stocktaking and Perspective Exercise on Adoption and Impact Studies","The study explores research on ex-post impact assessment studies in RTB and how this generates evidence on progress along RTB impact pathway, identifying the main gaps and possible synergies among program participants. Additionally, it proposes focus areas and possible studies for future ex-post impact assessments in order to contribute to the shaping of the cluster “CC5.1 – Foresight and Impact assessment” agenda for 2019-2021. ","RTB","Cooper, R. 2019. Stocktaking and Perspective Exercise on Adoption and Impact Studies. Rome (Italy).  CGIAR Research Program on Roots, Tubers and Bananas (RTB)",
135,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3393_262",3393,"Pathways from research on improved staple crop germplasm to poverty reduction for smallholder farmers","Innovations to improve staple crop germplasm can reduce poverty and otherwise improve farmer livelihoods through complex and multiple pathways. This study reviews the evidence for one prominent pathway—through increased incomes (in cash and kind) for poor farmers who adopt the technology.","RTB","https://doi.org/10.1016/j.agsy.2017.10.005 ",
136,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3394_262",3394,"Inclusive innovation to develop competitive advantages for potato value chains in the Andean region ","The study synthesizes the experience of implementing the Participatory Market Chain Approach (PMCA) by CIP and local organizations in the Andean region.  It describes how this flexible approach involving value chain actors, researchers and other service providers in a collective process was implemented and adapted to fosters the exploration of potential business opportunities for small farmers and other actors in the value chain.  The study also provides lessons on implementation that contribute to improving the design of interventions and the promotion of value chain approaches in different contexts.","CIP","https://hdl.handle.net/10568/103400 ",
137,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3395_262",3395,"African rural youth engagement in agribusiness: achievements, limitations, and lessons","Study presents a comprehensive literature review of the outcomes of interventions related to youth engagement in agribusiness,conducted using a deductive coding approach. Results showe that the interventions implemented by governments and development partners across Africa have succeeded in producing favorable outcomes despite some limitations. Interventions that integrate capacity development, financial support for startups, and continuous mentorship on the technical and financial aspects of youth-run agribusiness projects proved successful in enhancing youth engagement in agribusiness. ","IITA","https://hdl.handle.net/10568/99341 ",
138,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3396_262",3396,"Ensure real time data visualization based on conceptualized indicator framework (MEASURE, Managing Agricultural Research for Learning and Outcomes (MARLO), CGIAR Level Agricultural Results Interoperable System Architecture (CLARISA)","A first phase achieved the visualization of 2018 data however chances in the CGIAR AR Indicators, disaggregates and new requirements led the MEL-MARLO team to continue in 2020 the activities under the guidance of SMO Team and in Partnership with CRPs on RTB, CRP on FISH.","CRP","https://www.cgiar.org/impact/results-dashboard/",
139,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3397_262",3397,"Assessing the impact of the different levels of adoption of the recommended Banana Xanthomonas Wilt (BXW) control practices on productivity and farmer welfare/incomes over time using longitudinal data","This study provides evidence on the impact of BXW shock on the welfare of banana producing households as well as the alternative livelihood strategies pursued to improve welfare over time in addition to adopting BXW control practices. Utilizing panel data from over 1000 households in four banana-growing regions drastically affected by BXW in Uganda, we examined the likely coping strategies that they employ once hit by the pandemic. The key coping strategies employed include increased production of annual crops mainly maize and beans, reduction in consumption of bananas, diversifying into livestock production and off-farm activities to earn a living. ","Bioversity","Working paper in Draft format - unpublished",
140,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3398_262",3398,"Determinants of adoption of soil fertility and erosion control practices (SFEC) in cassava-based systems in Thailand ","After more than 40 years of investments on soil management research to maximize cassava productivity, prevent erosion and, ultimately, improve farmer livelihoods, this study aims to document the current adoption of SFEC practices in cassava producing areas of Thailand, and to understand the factors that have facilitated or limited the adoption of these SFEC practices. We propose to use a multivariate Probit framework to control for adoption of simultaneous agronomic practices. We will explicitly study the role of gender in the adoption decision.","CIAT",,
141,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3400_262",3400,"Report on the livelihood impacts of improved cassava varieties in Uganda","Report presents preliminary findings of the livelihood impacts of cassava varieties in Uganda.  Publication is under development.  The data used in the study
came from a representative sample of 609 households in the major cassava growing
regions of Uganda. The results show that adoption of certified planting materials of improved cassava varieties has statistically significant positive effects on cassava productivity and household welfare, pointimg to the need for policy support aimed at increasing and sustaining public investments in variety genetic improvement, seed inspection and certification. ","IITA","Report - unpublished",
142,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3401_262",3401,"Knowledge, Perceptions and willingness to pay for a Vitamin A biofortified genetically modified (GM) Banana in Uganda: Insights from a qualitative approach",,"Bioversity",,
143,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3402_262",3402,"Better understanding the effects of various household typologies, agro-ecologies and farming systems on Banana Xanthomonas Wilt (BXW) control measures uptake","The study explored farm diversity among smallholder banana farmers in Uganda to provide recommendations to improve productivity of bananas and sustain adoption of control practices for banana Xanthomonas wilt, a major biotic threat to banana production in Southern and Central Africa. Findings show that the endemicity of banana Xanthomonas wilt is not attributed to farmers’ lack of awareness and knowledge about disease diagnosis and transmission but to incorrect application of the control practices. ","Bioversity","Article under review in NJAS - Wageningen Journal of Life Sciences",
144,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3403_262",3403,"Economic and social impacts of GCT banana varieties",,"Bioversity",,
145,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3404_262",3404,"What is the cost of integration? Evidence from an integrated health and agriculture project to improve nutrition outcomes in Western Kenya ","The study estimated the costs of an integrated agriculture and health intervention (Mama SASHA) focused on the promotion of orange-fleshed sweet potato (OFSP) production and consumption in Western Kenya. Expenditures and activity-based costing was used to estimate financial costs during programme implementation (2011–13). Findings show that the average cost per beneficiary to implement an integrated agriculture, health and nutrition programme was substantial. Planning and implementing less intensive integrated interventions may be possible, and economies of scale may reduce overall costs. Empirical estimates of costs by components are critical for future planning and scaling up of integrated programmes.","CIP","https://doi.org/10.1093/heapol/czz083 ",
146,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3405_262",3405,"Understanding of pathways and determinants of adoption of improved cassava varieties in Uganda and Tanzania","Study will analyze factors that influence adoption of cassava varieties in Uganda and Tanzania.","IITA",,
147,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3406_262",3406,"Does nutrition education influence retention of Vitamin A bio-fortified orange-fleshed sweet potato in farms? Evidence from Kenya","This paper assessed the immediate effects of providing integrated nutrition education interventions, through different entry points, on the households’ retention of Orange Flesh Sweetpotato OFSP on their farms. The results show integrating nutrition education approaches simultaneously through multiple entry points may be more effective in ensuring that the households conserve the vines and grow OFSP all year round for nutrition and food security.","CIP","https://doi.org/10.22004/ag.econ.295767 ",
148,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3407_262",3407,"Effects of the use of good agricultural practices (GAPs) on Market Participation by Irish Potato Farmers in Kenya","This study provides evidence of how the use of good agricultural practices (GAPs) would influence the level of market participation by potato farmers. Primary household survey data of 238 randomly sampled Irish potato farmers were analyzed using descriptive statistics and Tobit Regression model. The results showed that increased use of GAPs through extension advice will intensify Irish potato yield and ultimately participation in the ware and seed potato market.","CIP","https://doi.org/10.22004/ag.econ.295805 ",
149,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3408_262",3408,"A rapid assessment of farmer Business Schools from a gender perspective in Meghalaya, India","This report evaluates Farmer Business Schools (FBS) from gender and social perspectives to understand how women and men are involved in and benefit from FBS. The report is based on the fieldwork carried out in April 2019 through in‐depth interviews with twelve women and twelve men FBS members.","CIP","https://hdl.handle.net/10568/101577 ",
150,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3409_262",3409,"The effect of nutrition knowledge on consumption of orange-fleshed sweet potato bread in Nairobi, Kenya","This study used a double-hurdle model to determine the effect of nutrition knowledge on choice and intensity of purchase of Orange Flesh Sweetpotato (OFSP) bread. The results indicated that the level of nutrition knowledge had a positive influence on choice of OFSP bread while the effect on quantity purchased of OFSP bread purchased was negative. The study concluded that nutrition knowledge is important in promoting consumption of OFSP bread. The implementation strategy should therefore incorporate appropriate educational programmes.","CIP","https://doi.org/10.22004/ag.econ.295794 ",
151,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3410_262",3410,"Building gender equitable sweetpotato value chains: Recommendations for programming","Document formulates recommendations, based on the experiences and lessons from the SUSTAIN program and informed by the CGIAR gender research work, is to support CIP’s future programming efforts to take into account gender dimensions more effectively.","CIP","https://doi.org/10.4160/9789290605102",
152,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3411_262",3411,"Opportunities and constraints for women: Recommendations for building gender responsive potato value chains in Assam, India.","Study highlights four key findings. First, women are not directly connected with formal institutions delivering agricultural technology and information. Second, there are significant knowledge gaps between women and men. However, women are not passive, rather they are very active, interested in trying new practices and new crops. Third, women are capable for agribusiness, but they have gender‐based preferences, interests and constraints. Fourth, women are part of diverse social groups in Assam and gender norms differ significantly among the different religious, age and socio‐economic groups. Based on these findings, the study proposes recommendations for gender‐responsible interventions.","Feed the Future","https://doi.org/10.4160/9789290605201 ",
153,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3412_262",3412,"Connecting smallholder root and tuber growers to markets through farmer business schools in Philippines and India","The study features a collection of stories of 24 women and men who participated in Farmer Business Schools in the Philippines and India, and of project staff of partner organizations who have facilitated the process. The stories were collected using the ‘most significant change’ (MSC) to capture project outcomes. The study describes through the words of participants how their lives have changed and what part of that change they value the most.","CIP","https://doi.org/10.4160/9789290605287 ",
154,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3413_262",3413,"Human and technical dimensions of potato integrated pest management using farmer field schools: International Potato Center and partners’ experience with potato late blight management. ","The study synthesizes the experience of CIP with farmer discovery-based learning methods using farmer field schools (FFS) to address integrated pest management (IPM) for potato late blight since the 1990s. Results indicate that farmers using this approach learned new knowledge, assessed new potato clones, and changed crop management practices. Hence farmers realized a 32% average increase in potato productivity and income in Peru; similar changes occurred in other countries. The participatory research and training approach had a significant impact beyond IPM-late blight. ","CIP","https://doi.org/10.1093/jipm/pmz002",
155,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3414_262",3414,"Analysis of results and lessons learned from the partnership with IFAD investment programs for taking innovations at scale: The case of the IFAD – Andes project in Ecuador, Peru and Bolivia.","The document describes the experience and outcomes of an intervention funded by The International Fund for Agricultural Development (IFAD) an implemented by the International Potato Center (CIP) in the Andean region to improve income, food security and resilience to climate change with the families of farmers producing native and improved potato varieties in Ecuador, Perú and Bolivia. ","CIP","https://hdl.handle.net/10568/101463 ",
