pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
285,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2877,"Bringing the Arbuscular Mycorrhiza (AM) Biofertilizer in Uganda",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"In Uganda, the biofertilizers available on the market are often imported and economically out of reach for many smallholder farmers. In a joint effort, national and international partners have carried out the first competence transferral training in Uganda to produce arbuscular mycorrhiza (AM) biofertilizer for inoculation. Protagonists of this pivotal activity were students and staff of the Makerere University and Uganda NARO, now able to foster the uptake of AM nationally for increased food security.","0 - Not Targeted","1 - Significant","2 - Principal","http://hdl.handle.net/20.500.11766.1/9e04e1","0 - Not Targeted","2877_279"
286,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2878,"Scaling-up Participatory Research of High Yielding Pigeonpea Hybrids: Enabling the Potential for Increased Productivity of Smallholders Farmers Sharing Best Practices and Improved Seeds",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"To harness the potential benefits of hybrid pigeonpea in the targeted states, ICRISAT-led consortium provided technical support to formulate, monitor and demonstrate science-led best management practices to cover 7500 ha area in five states directly and 100000 ha indirectly. The consortium of DoAs, SAUs, KVKs, NGOs, CBOs and progressive farmers worked towards promoting best bet practices viz, balanced nutrient management, BBF/R&F, dibbling, nipping, integrated approach in pest/weed management/irrigation management etc. ","0 - Not Targeted","0 - Not Targeted","2 - Principal","http://hdl.handle.net/20.500.11766.1/88bab5","0 - Not Targeted","2878_279"
287,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2879,"Efficient Legume Seed Systems for Better Smallholder Farmers’ Livelihoods in the Semi-Arid Tropics",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The project supported production of 36123.06 tons of certified/ Quality Declared Seed (QDS) that could plant about 619,017 ha of land at an average seed rate of about 60kg/ha across crops. With this area under legumes and with average productivity of 1.096t/ha, an estimated 677,862 tons of grain valued at USD 353.71 million will be produced. This is estimated that the project has a potential of reaching 1,130,731 households at an average landholding of about 0.5 ha/household.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","http://hdl.handle.net/20.500.11766.1/278ed8","0 - Not Targeted","2879_279"
288,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2880,"698 tons of Quality Declared Seed (QDS) produced by a network of seed producers, potentially reaching over 230,000 households in Ethiopia, Tanzania, Uganda, Burkina Faso, Mali and Nigeria",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The project supported production of 698 tons of certified/ Quality Declared Seed (QDS) that would plant about 94,277 ha of land at an average seed rate of 0.006tons/ha, reaching an estimated 232,864 households in Ethiopia, Tanzania, Uganda, Burkina Faso, Mali and Nigeria at an average landholding of 0.4 ha/household. With an average productivity of 1.179t/ha across the three crops, the certified seed will be used to produce an estimated 94,095 tons of grain valued at USD 28 million. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","http://hdl.handle.net/20.500.11766.1/41b621","0 - Not Targeted","2880_279"
289,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2881,"Biofortified Cultivars of Grain Legumes and Dryland Cereals Development, Mainstreamed and Adopted in India Improving Food Security and Wellness",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The year 2018 has witnessed release of 17 biofortified varieties of GLDC crops in South Asia and Sub-Saharan Africa,  two regions with more malnourished people in the world. This was possible due to mainstreaming biofortification in breeding programs at ICARDA, ICRISAT, and IITA. Adoption of biofortified cultivars have made significant contribution on production and consumption of nutritious foods.","0 - Not Targeted","2 - Principal","1 - Significant","http://hdl.handle.net/20.500.11766.1/4c4d70","0 - Not Targeted","2881_279"
290,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2882,"Access to improved chickpea as pathway for rural development ",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The team found that farmers' comparative advantage does not play a significant role in their adoption decisions and hypothesize that this is due to the overall high economic returns to adoption, despite the limited yield impacts of the technology. The results suggest economic measures of returns may be more relevant than increases in yields in explaining technology adoption decisions and the process that led to the impacts. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","http://hdl.handle.net/20.500.11766.1/e5dd5e","0 - Not Targeted","2882_279"
291,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2883,"Impact of ICRISAT Pearl Millet Hybrid Parents Research Consortium (PMHPRC) on the Livelihoods of Farmers in India",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"ICRISAT commissioned third-party evaluation in 2015 to assess on-farm impact of pearl millet hybrids developed by Pearl Millet Hybrid Parents Research Consortium (PMHPRC) members during 2000-2010 (based directly or indirectly on ICRISAT breeding lines) in India. The study covered 563 pearl millet growers spanning 57 villages, 25 mandals from three states (Rajasthan, Gujarat and Uttar Pradesh) in India. The study revealed that PMHPRC hybrids covered about 60% of pearl millet hybrid area in the 3 states during 2013-14.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","http://hdl.handle.net/20.500.11766.1/4c6279","0 - Not Targeted","2883_279"
292,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2884,"Bhoosamrudhi: Improving Rural Livelihoods through Innovative Scaling-up of Science-led Participatory Research for Development",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The program, started in 2013, covered 80,000 ha and tested various innovative technologies at each pilot site in Karnataka state, India. Integrated Nutrient Management (INM), Integrated Pest Management (IPM), water management, mechanization, crop intensification, crop diversification and fodder development were promoted. A consortium of national and international research institutes was formed to scale up various Natural Resources Management (NRM) technologies. Best management practices along with improved cultivars increased crop yield by 15-40%.","0 - Not Targeted","0 - Not Targeted","2 - Principal","http://hdl.handle.net/20.500.11766.1/69f7df","0 - Not Targeted","2884_279"
293,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2885,"Policy favours biofortified pearl millet in India to combat Fe and Zn deficiencies",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The All India Coordinated Research Project on Pearl Millet (AICRP-PM) of Indian Council of Agricultural Research (ICAR) has established minimum levels of iron and zinc to be bred into national varieties of pearl millet. The policy favours biofortified pearl millet in India and thus contributes to alleviate burden of malnutrition. Biofortification is a simple, sustainable and nutrition sensitive agricultural innovation and favorable policies for biofortified crops is a game changer to drive nutrition security.","0 - Not Targeted","1 - Significant","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/49b0d3","1 - Significant","2885_279"
294,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2886,,783,"18. Public and private commitments to zero deforestation",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=2886&cycle=Reporting&year=2018",,"2886_61"
295,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3045,,9,"LivestockPlus: Supporting low emissions development planning in the Latin American cattle sector",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=3045&cycle=Reporting&year=2018",,"3045_56"
296,1,1900-01-01 00:00:00,2200-01-01 00:00:00,41,"Review of policies and frameworks on climate change, agriculture, food and nutrition security in Kenya",263,"RPL EA: Regional and national engagement, synthesis and strategic research",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=41&cycle=Reporting&year=2019",,"41_101"
297,1,1900-01-01 00:00:00,2200-01-01 00:00:00,231,"Evaluation of mobile phone technology based nutrition and agriculture advisory services in Tanzania",344,"Evidence of impacts, impact pathways, synergies and cost-effectiveness of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=231&cycle=Reporting&year=2019",,"231_104"
298,1,1900-01-01 00:00:00,2200-01-01 00:00:00,241,"Cluster randomized controlled trial to assess health and nutrition benefits of an informal dairy sector intervention in Nairobi",344,"Evidence of impacts, impact pathways, synergies and cost-effectiveness of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=241&cycle=Reporting&year=2019",,"241_104"
299,1,1900-01-01 00:00:00,2200-01-01 00:00:00,251,"Evaluation of an integrated package of preventive interventions on nutritional status of young children in Burkina Faso and Mali",344,"Evidence of impacts, impact pathways, synergies and cost-effectiveness of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=251&cycle=Reporting&year=2019",,"251_104"
300,1,1900-01-01 00:00:00,2200-01-01 00:00:00,281,"Impact evaluation to assess the impact of incorporating a health and nutrition behavior change communication strategy into an agricultural credit program in Bangladesh",344,"Evidence of impacts, impact pathways, synergies and cost-effectiveness of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=281&cycle=Reporting&year=2019",,"281_104"
301,1,1900-01-01 00:00:00,2200-01-01 00:00:00,311," Evaluation to assess the feasibility of integrating a package of maternal nutrition interventions in existing health services in India",345,"Tools and methods to assess and deliver impact of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=311&cycle=Reporting&year=2019",,"311_104"
302,1,1900-01-01 00:00:00,2200-01-01 00:00:00,341,"Evaluation research to strengthen understanding of pathways through which self-help groups can improve nutrition through agriculture-nutrition interventions in India",345,"Tools and methods to assess and deliver impact of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=341&cycle=Reporting&year=2019",,"341_104"
303,1,1900-01-01 00:00:00,2200-01-01 00:00:00,381,"Process evaluation of a nutrition and healthy services mobile phone innovation (mHealth) in the Integrated Child Development Services program in India",347,"Evidence on enabling environments, effective decision making processes and impacts of nutrition-sensitive agricultural policies",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=381&cycle=Reporting&year=2019",,"381_104"
304,1,1900-01-01 00:00:00,2200-01-01 00:00:00,391,"Maternal nutrition evaluation to gain insights on diets and nutritional practices during pregnancy in India",347,"Evidence on enabling environments, effective decision making processes and impacts of nutrition-sensitive agricultural policies",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=391&cycle=Reporting&year=2019",,"391_104"
305,1,1900-01-01 00:00:00,2200-01-01 00:00:00,511," Midline surveys at household, village and organizational levels in Ghana Climate Smart Village",268,"[Flagship Leader] FP1: Engagement, synthesis and support","Conducted in the CSV of Lawra-Jirapa",,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=511&cycle=Reporting&year=2019",,"511_101"
306,1,1900-01-01 00:00:00,2200-01-01 00:00:00,611,"Providing a framework for the Myanmar government’s policies, programs and investments on climate-smart agriculture",264,"[Regional Program Leader] SEA: Regional and National synthesis, engagement and support",,"In 2015, the Ministry of Agriculture, Livestock, and Irrigation (MOALI), together with CCAFS, developed the Myanmar Climate-Smart Agricultural Strategy (MCSAS) to guide the implementation of climate actions in Myanmar. To date, MCSAS has been referenced in at least 19 government and NGO programs, 4 policy documents, and 19 investment projects (worth approximately USD 1B investments). Furthermore, other CSA technologies and approaches were mainstreamed by various stakeholders as recommended in the MCSAS, such as the Climate-Smart Village(CSV) and climate-smart rice production.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=611&cycle=Reporting&year=2019","2 - Principal","611_101"
307,1,1900-01-01 00:00:00,2200-01-01 00:00:00,641,"Cluster randomized controlled trial to assess health and nutrition benefits of an informal dairy sector intervention in Nairobi",340,"Technological and institutional innovations for assessing, communicating and mitigating food safety risks designed and tested, with capacity building (Product Lines)",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=641&cycle=Reporting&year=2019",,"641_104"
308,1,1900-01-01 00:00:00,2200-01-01 00:00:00,861,"Adoption study for zinc rice in Bangladesh",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=861&cycle=Reporting&year=2019",,"861_104"
309,1,1900-01-01 00:00:00,2200-01-01 00:00:00,871,"Monitoring survey for vitamin A cassava in Nigeria",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=871&cycle=Reporting&year=2019",,"871_104"
310,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1271,"Impact assessment: Adoption of rust-resistant varieties in Ethiopia",873,"Ethiopia wheat rust scaling",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1271&cycle=Reporting&year=2019",,"1271_107"
311,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1291,"Report on wheat blast surveillance and monitoring efforts in Bangladesh: Towards early warning systems",1519,"Wheat Blast Bangladesh","N/A",,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1291&cycle=Reporting&year=2019",,"1291_107"
312,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1331,"Breeding for resistance to Corn Stunt Complex in LatAm",1243,"Breeding for resistance to Corn Stunt Complex in LatAm",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1331&cycle=Reporting&year=2019",,"1331_108"
313,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1461,"Ex-post quantitative impact assessment of best bet sheep marketing interventions in Menz-Gishe, Ethiopia",749,"Activity 5.4.3 Best Bet interventions
It corresponds to the product line on 'Suite of technologies and management strategies for enhanced livelihoods and resilience'",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=1461&cycle=Reporting&year=2019",,"1461_105"
314,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1571,"Meta-analysis of wheat adoption studies",1333,"Meta analysis on wheat Adoption/impact assessment",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1571&cycle=Reporting&year=2019",,"1571_107"
315,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1581,"Adoption of sustainable intensification technology in the wheat-growing area of India",1334," Scoping study to understand Happy Seeder adoption challenges and potential to control crop residue burning in irrigated rice-wheat systems ",,,,,,"https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=1581&cycle=Reporting&year=2019",,"1581_107"
316,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1601,"Maize variety adoptions through DNA technology in Ethiopia",857,"Mainstreaming the use and application of DNA Fingerprinting for plants for tracking crop varieties in Ethiopia ","The maize component of the work is postponed to 2020.",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1601&cycle=Reporting&year=2019",,"1601_108"
317,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1621,"Maize adoption in Nigeria through DNA technology",976,"DNA fingerprinting based of vairetal identification in farmers's field in Nigeria","N/A",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1621&cycle=Reporting&year=2019",,"1621_108"
318,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1651,"Gather and index various maize Adoption/impact assesment work per region",974,"Gather and index various maize Adoption/impact assesment work per region",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1651&cycle=Reporting&year=2019",,"1651_108"
319,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1661,"Maize varietal adoptions and impact assessment across developing countries",970,"Meta analysis of maize Adoption/impact assessment",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=1661&cycle=Reporting&year=2019",,"1661_108"
320,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1731,"Impact of herd health training modules in Ethiopia",607,"Activity 2.2.1: Development and evaluation of herd health packages",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=1731&cycle=Reporting&year=2019",,"1731_105"
321,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1761,"Development of country strategies and Theories of Change for 4 CRP priority countries (Ethiopia, Tanzania, Uganda and Vietnam)",1522,"CRP Management",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=1761&cycle=Reporting&year=2019",,"1761_105"
322,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1801,"Monitoring survey for iron beans in Colombia",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1801&cycle=Reporting&year=2019",,"1801_104"
323,1,1900-01-01 00:00:00,2200-01-01 00:00:00,1811,"Effectiveness/impact evaluation study for iron beans in Guatemala to measure adoption and iron intake outcomes on adolescent girls",335,"Monitoring and learning for biofortification",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=1811&cycle=Reporting&year=2019",,"1811_104"
324,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2042,"CCAFS research informs several gender and agriculture submissions of the Africa Group of Negotiators (AGN) to the United Nations Framework Convention on Climate Change (UNFCCC)",269,"[Gender and Social Inclusion] GSI: Engagement, synthesis and support in Gender",,"CCAFS facilitated and contributed text to the Africa Group of Negotiators (AGN) submission on the UNFCCC Gender Action Plan at the 46th Subsidiary Body for Implementation (SBI46) in May 2017 and country submissions from Ghana and Kenya; support was provided to the AGN Expert Support (AGNES) gender facilitator at the Gender Action Plan negotiations at COP25; technical support and text provided in the AGNES submission on Good Practices in Gender Mainstreaming of National Adaptation Plans and Nationally Determined Contributions (NDCs). ","2 - Principal","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2042&cycle=Reporting&year=2019","2 - Principal","2042_101"
325,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2168,"Qualitative cost-benefit assessment (see project highlight 425)",48,"Enhancing adaptive capacity of women and ethnic minority smallholder farmers through improved agro-climate information in South-­East Asia",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2168&cycle=Reporting&year=2019",,"2168_101"
326,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2189,"Reform of Ghana’s main agricultural mechanization program to better meet the needs of smallholder farmers ",665,"2.1.2 Mechanization and Policies for Labor Saving Technology",,"IFPRI researchers, a CIMMYT engineer specialist and government officials from Ghana's Ministry of Food and Agriculture carried out an assessment of Ghana's Agricultural Mechanization Service Enterprise Center program. The recommendations from this assessment, taking into account good practices from other countries, were used by the government to improve the program’s inclusiveness and efficiency. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2189&cycle=Reporting&year=2019","0 - Not Targeted","2189_102"
327,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2251,"Impact assessment of exclosure improvement in Amhara Region, Ethiopia",571,"Activity 4.2.1: Improved environmental management options.",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2251&cycle=Reporting&year=2019",,"2251_105"
328,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2261,"Promotion of coffee-based agroforestry and women’s livelihoods in Vietnam ",267,"[Flagship Leader] FP3: Engagement, synthesis and support",,"In northwest Vietnam, women's unions in nine provinces and ten local NGOs used ""Training for Trainers” materials developed by CCAFS partners in the World Agroforestry Center (ICRAF) and CARE International to empower women and strengthen 65 Village Savings and Loan Associations in the production and marketing of coffee. More than 10,000 farmers have been trained to date, with a potential impact of ~1 Mt carbon sequestration on 20,000 ha and 350,000 indirect beneficiaries, 50% of which are ethnic minority women. ","2 - Principal","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2261&cycle=Reporting&year=2019","1 - Significant","2261_101"
329,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2262,"Survey of data needs and practices among food system actors, and how CGIAR can better meet these. ",1539,"Capacity Building Module 2 ","N/A",,,,,"https://marlo.cgiar.org/projects/BigData/studySummary.do?studyID=2262&cycle=Reporting&year=2019",,"2262_110"
330,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2272,"Public and private sector takes Climate-Smart Village scaling to next level in India and Nepal",259,"[Regional Program Leader] SA:  Scaling-up Strategies for Climate Risk Management in South Asian Agriculture","States in Indian and Nepal.","State governments in India/Nepal and private sector corporates in India are increasingly giving emphasis on scaling of Climate Smart Villages (CSVs) for building climate-resilient agriculture. The scaling activities through government efforts build on existing CSVs and the new initiatives are either focusing on increased investments and expanding it to new villages. The private sector initiatives in India focus on working with ITC limited, Reliance Foundation and Sonalika Foundation. The impact assessment of CSV projects is also being done.","1 - Significant","N/A - Not applicable","1 - Significant","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2272&cycle=Reporting&year=2019","2 - Principal","2272_101"
331,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2300,"Farm.ink Learning study on impact of digital services (bot/web) on farming practices",1625,"Inspire Scale-Up Runner-Up 2018: Scaling Farmer Social Networks","First look at Kenya as case study for 2019, as this is where the majority of our user base sit currently",,,,,"https://marlo.cgiar.org/projects/BigData/studySummary.do?studyID=2300&cycle=Reporting&year=2019",,"2300_110"
332,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2307,"Adoption and livelihood impacts of climate services for farmers across Rwanda ",363,"Climate Services for Agriculture: Empowering Farmers to Manage Risk and Adapt to a Changing Climate in Rwanda",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2307&cycle=Reporting&year=2019",,"2307_101"
333,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2339,"Beneficiary based survey: households benefited from adopting Integrated Soil Fertily Management (ISFM) technologies and practices",1229,"Nepal Seed and Fertilizer (NSAF)",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2339&cycle=Reporting&year=2019",,"2339_108"
334,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2340,"Crops value chain assesment in Malawi",1229,"Nepal Seed and Fertilizer (NSAF)","A national level Value chain assessment of wheat, maize, rice, moong bean and lentil to determine the status, function, actors, gross margins and upgrading strategies",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2340&cycle=Reporting&year=2019",,"2340_108"
335,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2341,"Evaluation of the effectiveness of the Collective Action for Nutrition (CAN) Social Audit model in India",348,"Tools and methods to assess and promote enabling environments for nutrition-sensitive policies","Odisha",,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2341&cycle=Reporting&year=2019",,"2341_104"
336,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2342,"Evaluation of the Bangladesh Initiative to Enhance Nutrition Security and Governance project (agricultural value chain strengthening, community health and nutrition, and other activities)",348,"Tools and methods to assess and promote enabling environments for nutrition-sensitive policies",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2342&cycle=Reporting&year=2019",,"2342_104"
337,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2346,"Bundling index insurance and post-flood recovery in agriculture : India or Bangladesh",1607,"Bundling flood insurance and post-flood recovery to agriculture in improving smallholder livelihoods in South Asia","India or Bangladesh",,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2346&cycle=Reporting&year=2019",,"2346_101"
338,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2347,"How do country CSA profiles inform investments and policy decisions towards CSA development and promotion?",1590,"Enabling institutions and policies for sustainable climate change governance in agriculture",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2347&cycle=Reporting&year=2019",,"2347_101"
339,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2350,"Assessments of reasons of poor adoption of quality protein maize by farmers",1229,"Nepal Seed and Fertilizer (NSAF)","To be done in collaboration with public and private sectors",,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2350&cycle=Reporting&year=2019",,"2350_108"
340,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2351,"Assessing Issues with fertilizer distribution in Nepal",1229,"Nepal Seed and Fertilizer (NSAF)",,,,,,"https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2351&cycle=Reporting&year=2019",,"2351_108"
341,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2362,"Vietnam’s Ministry of Agriculture and Rural Development adopts CCAFS' outputs and inputs on its major climate-smart agriculture-related  policies and programs",264,"[Regional Program Leader] SEA: Regional and National synthesis, engagement and support",,"Through CCAFS outputs and capacity building activities, the key officials and staff of at least eight offices under the Ministry of Agriculture and Rural Development (MARD) enhanced their knowledge, skills, and favorable attitude towards climate-smart agriculture (CSA). This has enabled the mainstreaming of CCAFS outputs and inputs in the national policies (e.g. Resolution-120, Nationally Determined Contributions(NDC), UNFCCC-SBSTA submissions) and key programs (i.e., New Rural Development Program, National Adaptation Plan in Agriculture(NAPAg), Sustainable Agricultural Transformation, and the Rice Master Plan).","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2362&cycle=Reporting&year=2019","2 - Principal","2362_101"
342,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2364,"Monitoring, Evaluation, Learning, Impact Assessment and Gender workshop",1584,"IRRI Contribution to RICE Flagship Project 1","NA",,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2364&cycle=Reporting&year=2019",,"2364_192"
343,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2370,"Evaluating the reduction in loss due to improved post harvest methods for storage, processing and milling in Assam, India",1584,"IRRI Contribution to RICE Flagship Project 1",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2370&cycle=Reporting&year=2019",,"2370_192"
344,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2371,"Adoption and impact of Green Super Rice (GSR) varieties  in Bangladesh",1584,"IRRI Contribution to RICE Flagship Project 1","NA",,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2371&cycle=Reporting&year=2019",,"2371_192"
345,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2372,"Adoption and impact of Alternate Wetting and Drying (AWD) irrigation technology in Bangladesh",1584,"IRRI Contribution to RICE Flagship Project 1","NA",,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2372&cycle=Reporting&year=2019",,"2372_192"
346,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2382,"Evaluation of the integration of maternal diet and nutrition interventions into antenatal health care platforms in Burkina Faso and Ethiopia",344,"Evidence of impacts, impact pathways, synergies and cost-effectiveness of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2382&cycle=Reporting&year=2019",,"2382_104"
347,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2383,"Assessing Bangladesh’s national nutrition program delivery in health facilities",344,"Evidence of impacts, impact pathways, synergies and cost-effectiveness of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2383&cycle=Reporting&year=2019",,"2383_104"
348,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2399,"Evaluation of mobile phone technology based nutrition and agriculture advisory services in Ghana",344,"Evidence of impacts, impact pathways, synergies and cost-effectiveness of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2399&cycle=Reporting&year=2019",,"2399_104"
349,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2403,"Building resilience through improved productivity, food security, health and nutrition:  Assessing the World Food Program’s Food Assistance for Assets program in Sri Lanka",345,"Tools and methods to assess and deliver impact of nutrition-sensitive agricultural programs",,,,,,"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2403&cycle=Reporting&year=2019",,"2403_104"
350,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2411,"Ex-ante forage productivity, profitability and environmental impact assessments for Central America and the Caribbean",1682,"Product Line 3.1.1: On-farm, large-scale and global feed assessments and prioritization approaches",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2411&cycle=Reporting&year=2019",,"2411_105"
