pk_id_altmetrics_info,version,date_from,date_to,id,"title","journal_title","author",publication_date,"doi","detail_url","image_url",last_updated
156,1,1900-01-01 00:00:00,2200-01-01 00:00:00,156,"REDD+ Contribution to Well-Being and Income Is Marginal: The Perspective of Local Stakeholders","Forests (19994907)","William Sunderlin;Claudio de Sassi;Andini Ekaputri;Mara Light;Christy Pratama",2017-04-19 00:00:00,"10.3390/f8040125","http://www.altmetric.com/details/19546595","https://badges.altmetric.com/?size=64&score=16&types=bbbtttgg",2020-05-10 23:59:27
157,1,1900-01-01 00:00:00,2200-01-01 00:00:00,157,"MRV para REDD+ en M&eacute;xico: el proceso político de una institución técnica",,"Deschamps, P.;Cisneros, N.;Larson, A.M.;Deschamps P.;Cisneros N.;Larson A.M.",2017-01-01 00:00:00,"10.17528/cifor/006592","http://www.altmetric.com/details/27967910","https://badges.altmetric.com/?size=64&score=17&types=bbbttttt",2020-05-10 23:59:27
158,1,1900-01-01 00:00:00,2200-01-01 00:00:00,158,"Men and women farmers’ perceptions of adopting improved diets for pigs in Uganda: decision-making, income allocation, and intra-household strategies that mitigate relative disadvantage","Agriculture & Food Security","Natalie Ann Carter;Sally Humphries;Delia Grace;Emily Awuor Ouma;Catherine Elizabeth Dewey",2017-06-21 00:00:00,"10.1186/s40066-017-0095-7","http://www.altmetric.com/details/21453195","https://badges.altmetric.com/?size=64&score=16&types=mmbttttt",2020-05-10 23:59:27
159,1,1900-01-01 00:00:00,2200-01-01 00:00:00,159,"Major vectors and vector-borne diseases in small ruminants in Ethiopia: A systematic review","Acta Tropica","Kassahun Asmare;Takele Abayneh;Berhanu Sibhat;Dessie Shiferaw;Barbara Szonyi;Randi I Krontveit;Eystein Skjerve;Barbara Wieland",2017-06-01 00:00:00,"10.1016/j.actatropica.2017.02.015","http://www.altmetric.com/details/16804246","https://badges.altmetric.com/?size=64&score=19&types=mbtttttt",2020-05-10 23:59:27
160,1,1900-01-01 00:00:00,2200-01-01 00:00:00,160,"How institutions and beliefs affect environmental discourse: Evidence from an eight-country survey on REDD+","Global Environmental Change Part A: Human & Policy Dimensions","Monica Di Gregorio;Caleb Tyrell Gallemore;Maria Brockhaus;Leandra Fatorelli;Efrian Muharrom",2017-07-01 00:00:00,"10.1016/j.gloenvcha.2017.05.006","http://www.altmetric.com/details/21118018","https://badges.altmetric.com/?size=64&score=16&types=tttttttf",2020-05-10 23:59:27
161,1,1900-01-01 00:00:00,2200-01-01 00:00:00,161,"Gender and generation in engagements with oil palm in East Kalimantan, Indonesia: insights from feminist political ecology","Journal of Peasant Studies","Rebecca Elmhirst;Mia Siscawati;Bimbika Sijapati Basnett;Dian Ekowati",2017-08-10 00:00:00,"10.1080/03066150.2017.1337002","http://www.altmetric.com/details/23621406","https://badges.altmetric.com/?size=64&score=20&types=ttttttfg",2020-05-10 23:59:28
162,1,1900-01-01 00:00:00,2200-01-01 00:00:00,162,"Climate-Smart Agriculture in Pakistan",,"CIAT;Word Bank;International Center for Tropical Agriculture",2017-09-06 00:00:00,,"http://www.altmetric.com/details/24916244","https://badges.altmetric.com/?size=64&score=16&types=tttttttt",2020-05-11 00:04:51
163,1,1900-01-01 00:00:00,2200-01-01 00:00:00,163,"Climate change and crop diversity: farmers’ perceptions and adaptation on the Bolivian Altiplano","Environment, Development and Sustainability","Gennifer Meldrum;Dunja Mijatović;Wilfredo Rojas;Juana Flores;Milton Pinto;Grover Mamani;Eleuterio Condori;David Hilaquita;Helga Gruberg;Stefano Padulosi",2017-01-06 00:00:00,"10.1007/s10668-016-9906-4","http://www.altmetric.com/details/15292362","https://badges.altmetric.com/?size=64&score=17&types=bttttttf",2020-05-10 23:59:28
164,1,1900-01-01 00:00:00,2200-01-01 00:00:00,164,"Behavior change communication activities improve infant and young child nutrition knowledge and practice of neighboring non-participants in a cluster-randomized trial in rural Bangladesh","PLoS ONE","John Hoddinott;Ishita Ahmed;Akhter Ahmed;Shalini Roy",2017-06-21 00:00:00,"10.1371/journal.pone.0179866","http://www.altmetric.com/details/21262121","https://badges.altmetric.com/?size=64&score=52&types=mbrttttf",2020-05-10 23:59:28
165,1,1900-01-01 00:00:00,2200-01-01 00:00:00,165,"The Use of Mixed Effects Models for Obtaining Low-Cost Ecosystem Carbon Stock Estimates in Mangroves of the Asia-Pacific","PLoS ONE","Jacob J. Bukoski;Jeremy S. Broadhead;Daniel C. Donato;Daniel Murdiyarso;Timothy G. Gregoire",2017-01-09 00:00:00,"10.1371/journal.pone.0169096","http://www.altmetric.com/details/15422320","https://badges.altmetric.com/?size=64&score=14&types=tttttttd",2020-05-10 23:59:28
166,1,1900-01-01 00:00:00,2200-01-01 00:00:00,166,"The palm oil global value chain: Implications for economic growth and social
and environmental sustainability",,"P., Pacheco;S., Gnych;A., Dermawan;H., Komarudin;B., Okarda;Pacheco, P.;Gnych, S.;Dermawan, A.;Komarudin, H.;Okarda, B.;Pacheco P.;Gnych S.;Dermawan A.;Komarudin H.;Okarda B.",2017-01-01 00:00:00,"10.17528/cifor/006405","http://www.altmetric.com/details/18148501","https://badges.altmetric.com/?size=64&score=18&types=bbbtttdd",2020-05-10 23:59:28
167,1,1900-01-01 00:00:00,2200-01-01 00:00:00,167,"The determinants of dietary diversity and nutrition: ethnonutrition knowledge of local people in the East Usambara Mountains, Tanzania","Journal of Ethnobiology and Ethnomedicine","Bronwen Powell;Rachel Bezner Kerr;Sera L. Young;Timothy Johns",2017-04-27 00:00:00,"10.1186/s13002-017-0150-2","http://www.altmetric.com/details/20321871","https://badges.altmetric.com/?size=64&score=14&types=tttttttg",2020-05-10 23:59:28
168,1,1900-01-01 00:00:00,2200-01-01 00:00:00,168,"Smallholder finance in the palm oil sector: Analyzing the gaps between existing credit schemes and smallholder realities",,"Sahara;Haryadi;Kusumowardhani, N.;Haryadi;Kusumowardhani N.",2017-01-01 00:00:00,"10.17528/cifor/006582","http://www.altmetric.com/details/25596313","https://badges.altmetric.com/?size=64&score=19&types=bbtttttt",2020-05-10 23:59:28
169,1,1900-01-01 00:00:00,2200-01-01 00:00:00,169,"Serologic Evidence for Influenza C and D Virus among Ruminants and Camelids, Africa, 1991–2015","Emerging Infectious Diseases","E. Salem et al.;Elias Salem;Elizabeth A.J. Cook;Hicham Ait Lbacha;Justine Oliva;Félix Awoume;Gilbert L. Aplogan;Emmanuel Couacy Hymann;Dishon Muloi;Sharon L. Deem;Said Alali;Zaid Zouagui;Eric M. Fèvre;Gilles Meyer;Mariette F. Ducatez;Salem, E.;Cook, E.A.J.;Lbacha, H.A.;Oliva, J.;Awoume, F.;Aplogan, G.L.;Hymann, E.C.;Muloi, D.;Deem, S.L.;Alali, S.;Zouagui, Z.;Fèvre, E.M.;Meyer, G.;Ducatez, M.F.;Fevre, E.M.;Fèvre, Eric M.",2017-09-01 00:00:00,"10.3201/eid2309.170342","http://www.altmetric.com/details/23983423","https://badges.altmetric.com/?size=64&score=14&types=tttttttt",2020-05-10 23:59:28
170,1,1900-01-01 00:00:00,2200-01-01 00:00:00,170,"Quality of nutrition services in primary health care facilities: Implications for integrating nutrition into the health system in Bangladesh","PLoS ONE","Sk Masum Billah;Kuntal Kumar Saha;Abdullah Nurus Salam Khan;Ashfaqul Haq Chowdhury;Sarah P. Garnett;Shams El Arifeen;Purnima Menon",2017-05-18 00:00:00,"10.1371/journal.pone.0178121","http://www.altmetric.com/details/20270800","https://badges.altmetric.com/?size=64&score=15&types=rttttttt",2020-05-10 23:59:28
171,1,1900-01-01 00:00:00,2200-01-01 00:00:00,171,"Oil palm expansion in Cameroon: Insights into sustainability opportunities and challenges in Africa","Global Environmental Change Part A: Human & Policy Dimensions","Elsa M. Ordway;Rosamond L. Naylor;Raymond N. Nkongho;Eric F. Lambin",2017-11-01 00:00:00,"10.1016/j.gloenvcha.2017.10.009","http://www.altmetric.com/details/28855550","https://badges.altmetric.com/?size=64&score=15&types=bttttttt",2020-05-10 23:59:29
172,1,1900-01-01 00:00:00,2200-01-01 00:00:00,172,"Modelling the risk of Taenia solium exposure from pork produced in western Kenya","PLoS Neglected Tropical Diseases","Lian F. Thomas;William A. de Glanville;Elizabeth A. J. Cook;Barend M. De C. Bronsvoort;Ian Handel;Claire N. Wamae;Samuel Kariuki;Eric M. Fèvre",2017-02-17 00:00:00,"10.1371/journal.pntd.0005371","http://www.altmetric.com/details/16492624","https://badges.altmetric.com/?size=64&score=16&types=tttttttt",2020-05-10 23:59:30
173,1,1900-01-01 00:00:00,2200-01-01 00:00:00,173,"Investigating the significance of the data collection period of household consumption and expenditures surveys for food and nutrition policymaking: Analysis of the 2010 Bangladesh household income and expenditure survey","Food Policy","Reina Engle-Stone;Celeste Sununtnasuk;John L. Fiedler",2017-10-01 00:00:00,"10.1016/j.foodpol.2017.08.014","http://www.altmetric.com/details/26380294","https://badges.altmetric.com/?size=64&score=15&types=bttttttt",2020-05-10 23:59:30
174,1,1900-01-01 00:00:00,2200-01-01 00:00:00,174,"How can the Data Revolution contribute to climate action in smallholder agriculture?",,"van Etten, Jacob;Steinke, Jonathan;van Wijk, Mark",2017-06-06 00:00:00,,"http://www.altmetric.com/details/20870013","https://badges.altmetric.com/?size=64&score=14&types=bttttttt",2020-05-11 00:04:40
175,1,1900-01-01 00:00:00,2200-01-01 00:00:00,175,"Host country governance and the African land rush: 7 reasons why large-scale farmland investments fail to contribute to sustainable development","Geoforum","George C. Schoneveld",2017-07-01 00:00:00,"10.1016/j.geoforum.2016.12.007","http://www.altmetric.com/details/15292084","https://badges.altmetric.com/?size=64&score=13&types=tttttttt",2020-05-10 23:59:30
176,1,1900-01-01 00:00:00,2200-01-01 00:00:00,176,"Gamification of farmer-participatory priority setting in plant breeding: Design and validation of “AgroDuos”","Journal of Crop Improvement","Jonathan Steinke;Jacob van Etten",2017-04-19 00:00:00,"10.1080/15427528.2017.1303801","http://www.altmetric.com/details/19856659","https://badges.altmetric.com/?size=64&score=14&types=bttttttt",2020-05-10 23:59:30
177,1,1900-01-01 00:00:00,2200-01-01 00:00:00,177,"Field solution for artificial insemination of sheep",,"Rekik, M.",2017-05-01 00:00:00,,"http://www.altmetric.com/details/20041135","https://badges.altmetric.com/?size=64&score=15&types=bbbttttt",2020-05-11 00:05:30
178,1,1900-01-01 00:00:00,2200-01-01 00:00:00,178,"Does communal forest intervention management enhance forest benefits of smallholder farmers? Evidence from Hugumbirda forest, Tigray, Ethiopia","Journal of Sustainable Forestry","Gidey Kidu;Bereket Gebremedhin;Emiru Birhane;Habtemariam Kassa",2017-02-17 00:00:00,"10.1080/10549811.2017.1296775","http://www.altmetric.com/details/24255461","https://badges.altmetric.com/?size=64&score=13&types=tttttttt",2020-05-10 23:59:30
179,1,1900-01-01 00:00:00,2200-01-01 00:00:00,179,"Data acquisition considerations for Terrestrial Laser Scanning of forest plots","Remote Sensing of Environment","Phil Wilkes;Alvaro Lau;Mathias Disney;Kim Calders;Andrew Burt;Jose Gonzalez de Tanago;Harm Bartholomeus;Benjamin Brede;Martin Herold",2017-07-01 00:00:00,"10.1016/j.rse.2017.04.030","http://www.altmetric.com/details/20038234","https://badges.altmetric.com/?size=64&score=13&types=tttttttf",2020-05-10 23:59:30
180,1,1900-01-01 00:00:00,2200-01-01 00:00:00,180,"Climate services and insurance: scaling climate smart agriculture",,"Loboguerrero, Ana Maria;Hansen, James;Baethgen, Walter;Martinez Baron, Deissy;Martínez Barón, Deissy",2017-06-06 00:00:00,,"http://www.altmetric.com/details/20939738","https://badges.altmetric.com/?size=64&score=15&types=bttttttt",2020-05-11 00:05:53
181,1,1900-01-01 00:00:00,2200-01-01 00:00:00,181,"Arbuscular mycorrhiza enhance the rate of litter decomposition while inhibiting soil microbial community development","Scientific Reports","Heng Gui;Kevin Hyde;Jianchu Xu;Peter Mortimer",2017-02-08 00:00:00,"10.1038/srep42184","http://www.altmetric.com/details/16223799","https://badges.altmetric.com/?size=64&score=15&types=mmbbtttt",2020-05-10 23:59:31
182,1,1900-01-01 00:00:00,2200-01-01 00:00:00,182,"An appraisal of Indonesia’s immense peat carbon stock using national peatland maps: uncertainties and potential losses from conversion","Carbon Balance and Management","Matthew Warren;Kristell Hergoualc’h;J. Boone Kauffman;Daniel Murdiyarso;Randall Kolka",2017-05-19 00:00:00,"10.1186/s13021-017-0080-2","http://www.altmetric.com/details/20305998","https://badges.altmetric.com/?size=64&score=31&types=mmtttttf",2020-05-10 23:59:31
183,1,1900-01-01 00:00:00,2200-01-01 00:00:00,183,"A school-based intervention improved dietary intake outcomes and reduced waist circumference in adolescents: a cluster randomized controlled trial","Nutrition Journal","Angélica Ochoa-Avilés;Roosmarijn Verstraeten;Lieven Huybregts;Susana Andrade;John Van Camp;Silvana Donoso;Patricia Liliana Ramírez;Carl Lachat;Lea Maes;Patrick Kolsteren",2017-12-11 00:00:00,"10.1186/s12937-017-0299-5","http://www.altmetric.com/details/30334826","https://badges.altmetric.com/?size=64&score=14&types=tttttttg",2020-05-10 23:59:31
184,1,1900-01-01 00:00:00,2200-01-01 00:00:00,184,"Understanding and Resolving Conflict Between Local Communities and Conservation Authorities in Colombia","World Development","K. De Pourcq;E. Thomas;B. Arts;A. Vranckx;T. Léon-Sicard;P. Van Damme",2017-05-01 00:00:00,"10.1016/j.worlddev.2016.12.026","http://www.altmetric.com/details/16579310","https://badges.altmetric.com/?size=64&score=13&types=tttttttt",2020-05-10 23:59:31
185,1,1900-01-01 00:00:00,2200-01-01 00:00:00,185,"Ultrasound to diagnose pregnancy and reproductive disorders in small ruminants",,"Rekik, M.",2017-05-01 00:00:00,,"http://www.altmetric.com/details/20041131","https://badges.altmetric.com/?size=64&score=14&types=bbbttttt",2020-05-11 00:05:16
186,1,1900-01-01 00:00:00,2200-01-01 00:00:00,186,"The impact of migration and remittances on natural resources in Tajikistan",,"I., Rubinov;Rubinov, I.;Rubinov I.",2016-01-01 00:00:00,"10.17528/cifor/006348","http://www.altmetric.com/details/16306929","https://badges.altmetric.com/?size=64&score=15&types=bttttttt",2020-05-10 23:59:31
187,1,1900-01-01 00:00:00,2200-01-01 00:00:00,187,"The feasibility of local participation in Measuring, Reporting and Verification (PMRV) for REDD+","PLoS ONE","Manuel Boissière;Martin Herold;Stibniati Atmadja;Douglas Sheil",2017-05-11 00:00:00,"10.1371/journal.pone.0176897","http://www.altmetric.com/details/21421791","https://badges.altmetric.com/?size=64&score=14&types=bbbbtttt",2020-05-10 23:59:31
188,1,1900-01-01 00:00:00,2200-01-01 00:00:00,188,"Serosurvey of
                    Coxiella burnetii
                    (Q fever) in Dromedary Camels
                    (Camelus dromedarius)
                    in Laikipia County, Kenya","Zoonoses & Public Health","A. S. Browne;E. M. Fèvre;M. Kinnaird;D. M. Muloi;C. A. Wang;P. S. Larsen;T. O'Brien;S. L. Deem",2017-02-08 00:00:00,"10.1111/zph.12337","http://www.altmetric.com/details/16224602","https://badges.altmetric.com/?size=64&score=13&types=tttttttt",2020-05-10 23:59:32
189,1,1900-01-01 00:00:00,2200-01-01 00:00:00,189,"Nutrition behaviour change communication causes sustained effects on IYCN knowledge in two cluster-randomised trials in Bangladesh","Maternal & Child Nutrition","John Hoddinott;Akhter Ahmed;Naureen I. Karachiwalla;Shalini Roy",2017-08-07 00:00:00,"10.1111/mcn.12498","http://www.altmetric.com/details/24050085","https://badges.altmetric.com/?size=64&score=28&types=bbtttttt",2020-05-10 23:59:32
190,1,1900-01-01 00:00:00,2200-01-01 00:00:00,190,"Modeling Preference and Willingness to Pay for Drought Tolerance (DT) in Maize in Rural Zimbabwe","World Development","Girma T. Kassie;Awudu Abdulai;William H. Greene;Bekele Shiferaw;Tsedeke Abate;Amsal Tarekegne;Chloe Sutcliffe",2017-06-01 00:00:00,"10.1016/j.worlddev.2017.02.008","http://www.altmetric.com/details/17237899","https://badges.altmetric.com/?size=64&score=14&types=bbbbtttt",2020-05-10 23:59:32
191,1,1900-01-01 00:00:00,2200-01-01 00:00:00,191,"Flood risk reduction and flow buffering as ecosystem services &amp;ndash; Part 2: Land use and rainfall intensity effects in Southeast Asia","Hydrology & Earth System Sciences","Meine van Noordwijk;Lisa Tanika;Betha Lusiana",2017-05-05 00:00:00,"10.5194/hess-21-2341-2017","http://www.altmetric.com/details/19872073","https://badges.altmetric.com/?size=64&score=15&types=bbbbtttt",2020-05-10 23:59:32
192,1,1900-01-01 00:00:00,2200-01-01 00:00:00,192,"Flood risk reduction and flow buffering as ecosystem services &ndash; Part 1: Theory on flow persistence, flashiness and base flow","Hydrology & Earth System Sciences","Meine van Noordwijk;Lisa Tanika;Betha Lusiana",2017-05-05 00:00:00,"10.5194/hess-21-2321-2017","http://www.altmetric.com/details/19872540","https://badges.altmetric.com/?size=64&score=14&types=bbbbttff",2020-05-10 23:59:32
193,1,1900-01-01 00:00:00,2200-01-01 00:00:00,193,"Exploiting a constellation of satellite soil moisture sensors for accurate rainfall estimation","Advances in Water Resources","A. Tarpanelli;C. Massari;L. Ciabatta;P. Filippucci;G. Amarnath;L. Brocca",2017-10-01 00:00:00,"10.1016/j.advwatres.2017.08.010","http://www.altmetric.com/details/24262224","https://badges.altmetric.com/?size=64&score=14&types=bbtttttt",2020-05-10 23:59:32
194,1,1900-01-01 00:00:00,2200-01-01 00:00:00,194,"Enhanced sheep fattening with modified feeding and management practices",,"Wamatu, J.;Kiflay, S.M.;Rischkowsky, B.",2017-05-01 00:00:00,,"http://www.altmetric.com/details/20297133","https://badges.altmetric.com/?size=64&score=14&types=bbbbtttt",2020-05-11 00:03:42
195,1,1900-01-01 00:00:00,2200-01-01 00:00:00,195,"Challenges for developing Forest Stewardship Council certification for ecosystem services: How to enhance local adoption?","Ecosystem Services","Sini Savilaakso;Manuel R. Guariguata",2017-12-01 00:00:00,"10.1016/j.ecoser.2017.10.001","http://www.altmetric.com/details/27387095","https://badges.altmetric.com/?size=64&score=13&types=tttttttf",2020-05-10 23:59:32
196,1,1900-01-01 00:00:00,2200-01-01 00:00:00,196,"Adoption of food safety measures on milk production in Nepal: Impact on smallholders’ farm-gate prices and profitability","Food Policy","Anjani Kumar;Ganesh Thapa;Devesh Roy;P.K. Joshi",2017-07-01 00:00:00,"10.1016/j.foodpol.2017.05.002","http://www.altmetric.com/details/20373456","https://badges.altmetric.com/?size=64&score=14&types=mmtttttf",2020-05-10 23:59:32
197,1,1900-01-01 00:00:00,2200-01-01 00:00:00,197,"Urea treatment to improve the nutritive value of crop residues",,"Alkhtib, A.;Wamatu, J.;Rischkowsky, B.",2017-05-01 00:00:00,,"http://www.altmetric.com/details/20103126","https://badges.altmetric.com/?size=64&score=13&types=bbbbbttt",2020-05-11 00:03:32
198,1,1900-01-01 00:00:00,2200-01-01 00:00:00,198,"The rise in Climate-Smart Agriculture strategies, policies, partnerships and investments across the globe",,"Dinesh, Dhanush;Aggarwal, Pramod;Khatri-Chhetri, Arun;Loboguerrero, Ana Maria;Mungai, Catherine;Radeny, Maren;Sebastian, Leocadio;Zougmore, Robert B.",2017-06-06 00:00:00,,"http://www.altmetric.com/details/20939735","https://badges.altmetric.com/?size=64&score=12&types=bttttttt",2020-05-11 00:06:11
199,1,1900-01-01 00:00:00,2200-01-01 00:00:00,199,"The mitigation pillar of Climate-Smart Agriculture (CSA): targets and options",,"Wollenberg, Eva",2017-06-06 00:00:00,,"http://www.altmetric.com/details/20939737","https://badges.altmetric.com/?size=64&score=13&types=bttttttt",2020-05-11 00:06:04
200,1,1900-01-01 00:00:00,2200-01-01 00:00:00,200,"Social Forestry - why and for whom? A comparison of policies in Vietnam and Indonesia","Forest and Society","Moira Moeliono;Pham Thu Thuy;Indah Waty Bong;Grace Yee Wong;Maria Brockhaus",2017-11-27 00:00:00,"10.24259/fs.v1i2.2484","http://www.altmetric.com/details/29550941","https://badges.altmetric.com/?size=64&score=12&types=tttttttf",2020-05-10 23:59:32
201,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201,"Pulse crops with food-feed traits to support livestock productivity",,"Wamatu, J.;Alkhtib, A.;Rischkowsky, B.",2017-05-01 00:00:00,,"http://www.altmetric.com/details/20297134","https://badges.altmetric.com/?size=64&score=13&types=bbbbbttt",2020-05-11 00:04:03
202,1,1900-01-01 00:00:00,2200-01-01 00:00:00,202,"How can we better capture food away from Home? Lessons from India’s linking person-level meal and household-level food data","Food Policy","John L. Fiedler;Suryakant Yadav",2017-10-01 00:00:00,"10.1016/j.foodpol.2017.08.015","http://www.altmetric.com/details/24834707","https://badges.altmetric.com/?size=64&score=13&types=bbtttttt",2020-05-10 23:59:33
203,1,1900-01-01 00:00:00,2200-01-01 00:00:00,203,"Drivers of perceived land tenure (in)security: Empirical evidence from Ghana","Land Use Policy","Hosaena Ghebru;Isabel Lambrecht",2017-07-01 00:00:00,"10.1016/j.landusepol.2017.04.042","http://www.altmetric.com/details/21525712","https://badges.altmetric.com/?size=64&score=12&types=bbtttttt",2020-05-10 23:59:33
204,1,1900-01-01 00:00:00,2200-01-01 00:00:00,204,"Current practices and innovations in smallholder palm oil finance in Indonesia and Malaysia: Long-term financing solutions to promote sustainable supply chains",,"Bronkhorst, E.;Cavallo, E.;van Dorth tot Medler, M.;Klinghammer, S.;Smit, H.H.;Gijsenbergh, A.;van der Laan, C.;Bronkhorst E.;Cavallo E.;van Dorth tot Medler M.;Klinghammer S.;Smit H.H.;Gijsenbergh A.;van der Laan C.",2017-01-01 00:00:00,"10.17528/cifor/006585","http://www.altmetric.com/details/25333833","https://badges.altmetric.com/?size=64&score=13&types=bttttttf",2020-05-10 23:59:33
205,1,1900-01-01 00:00:00,2200-01-01 00:00:00,205,"Closing the gender gap in agriculture under climate change",,"Nyasimi, Mary;Huyer, Sophia",2017-06-06 00:00:00,,"http://www.altmetric.com/details/20939739","https://badges.altmetric.com/?size=64&score=13&types=bttttttt",2020-05-11 00:04:08
206,1,1900-01-01 00:00:00,2200-01-01 00:00:00,206,"Can household-based food consumption surveys be used to make inferences about nutrient intakes and inadequacies? A Bangladesh case study","Food Policy","Celeste Sununtnasuk;John L. Fiedler",2017-10-01 00:00:00,"10.1016/j.foodpol.2017.08.018","http://www.altmetric.com/details/25293791","https://badges.altmetric.com/?size=64&score=13&types=bbtttttt",2020-05-10 23:59:33
207,1,1900-01-01 00:00:00,2200-01-01 00:00:00,207,"Biochar research activities and their relation to development and environmental quality. A meta-analysis","Agronomy for Sustainable Development","Khalid Mehmood;Elizabeth Chávez Garcia;Michael Schirrmann;Brenton Ladd;Claudia Kammann;Nicole Wrage-Mönnig;Christina Siebe;Jose M. Estavillo;Teresa Fuertes-Mendizabal;Mariluz Cayuela;Gilbert Sigua;Kurt Spokas;Annette L. Cowie;Jeff Novak;James A. Ippolito;Nils Borchard",2017-06-06 00:00:00,"10.1007/s13593-017-0430-1","http://www.altmetric.com/details/21144837","https://badges.altmetric.com/?size=64&score=13&types=btttttff",2020-05-10 23:59:33
208,1,1900-01-01 00:00:00,2200-01-01 00:00:00,208,"Beyond zero deforestation in the Brazilian Amazon: Progress and remaining challenges to sustainable cattle intensification",,"Pacheco P.;Piketty M.G.;Poccard-Chapuis R.;Garcia-Drigo I.;El Husny J.C.;Gomes M.;Tourrand J-F.;Pacheco, Pablo;Piketty, Marie-Gabrielle;Poccard-Chapuis, Rene;Garcia-Drigo, Isabel;El Husny, Jamil Chaar;Gomes, Mario;Tourrand, Jean François;Pacheco, P.;Piketty, M.G.;Poccard-Chapuis, R.;Garcia-Drigo, I.;El Husny, J.C.;Gomes, M.;Tourrand, J-F.",2017-01-01 00:00:00,"10.17528/cifor/006394","http://www.altmetric.com/details/20145473","https://badges.altmetric.com/?size=64&score=18&types=bbtttttt",2020-05-10 23:59:33
209,1,1900-01-01 00:00:00,2200-01-01 00:00:00,209,"A thermostable presentation of the live, attenuated peste des petits ruminants vaccine in use in Africa and Asia","Vaccine","Jeffrey C. Mariner;James Gachanja;Sheltone H. Tindih;Philip Toye",2017-06-01 00:00:00,"10.1016/j.vaccine.2017.05.040","http://www.altmetric.com/details/21049265","https://badges.altmetric.com/?size=64&score=327&types=mmmmmmbt",2020-05-10 23:59:33
210,1,1900-01-01 00:00:00,2200-01-01 00:00:00,210,"A guiding manual for the utilization of cultivated oat-vetch and tree Lucerne fodder in the Africa RISING sites of the Ethiopian highlands",,"Bezabih, M.;Mekonnen, Kindu;Adie, A.;Thorne, P.J.",2017-11-15 00:00:00,,"http://www.altmetric.com/details/30654252","https://badges.altmetric.com/?size=64&score=13&types=mmmmbbbb",2020-05-11 00:03:45
211,1,1900-01-01 00:00:00,2200-01-01 00:00:00,211,"What is the evidence that gender affects access to and use of forest assets for food security? A systematic map protocol","Environmental Evidence","Linley Chiwona-Karltun;Ngolia Kimanzu;Jessica Clendenning;Johanna Bergman Lodin;Chad Ellingson;Gun Lidestav;David Mkwambisi;Esther Mwangi;Isilda Nhantumbo;Caroline Ochieng;Gillian Petrokofsky;Murat Sartas",2017-01-16 00:00:00,"10.1186/s13750-016-0080-9","http://www.altmetric.com/details/15518382","https://badges.altmetric.com/?size=64&score=15&types=tttttttd",2020-05-10 23:59:33
212,1,1900-01-01 00:00:00,2200-01-01 00:00:00,212,"What are farmers really planting? Measuring the presence and effectiveness of Bt cotton in Pakistan","PLoS ONE","David J. Spielman;Fatima Zaidi;Patricia Zambrano;Asif Ali Khan;Shaukat Ali;H. Masooma Naseer Cheema;Hina Nazli;Rao Sohail Ahmad Khan;Arshad Iqbal;Muhammad Amir Zia;Ghulam Muhammad Ali",2017-05-04 00:00:00,"10.1371/journal.pone.0176592","http://www.altmetric.com/details/19856467","https://badges.altmetric.com/?size=64&score=12&types=bbtttttt",2020-05-10 23:59:33
213,1,1900-01-01 00:00:00,2200-01-01 00:00:00,213,"Spatio-temporal variability and trends of precipitation and extreme rainfall events in Ethiopia in 1980–2010","Theoretical & Applied Climatology","Sridhar Gummadi;K. P. C. Rao;Jemal Seid;Gizachew Legesse;M. D. M. Kadiyala;Robel Takele;Tilahun Amede;Anthony Whitbread",2017-12-15 00:00:00,"10.1007/s00704-017-2340-1","http://www.altmetric.com/details/30483171","https://badges.altmetric.com/?size=64&score=12&types=bbbbtttt",2020-05-10 23:59:34
214,1,1900-01-01 00:00:00,2200-01-01 00:00:00,214,"Small flame but no fire: Wood fuel in the (Intended) Nationally Determined Contributions of countries in Sub-Saharan Africa",,"Amugune, I.;Cerutti, P.O.;Baral, H.;Leonard, S.;Martius, C.",2017-01-01 00:00:00,"10.17528/cifor/006651","http://www.altmetric.com/details/28939753","https://badges.altmetric.com/?size=64&score=13&types=bttttttt",2020-05-10 23:59:34
215,1,1900-01-01 00:00:00,2200-01-01 00:00:00,215,"Serological and spatial analysis of alphavirus and flavivirus prevalence and risk factors in a rural community in western Kenya","PLoS Neglected Tropical Diseases","Elysse N. Grossi-Soyster;Elizabeth A. J. Cook;William A. de Glanville;Lian F. Thomas;Amy R. Krystosik;Justin Lee;C. Njeri Wamae;Samuel Kariuki;Eric M. Fèvre;A. Desiree LaBeaud",2017-10-17 00:00:00,"10.1371/journal.pntd.0005998","http://www.altmetric.com/details/27572538","https://badges.altmetric.com/?size=64&score=11&types=tttttttt",2020-05-10 23:59:34
216,1,1900-01-01 00:00:00,2200-01-01 00:00:00,216,"Roads to interdisciplinarity – working at the nexus among food systems, nutrition and health","Food Security","F. Picchioni;E. Aurino;L. Aleksandrowicz;M. Bruce;S. Chesterman;P. Dominguez-Salas;Z. Gersten;S. Kalamatianou;C. Turner;J. Yates",2017-02-14 00:00:00,"10.1007/s12571-017-0658-2","http://www.altmetric.com/details/16509893","https://badges.altmetric.com/?size=64&score=12&types=tttttttt",2020-05-10 23:59:34
