pk_id_powb_outcome,version,date_from,date_to,id,"crp_program_outcome_description"
154,1,1900-01-01 00:00:00,2200-01-01 00:00:00,154,"Governments in at least 3 CGIAR countries of collaboration use tools and evidence on the economy-wide factors affecting rural transformation to develop policies that are better targeted towards raising agricultural growth and rural incomes (includes capacity development)"
155,1,1900-01-01 00:00:00,2200-01-01 00:00:00,155,"Earnings of smallholder male and female farmers from specific value chains increase by 20% as a result of interventions in these value chains in 3 CGIAR countries of collaboration (includes capacity development)"
156,1,1900-01-01 00:00:00,2200-01-01 00:00:00,156,"Evidence is used to support changes in trade policy and/or regulations with global and regional implications in 3 instances (includes capacity development)"
157,1,1900-01-01 00:00:00,2200-01-01 00:00:00,157,"Implementation partners in three countries use analysis of approaches to scaling to increase numbers of beneficiaries by 50% in designated projects (includes capacity development)"
158,1,1900-01-01 00:00:00,2200-01-01 00:00:00,158,"New insurance products are being used by smallholder farmers in 3 countries, including 2 CGIAR countries of collaboration (includes capacity development)"
159,1,1900-01-01 00:00:00,2200-01-01 00:00:00,159,"Research and development organizations use PIM tools for value chain analysis and development in 20 instances in 6 CGIAR countries of collaboration (includes capacity development)"
160,1,1900-01-01 00:00:00,2200-01-01 00:00:00,160,"Research and development organizations use PIM tools to address postharvest losses in 10 countries, including 5 CGIAR countries of collaboration (includes capacity development)"
161,1,1900-01-01 00:00:00,2200-01-01 00:00:00,161,"Improved social protection innovations provide food and nutrition benefits to poor households in 3 countries (includes capacity development)"
162,1,1900-01-01 00:00:00,2200-01-01 00:00:00,162,"National social protection programs and policies are modified based on evidence in 4 countries, including 3 CGIAR countries of collaboration (includes capacity development)"
163,1,1900-01-01 00:00:00,2200-01-01 00:00:00,163,"Evidence informs natural resource governance and tenure policy processes/implementation in 12 countries, including 6 CGIAR countries of collaboration (includes capacity development)"
164,1,1900-01-01 00:00:00,2200-01-01 00:00:00,164,"Improved landscape-level governance arrangements are implemented in 6 countries, with more productive and equitable management in at least 2 (includes capacity development)"
165,1,1900-01-01 00:00:00,2200-01-01 00:00:00,165,"Tenure security is improved for beneficiaries in 6 countries, with detailed documentation for 2 (includes capacity development)"
166,1,1900-01-01 00:00:00,2200-01-01 00:00:00,166,"Gender dimensions of policies are strengthened in 4 CGIAR countries of collaboration (includes capacity development)"
167,1,1900-01-01 00:00:00,2200-01-01 00:00:00,167,"National researchers use improved gender research methods in 5 CGIAR countries of collaboration (includes capacity development)"
168,1,1900-01-01 00:00:00,2200-01-01 00:00:00,168,"Women's empowerment in agriculture increases in 3 CGIAR countries of collaboration (includes capacity development)"
169,1,1900-01-01 00:00:00,2200-01-01 00:00:00,169,"Effective public and private delivery systems for seeds of improved rice varieties in six countries (Bangladesh, India, Nepal; Nigeria, Senegal, Tanzania)"
170,1,1900-01-01 00:00:00,2200-01-01 00:00:00,170,"Foresight analyses and priority setting used by RICE and partner scientists to develop and target technology options"
171,1,1900-01-01 00:00:00,2200-01-01 00:00:00,171,"Functional and effective results-based management system for RICE and its partners"
172,1,1900-01-01 00:00:00,2200-01-01 00:00:00,172,"Impacts and adoption of RICE technologies assessed"
173,1,1900-01-01 00:00:00,2200-01-01 00:00:00,173,"Improved role in decision making by women and youth in rice value chains as evidenced by empowerment measures at key action sites"
174,1,1900-01-01 00:00:00,2200-01-01 00:00:00,174,"New cadre of young, well-trained scientists - 30% women - engaged in rice research"
175,1,1900-01-01 00:00:00,2200-01-01 00:00:00,175,"Well-functioning multistakeholder platforms for innovation at six action sites (Bangladesh, India, Nepal; Nigeria, Senegal, Tanzania)"
176,1,1900-01-01 00:00:00,2200-01-01 00:00:00,176,"Diversified enterprise opportunities through upgraded value chains at six action sites (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)"
177,1,1900-01-01 00:00:00,2200-01-01 00:00:00,177,"Functional value chains for improved processing and novel products from rice at six action sites (Bangladesh, Cambodia, Indonesia; Benin, Cote d’Ivoire, Nigeria)"
178,1,1900-01-01 00:00:00,2200-01-01 00:00:00,178,"Income by value-chain actors increased by 10% at six action sites through improved access to financial and other services (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)"
179,1,1900-01-01 00:00:00,2200-01-01 00:00:00,179,"Income by value-chain actors increased by 15% through adoption of at least one of the postharvest or value addition practices or technologies at six action sites (Bangladesh, Cambodia, Indonesia; Benin, Cote d’Ivoire, Nigeria)"
180,1,1900-01-01 00:00:00,2200-01-01 00:00:00,180,"Diversified on-farm diets sourced through diversified farming systems at four action sites (Cote d’Ivoire, Madagascar, Bangladesh, Myanmar) (together with other CRPs)"
181,1,1900-01-01 00:00:00,2200-01-01 00:00:00,181,"Improved management practices that increase input use efficiency by 5% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
182,1,1900-01-01 00:00:00,2200-01-01 00:00:00,182,"Improved management practices that reduce yield gap by 10-15% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
183,1,1900-01-01 00:00:00,2200-01-01 00:00:00,183,"Improved rice management practices that reduce GHG by 5% disseminated at three action sites (Bangladesh, Philippines, Vietnam)"
184,1,1900-01-01 00:00:00,2200-01-01 00:00:00,184,"Options to diversity rice farms with other crops, animals, or trees developed and disseminated at six action sites (Cote d’Ivoire, Madagascar, Tanzania, India, Bangladesh, Myanmar) (together with other CRPs)"
185,1,1900-01-01 00:00:00,2200-01-01 00:00:00,185,"Results of completed farming systems analyses used to focus development activities on key opportunities for adapting to climate risks at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)"
186,1,1900-01-01 00:00:00,2200-01-01 00:00:00,186,"Value chain actors including farmers and service providers using new mechanization options designed to increase women's labor productivity at seven action sites (Nigeria, Senegal, Tanzania, Vietnam, Indonesia, Bangladesh, Myanmar)"
187,1,1900-01-01 00:00:00,2200-01-01 00:00:00,187,"A functional global phenotyping network composed to 30% by non-CRP partners (including self-sponsored), and genetic donors (>10) and ideotypes (2-4) adopted by breeding programs to develop climate-smart rice varieties"
188,1,1900-01-01 00:00:00,2200-01-01 00:00:00,188,"A functional rice data hub providing open access phenotypic and genotypic information and data analysis tools to global users"
189,1,1900-01-01 00:00:00,2200-01-01 00:00:00,189,"At least 5 major QTLs/genes that are stable across environment and management, for all four mega rice environments, are integrated in the respective varietal development pipelines"
190,1,1900-01-01 00:00:00,2200-01-01 00:00:00,190,"Characterized pathogens populations and diversity used to predict varietal deployment for at least 3 major rice diseases"
191,1,1900-01-01 00:00:00,2200-01-01 00:00:00,191,"High quality and high nutritious rice varieties that are preferred by men and women farmers and consumers"
192,1,1900-01-01 00:00:00,2200-01-01 00:00:00,192,"New rice varieties resulting in 1.3 % genetic gain in intensive systems"
193,1,1900-01-01 00:00:00,2200-01-01 00:00:00,193,"Novel tools for precision biotech breeding based on genetic diversity shared open access and globally"
194,1,1900-01-01 00:00:00,2200-01-01 00:00:00,194,"Predicted global rice production risks used to guide development and targeting of climate change-adapted technologies at least for the most vulnerable rice agroecosystems"
195,1,1900-01-01 00:00:00,2200-01-01 00:00:00,195,"Prototype C4 rice lines with increased yield potential available"
196,1,1900-01-01 00:00:00,2200-01-01 00:00:00,196,"Rice diversity in rice gene banks used globally for identification of traits and discovery of new genes"
197,1,1900-01-01 00:00:00,2200-01-01 00:00:00,197,"Rice varieties with 20, 15, 10% reduction in yield loss caused by factors induced by climate change, in mega deltas, rainfed lowlands, and uplands, respectively"
198,1,1900-01-01 00:00:00,2200-01-01 00:00:00,198,"Outcome 1.1: For each RTB crop, populations with at least 3 end-users preferred traits and adapted to 2 targeted regions are available"
199,1,1900-01-01 00:00:00,2200-01-01 00:00:00,199,"Outcome 1.2: Across RTB crops, average 25% reduction of time needed for traits discovery and incorporation into breeding pipelines"
200,1,1900-01-01 00:00:00,2200-01-01 00:00:00,200,"Outcome 1.3: Conservation status of wild relatives and landraces of at least 3 RTB crops improved in 3 key hotspots"
201,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201,"Outcome 1.4: At least 20% of newly developed RTB breeding populations with enhanced resilience to climatic shocks available for testing in FP2"
202,1,1900-01-01 00:00:00,2200-01-01 00:00:00,202,"Outcome 1.5: Collaboration for more effective breeding enhanced through a breeding community of practices including at least 40 stakeholders in 10 countries"
203,1,1900-01-01 00:00:00,2200-01-01 00:00:00,203,"Outcome 1.6: Enhanced capacity in genomic selection and advanced breeding methods of at least 150 R&D partners, of which at least 30% are female, through short and long-term trainings"
204,1,1900-01-01 00:00:00,2200-01-01 00:00:00,204,"Outcome 2.1: 20,000,000 people (4,000,000 HH), of which 50% are women, increased their annual income by increasing RTB sales and diversifying market strategies"
205,1,1900-01-01 00:00:00,2200-01-01 00:00:00,205,"Outcome 2.2: At least 5,000,000 HH increased their annual RTB yield by at least 10%"
206,1,1900-01-01 00:00:00,2200-01-01 00:00:00,206,"Outcome 2.3: Targeted breeding programs increased by 10% the diversity of the genetic base used (e.g. number of banana wild species used as parental lines)"
207,1,1900-01-01 00:00:00,2200-01-01 00:00:00,207,"Outcome 2.4: Annual production of at least one nutrient-rich RTB crop increased by 5-10% in 10 targeted countries"
208,1,1900-01-01 00:00:00,2200-01-01 00:00:00,208,"Outcome 2.5: Capacity to deal with climate risks and extremes increased for at least 1,000,000 HH"
209,1,1900-01-01 00:00:00,2200-01-01 00:00:00,209,"Outcome 2.6: At least 35% increase in number of female and young beneficiaries of at least 500,000 HH perceive to have better control over assets and resources"
210,1,1900-01-01 00:00:00,2200-01-01 00:00:00,210,"Outcome 2.7: Regulatory frameworks for seed production and seed quality control (including QDS) under implementation in10 countries"
211,1,1900-01-01 00:00:00,2200-01-01 00:00:00,211,"Outcome 2.8: Every year, 8,000 R&D stakeholders (50% female) trained through short term programs on designing and implementing smallholder-oriented breeding programs and sustainable seed systems"
212,1,1900-01-01 00:00:00,2200-01-01 00:00:00,212,"Outcome 3.1: In areas affected by pests and diseases, RTB yield restored to previous infection conditions by at least 1,500,000 farmer HH, of which at least 25% are female headed households"
213,1,1900-01-01 00:00:00,2200-01-01 00:00:00,213,"Outcome 3.2: 1,800,000 ha of current RTB production area converted to sustainable cropping systems"
214,1,1900-01-01 00:00:00,2200-01-01 00:00:00,214,"Outcome 3.3: Capacity to deal with climate risks and extremes increased for at least 1,000,000 HH"
215,1,1900-01-01 00:00:00,2200-01-01 00:00:00,215,"Outcome 3.4: New technologies and practices have been equally adopted women and men farmers"
216,1,1900-01-01 00:00:00,2200-01-01 00:00:00,216,"Outcome 3.5: 25 National and 5 regional plant protection agencies with strategies for containment and management under implementation"
217,1,1900-01-01 00:00:00,2200-01-01 00:00:00,217,"Outcome 3.6: Growing number of extension services (governmental org., NGOs and private sector) providing advice on improved ICM and IPDM increased"
218,1,1900-01-01 00:00:00,2200-01-01 00:00:00,218,"Outcome 4.1: 700,000 households, 25% of which are female headed, have increased their income by 15-20% by increasing and diversifying RTB sales (food, feed, industrial raw material and seeds)"
219,1,1900-01-01 00:00:00,2200-01-01 00:00:00,219,"Outcome 4.2: 20,000 small scale processors, 30 % of which are female, reduced water- and energy- related production costs by 15-20% in cassava sector with growing spillover in other RTB crops"
220,1,1900-01-01 00:00:00,2200-01-01 00:00:00,220,"Outcome 4.3: Post-harvest physical and quality losses reduced in at least 10 countries through better post-harvest management, improved storage, and utilization of waste across RTB crops"
221,1,1900-01-01 00:00:00,2200-01-01 00:00:00,221,"Outcome 4.4: Diet quality indices increased by 20% for at least 2,000,000 farmer households and urban/rural consumers"
222,1,1900-01-01 00:00:00,2200-01-01 00:00:00,222,"Outcome 4.5: At least 35% increase in number of women and youth beneficiaries in at least 200,000 HH who perceive to have better control over assets and resources"
223,1,1900-01-01 00:00:00,2200-01-01 00:00:00,223,"Outcome 4.6: Food-based nutrition programs/ initiatives promoting RTB crops under implementation in at least 10 countries"
224,1,1900-01-01 00:00:00,2200-01-01 00:00:00,224,"Outcome 4.7: 60 development-focused organizations, including women's networks and alliances, having increased their capacity for innovation (e.g. enhanced human capital and improved collaboration network in relevant domains) to scale up fuller utilization of RTB"
225,1,1900-01-01 00:00:00,2200-01-01 00:00:00,225,"Outcome 5.1: Income increased by 20% for at least 550,000 HH"
226,1,1900-01-01 00:00:00,2200-01-01 00:00:00,226,"Outcome 5.10: At least 5 partnerships and scaling models tested in a minimum of 5 target countries and adjusted to be fit for purpose"
227,1,1900-01-01 00:00:00,2200-01-01 00:00:00,227,"Outcome 5.2: Whole-farm productivity increased by 25% for at least 1,000,000 HH"
228,1,1900-01-01 00:00:00,2200-01-01 00:00:00,228,"Outcome 5.3: Diet quality indices increased by 20% for at least 300,000 farmer households"
229,1,1900-01-01 00:00:00,2200-01-01 00:00:00,229,"Outcome 5.4: Improved soil management practices adopted on at least 200,000 ha cultivated by smallholder farmers"
230,1,1900-01-01 00:00:00,2200-01-01 00:00:00,230,"Outcome 5.5: Capacity to deal with climate risks and extremes increased for at least 500,000 HH"
231,1,1900-01-01 00:00:00,2200-01-01 00:00:00,231,"Outcome 5.6: At least 35% increase in number of female and young beneficiaries of at least 200,000 HH perceive to have better control over assets and resources"
232,1,1900-01-01 00:00:00,2200-01-01 00:00:00,232,"Outcome 5.7: RTB delivery flagships and at least 55 research and development partner organizations with more gender-responsive planning and implementation processes, reflected in at least 5 additional collaborative arrangements with public sector and civil society organizations supporting gender transformation"
233,1,1900-01-01 00:00:00,2200-01-01 00:00:00,233,"Outcome 5.8: At least 66 cases where RTB crops/technologies are newly included in policies or programs executed by government agencies, NGOs, and/or private sector"
234,1,1900-01-01 00:00:00,2200-01-01 00:00:00,234,"Outcome 5.9: At least 1,500 research/development staff in RTB and in mixed-type partner organizations across prime target countries with strengthened research and innovation capacities including gender-responsive and transformative research"
235,1,1900-01-01 00:00:00,2200-01-01 00:00:00,235,"1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies"
236,1,1900-01-01 00:00:00,2200-01-01 00:00:00,236,"1.8 National and regional policy makers improved policy-making and increased investment based on evidence"
237,1,1900-01-01 00:00:00,2200-01-01 00:00:00,237,"1.9 Last mile provider (extension partners, farmers organizations, community-based organizations, private sector) increased access and promotion of technologies to farmers"
238,1,1900-01-01 00:00:00,2200-01-01 00:00:00,238,"2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products, 2.5 Breeders develop improved varieties more efficiently through greater access and use of documented germplasm and tools"
239,1,1900-01-01 00:00:00,2200-01-01 00:00:00,239,"3.2 Partner breeding teams increased multidisciplinary and multi-institutional collaboration & 3.4"
240,1,1900-01-01 00:00:00,2200-01-01 00:00:00,240,"3.3 Partner breeding teams improved breeding processes by adopting new technologies, methodologies, approaches and genetic resources"
241,1,1900-01-01 00:00:00,2200-01-01 00:00:00,241,"3.6 National regulators of crop variety release improved enabling environment to speeding-up release of improved varieties"
242,1,1900-01-01 00:00:00,2200-01-01 00:00:00,242,"3.7 Extension partners increased access and promotion of adoption of improved varieties to farmers, and increased investment in emerging private sector circumstances & 3.8 farmer organizations increased access … & 3.12 Non-and-subsistence farmers adopted improved varieties"
243,1,1900-01-01 00:00:00,2200-01-01 00:00:00,243,"4.4 NARS increased use of participatory approach in system research & 4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices."
244,1,1900-01-01 00:00:00,2200-01-01 00:00:00,244,"4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products"
245,1,1900-01-01 00:00:00,2200-01-01 00:00:00,245,"4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with crosscutting sub-IDO)."
246,1,1900-01-01 00:00:00,2200-01-01 00:00:00,246,"1.1 Better informed landscape restoration policies, approaches and interventions"
247,1,1900-01-01 00:00:00,2200-01-01 00:00:00,247,"1.2 Policies, strategies, and interventions investing in practices that rehabilitate or protect soil fertility and soil carbon"
248,1,1900-01-01 00:00:00,2200-01-01 00:00:00,248,"1.3 Strengthen approaches to the monitoring and evaluation of land restoration and the assessment of land degradation risks"
249,1,1900-01-01 00:00:00,2200-01-01 00:00:00,249,"2.1 Policy and practice informed by more effective agricultural land and water management solutions and investment options"
250,1,1900-01-01 00:00:00,2200-01-01 00:00:00,250,"2.2. Improved management of new and revitalized medium to large scale irrigation schemes"
251,1,1900-01-01 00:00:00,2200-01-01 00:00:00,251,"3.1. Increased capacity and evidence for male and female stakeholders and policy makers to implement urban and peri-urban agriculture (UPA) related policies and farming system innovations"
252,1,1900-01-01 00:00:00,2200-01-01 00:00:00,252,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro- industrial waste for intensified food crop production"
253,1,1900-01-01 00:00:00,2200-01-01 00:00:00,253,"4.1. Risks associated with water variability mitigated"
254,1,1900-01-01 00:00:00,2200-01-01 00:00:00,254,"4.2. Uptake of solutions and investment options better able to address tradeoffs across competing water-energy-food needs"
255,1,1900-01-01 00:00:00,2200-01-01 00:00:00,255,"5.1: Decision makers are better able to access relevant evidence, tools and expertise to design and manage natural resource management (NRM) and agriculture programs that deliver more effectively against multiple SDG targets across scales"
256,1,1900-01-01 00:00:00,2200-01-01 00:00:00,256,"5.2: NRM and agricultural development programs that apply WLE approaches and use tools are more cost-effective and avoid negative trade-offs between SDGs across scales"
257,1,1900-01-01 00:00:00,2200-01-01 00:00:00,257,"Outcome 1.1 Partners and other CRPs incorporate nutrition, health and gender in agri-food value chains and food systems programs"
258,1,1900-01-01 00:00:00,2200-01-01 00:00:00,258,"Outcome 1.2 Partners, including value chain actors, use evidence from impact evaluations when making operational and investment decisions"
259,1,1900-01-01 00:00:00,2200-01-01 00:00:00,259,"Outcome 1.3 Public-private partnerships formed to promote implementation of A4NH strategies for agri-food value chain/food system innovations"
260,1,1900-01-01 00:00:00,2200-01-01 00:00:00,260,"Outcome 1.4 Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda"
261,1,1900-01-01 00:00:00,2200-01-01 00:00:00,261,"Outcome 2.1 High-yielding micronutrient enhanced varieties developed and released in priority countries"
262,1,1900-01-01 00:00:00,2200-01-01 00:00:00,262,"Outcome 2.2 Biofortification mainstreamed into CGIAR and NARS breeding efforts"
263,1,1900-01-01 00:00:00,2200-01-01 00:00:00,263,"Outcome 2.3 High-yielding micronutrient enhanced varieties delivered at scale in priority countries"
264,1,1900-01-01 00:00:00,2200-01-01 00:00:00,264,"Outcome 2.4 Evidence on nutritional efficacy and impact informs value chain actors, as well as national and international investors"
265,1,1900-01-01 00:00:00,2200-01-01 00:00:00,265,"Outcome 2.5 Biofortification supported by global institutions and incorporated into plans and policies by stakeholders"
266,1,1900-01-01 00:00:00,2200-01-01 00:00:00,266,"Outcome 3.1 Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches"
267,1,1900-01-01 00:00:00,2200-01-01 00:00:00,267,"Outcome 3.2 Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use"
268,1,1900-01-01 00:00:00,2200-01-01 00:00:00,268,"Outcome 3.3 Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use"
269,1,1900-01-01 00:00:00,2200-01-01 00:00:00,269,"Outcome 4.1 Development program implementers and investors (governments, NGOs, UN institutions) use evidence, tools and methods to design and implement cost-effective nutrition-sensitive agricultural programs at scale"
270,1,1900-01-01 00:00:00,2200-01-01 00:00:00,270,"Outcome 4.2 Researchers and evaluators, including in CGIAR and other CRPs, use evidence, tools and methods to design high-quality evaluations of a range of nutrition-sensitive agricultural and other multisectoral programs, and continue to build evidence"
271,1,1900-01-01 00:00:00,2200-01-01 00:00:00,271,"Outcome 4.3 Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies"
272,1,1900-01-01 00:00:00,2200-01-01 00:00:00,272,"Outcome 4.4 National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation"
273,1,1900-01-01 00:00:00,2200-01-01 00:00:00,273,"Outcome 4.5 Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation."
274,1,1900-01-01 00:00:00,2200-01-01 00:00:00,274,"Outcome 5.1 Agricultural practices modified to reduce health risks"
275,1,1900-01-01 00:00:00,2200-01-01 00:00:00,275,"Outcome 5.2 Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats"
276,1,1900-01-01 00:00:00,2200-01-01 00:00:00,276,"Outcome 5.3 Public and private sector policymakers implement measures to reduce human and animal health risks from antimicrobial resistance and other interactions"
277,1,1900-01-01 00:00:00,2200-01-01 00:00:00,277,"Outcome 5.4 Agricultural research and funding institutions initiate collaboration with public health counterparts to solve complex intersectoral problems"
278,1,1900-01-01 00:00:00,2200-01-01 00:00:00,278,"M1 Outcome: 1.1. A demand-driven analytics environment is available"
279,1,1900-01-01 00:00:00,2200-01-01 00:00:00,279,"M1 Outcome: 1.2. CGIAR resources are discoverable and reused"
280,1,1900-01-01 00:00:00,2200-01-01 00:00:00,280,"M1 Outcome: 1.3. Standards and semantics are utilized to enable FAIR (Findable, Accessible, Interoperable and Reusable) agricultural data"
281,1,1900-01-01 00:00:00,2200-01-01 00:00:00,281,"M1 Outcome: 1.4. Enhance capacity, catalyze culture change to further CGIAR OA/OD compliance and public goods mandate"
282,1,1900-01-01 00:00:00,2200-01-01 00:00:00,282,"M2 Outcome: 2.1. CGIAR is more broadly engaged in big data community"
283,1,1900-01-01 00:00:00,2200-01-01 00:00:00,283,"M2 Outcome: 2.2. CGIAR increases its capacity to work on priority topics more quickly, more effectively and at greater scale"
284,1,1900-01-01 00:00:00,2200-01-01 00:00:00,284,"M2 Outcome: 2.3. CGIAR develops as a learning organization"
285,1,1900-01-01 00:00:00,2200-01-01 00:00:00,285,"M3 Outcome: 3.1 CGIAR shows how data-driven approaches yield results in poverty reduction, enhanced nutrition or environmental benefits"
286,1,1900-01-01 00:00:00,2200-01-01 00:00:00,286,"FP1 Outcome: # of countries/states where CCAFS priority setting used to target and implement interventions to improve food and nutrition security under a changing climate"
287,1,1900-01-01 00:00:00,2200-01-01 00:00:00,287,"FP1 Outcome: # of national/state organizations and institutions adapting their plans and directing investment to increase women's access to, and control over, productive assets and resources"
288,1,1900-01-01 00:00:00,2200-01-01 00:00:00,288,"FP1 Outcome: # of organizations and institutions in selected countries/states adapting plans and directing investment to optimize consumption of diverse nutrient-rich foods, with all plans and investments examined for their gender implications"
289,1,1900-01-01 00:00:00,2200-01-01 00:00:00,289,"FP1 Outcome: # of policy decisions taken (in part) based on engagement and information dissemination by CCAFS"
290,1,1900-01-01 00:00:00,2200-01-01 00:00:00,290,"FP1 Outcome: $ USD new investments by state, national, regional and global agencies, informed by CCAFS science and engagement"
291,1,1900-01-01 00:00:00,2200-01-01 00:00:00,291,"FP2 Outcome: # policy decisions taken (in part) based on engagement and information dissemination by CCAFS"
292,1,1900-01-01 00:00:00,2200-01-01 00:00:00,292,"FP2 Outcome: 15 development organizations, with the focus on investments for CSA activities, adapting their plans or directing investment to increase women's access to, and control over, productive assets and resources."
293,1,1900-01-01 00:00:00,2200-01-01 00:00:00,293,"FP2 Outcome: 15 sub-national public/private initiatives providing access to novel financial services and supporting innovative CSA business models"
294,1,1900-01-01 00:00:00,2200-01-01 00:00:00,294,"FP2 Outcome: 50 site-specific targeted CSA options (technologies, practices and services) tested and examined for their gender implications"
295,1,1900-01-01 00:00:00,2200-01-01 00:00:00,295,"FP2 Outcome: 6 million farm households receiving incentives (training, financial, programmatic, policy-related) for adopting CSA related practices and technologies that potentially reduce production risks with increased benefits for women"
296,1,1900-01-01 00:00:00,2200-01-01 00:00:00,296,"FP3 Outcome: # of agricultural development initiatives where CCAFS science is used to target and implement interventions to increase input efficiency"
297,1,1900-01-01 00:00:00,2200-01-01 00:00:00,297,"FP3 Outcome: # of low emissions plans developed that have significant mitigation potential for 2030, i.e. will contribute to at least 5% GHG emissions reduction or reach at least 10,000 farmers, with all plans examined for their gender implications"
298,1,1900-01-01 00:00:00,2200-01-01 00:00:00,298,"FP3 Outcome: # of organizations adapting their plans or directing investment to increase women's participation in decision-making about LED in agriculture"
299,1,1900-01-01 00:00:00,2200-01-01 00:00:00,299,"FP3 Outcome: # of policy decisions taken (in part) based on engagement and information dissemination by CCAFS"
300,1,1900-01-01 00:00:00,2200-01-01 00:00:00,300,"FP4 Outcome: # of policy decisions taken (in part) based on engagement and information dissemination by CCAFS"
301,1,1900-01-01 00:00:00,2200-01-01 00:00:00,301,"FP4 Outcome: $ USD new investments by state, national, regional and global agencies, informed by CCAFS science and engagement"
302,1,1900-01-01 00:00:00,2200-01-01 00:00:00,302,"FP4 Outcome: 20 of development organizations adapting their plans and directing investment to increase women's access to, and control over, productive assets and resources through gender-sensitive climate-based advisories and safety nets"
303,1,1900-01-01 00:00:00,2200-01-01 00:00:00,303,"FP4 Outcome: 40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks"
304,1,1900-01-01 00:00:00,2200-01-01 00:00:00,304,"FP4 Outcome: 8 of million farm households with improved access to capital, with increased benefits for women (millions)"
305,1,1900-01-01 00:00:00,2200-01-01 00:00:00,305,"Creation of clear product profiles, a stage gate process """"from breeding cross-to-farm"""", and appropriate breeding schemes commensurate with level of investment, best practices and tools available results in accelerated breeding cycles and rates of genetic gain per unit time that are 25% greater than current approaches."
306,1,1900-01-01 00:00:00,2200-01-01 00:00:00,306,"Increased rates of genetic gain through use of best practices, optimization of breeding strategy and more effective use of resources (time, finances)."
307,1,1900-01-01 00:00:00,2200-01-01 00:00:00,307,"Efficient and effective application of genomic technology, including better targeted genotypic data in breeding supports larger, more cost-effective programs and is mainstreamed within AFS networks, in order to accelerate the rate of genetic gain delivered in farmers' fields."
308,1,1900-01-01 00:00:00,2200-01-01 00:00:00,308,"Lower-cost, better targeted phenotypic data supports larger, more cost-effective programs."
309,1,1900-01-01 00:00:00,2200-01-01 00:00:00,309,"Bioinformatics tools that support automation, data integration and decision making are fully integrated for use in AFS breeding networks"
310,1,1900-01-01 00:00:00,2200-01-01 00:00:00,310,"Originally part of Module 2's 2022 Outcome: Increased rates of genetic gain through use of best practices, optimization of breeding strategy and more effective use of resources (time, finances)."
311,1,1900-01-01 00:00:00,2200-01-01 00:00:00,311,"Outcome 1.1: 1.5 million households have access to and are using our selectively improved, faster growing and more resilient strains of tilapia and carp seed"
312,1,1900-01-01 00:00:00,2200-01-01 00:00:00,312,"Outcome 1.2: 2.5 million households have adopted disease detection and control strategies, cost-effective and sustainable aqua-feeds and/or improved aquaculture management practices"
313,1,1900-01-01 00:00:00,2200-01-01 00:00:00,313,"Outcome 1.3: 4.8 million metric tons of annual farmed fish production with reduced environmental impact and increased resource-use efficiency (measured by 20% reduction in GHG emissions and 10% increase in water and nutrient-use efficiency)"
314,1,1900-01-01 00:00:00,2200-01-01 00:00:00,314,"Outcome 1.4: 2.3 million poor people (of which 50% are women) access improved livelihood opportunities resulting from increased aquaculture production and associated value chains and enterprise development."
315,1,1900-01-01 00:00:00,2200-01-01 00:00:00,315,"Outcome 2.1: 1 million fishery-dependent households have reduced poverty as a result of adopting improved fisheries management"
316,1,1900-01-01 00:00:00,2200-01-01 00:00:00,316,"Outcome 2.2: 1.2 million people, of which 50% are women, assisted to exit poverty through livelihood improvements"
