pk_id_publication_info,version,date_from,date_to,id,"title","citation","Journal",year,"authors",is_ISI_journal,is_open_access,"pk","volume","issue","pages","DOI","Handle","deliverable_group"
719,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000220,"Gender gaps in landownership across and within households in four Asian countries","Kieran, Caitlin; Sproule, Kathryn; Quisumbing, Agnes R.; and Doss, Cheryl R. 2017. Gender gaps in landownership across and within households in four Asian countries. Land Economics 93 (2): 342-370. https://doi.org/10.3368/le.93.2.342 ","Land Economics 93 (2): 342-370",2017,"Kieran, Caitlin; Sproule, Kathryn; Quisumbing, Agnes R.; and Doss, Cheryl R",1,0,"201700000220_12",,,,"https://doi.org/10.3368/le.93.2.342",,"201700000220"
720,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000221,"Agricultural household effects of fertilizer price changes for smallholder farmers in central Malawi","Komarek, Adam M.; Drogue, Sophie; Chenoune, Roza; Hawkins, James; Msangi, Siwa; Belhouchette, Hatem; and Flichman, Guillermo. 2017. Agricultural household effects of fertilizer price changes for smallholder farmers in central Malawi. Agricultural Sys...","Agricultural Systems 154(June 2017): 168-178",2017,"Komarek, Adam M.; Drogue, Sophie; Chenoune, Roza; Hawkins, James; Msangi, Siwa; Belhouchette, Hatem; and Flichman, Guillermo",1,0,"201700000221_12",,,,"https://doi.org/10.1016/j.agsy.2017.03.016",,"201700000221"
721,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000222,"Income implications of political capital and agricultural land use in western China","Komarek, Adam M.; Spoor, Max; Feng, Shuyi; and Shi, Xiaoping. 2017. Income implications of political capital and agricultural land use in western China. China Agricultural Economic Review 9 (1): 93 - 110. http://dx.doi.org/10.1108/CAER-03-2015-0030 ","China Agricultural Economic Review 9 (1): 93 - 110",2017,"Komarek, Adam M.; Spoor, Max; Feng, Shuyi; and Shi, Xiaoping",1,0,"201700000222_12",,,,"http://dx.doi.org/10.1108/CAER-03-2015-0030",,"201700000222"
722,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000223,"Seeing is believing? Evidence from an extension network experiment","Kondylis, Florence; Mueller, Valerie; and Zhu, Siyao Jessica. 2017. Seeing is believing? Evidence from an extension network experiment. Journal of Development Economics 125(March 2017): 1-20. http://dx.doi.org/10.1016/j.jdeveco.2016.10.004 ","Journal of Development Economics 125(March 2017): 1-20",2017,"Kondylis, Florence; Mueller, Valerie; and Zhu, Siyao Jessica",1,1,"201700000223_12",,,,"http://dx.doi.org/10.1016/j.jdeveco.2016.10.004",,"201700000223"
723,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000224,"Aspirations and the role of social protection: evidence from a natural disaster in rural Pakistan","Kosec, Katrina; and Mo, Cecilia Hyunjung. 2017. Aspirations and the role of social protection: evidence from a natural disaster in rural Pakistan. World Development 97(September 2017): 49-66. https://doi.org/10.1016/j.worlddev.2017.03.039 ","World Development 97(September 2017): 49-66",2017,"Kosec, Katrina; and Mo, Cecilia Hyunjung",1,1,"201700000224_12",,,,"https://doi.org/10.1016/j.worlddev.2017.03.039",,"201700000224"
724,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000225,"An economic valuation of ecosystem services based on perceptions of rural Ethiopian communities","Krause, Marlen S.; Nkonya, Ephraim M.; and Griess, Verena C. 2017. An economic valuation of ecosystem services based on perceptions of rural Ethiopian communities. Ecosystem Services 26 (A): 37-44. https://doi.org/10.1016/j.ecoser.2017.06.002 ","Ecosystem Services 26 (A): 37-44",2017,"Krause, Marlen S; Nkonya, Ephraim M; and Griess, Verena C",1,0,"201700000225_12",,,,"https://doi.org/10.1016/j.ecoser.2017.06.002",,"201700000225"
725,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000226,"Addressing gender in agricultural research for development in the face of a changing climate: Where are we and where should we be going?","Kristjanson, Patricia; Bryan, Elizabeth; Bernier, Quinn; Twyman, Jennifer; Meinzen-Dick, Ruth Suseela; Kieran, Caitlin; Ringler, Claudia; Jost, Christine; and Doss, Cheryl. 2017. Addressing gender in agricultural research for development in the face of...","International Journal of Agricultural Sustainability 15(5): 482-500",2017,"Kristjanson, Patricia; Bryan, Elizabeth; Bernier, Quinn; Twyman, Jennifer; Meinzen-Dick, Ruth Suseela; Kieran, Caitlin; Ringler, Claudia; Jost, Christine; and Doss, Cheryl",1,1,"201700000226_12",,,,"http://www.tandfonline.com/doi/full/10.1080/14735903.2017.1336411",,"201700000226"
726,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000227,"Food consumption pattern and dietary diversity in Nepal: Implications for nutrition security","Kumar, Anjani; Kumar, Praduman; and Joshi, Pramod Kumar. 2017. Food consumption pattern and dietary diversity in Nepal: Implications for nutrition security. Indian Journal of Human Development 10(3): 1-17: http://journals.sagepub.com/doi/full/10.1177/...","Indian Journal of Human Development 10(3): 1-17",2017,"Kumar, Anjani; Kumar, Praduman; and Joshi, Pramod Kumar",0,0,"201700000227_12",,,,"http://journals.sagepub.com/doi/full/10.1177/0973703017698899",,"201700000227"
727,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000228,"Can better governance improve food security? An assessment of the public food distribution system in Odisha, India","Kumar, Anjani; Parappurathu, Shinoj; Babu Suresh Chandra; and Joshi, Pramod Kumar. 2017. Can better governance improve food security? An assessment of the public food distribution system in Odisha, India. Food Security 9(6): 1433-1445. https://doi.o...","Food Security 9(6): 1433-1445",2017,"Kumar, Anjani; Parappurathu, Shinoj; Babu Suresh Chandra; and Joshi, Pramod Kumar",1,0,"201700000228_12",,,,"https://doi.org/10.1007/s12571-017-0736-5",,"201700000228"
728,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000229,"Adoption of food safety measures on milk production in Nepal: Impact on smallholders’ farm-gate prices and profitability","Kumar, Anjani; Thapa, Ganesh; Roy, Devesh; and Joshi, Pramod Kumar. 2017. Adoption of food safety measures on milk production in Nepal: Impact on smallholders’ farm-gate prices and profitability. Food Policy 70: 13-26: http://www.sciencedirect.com/s...","Food Policy 70: 13-26",2017,"Kumar, Anjani; Thapa, Ganesh; Roy, Devesh; and Joshi, Pramod Kumar",1,0,"201700000229_12",,,,"http://www.sciencedirect.com/science/article/pii/S0306919216302792",,"201700000229"
729,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000230,"Measuring the impacts of global trade reform with optimal aggregators of distortions","Laborde Debucquet, David; Martin, Will; and van der Mensbrugghe, Dominique. 2017.  Measuring the impacts of global trade reform with optimal aggregators of distortions. Review of International Economics 25 (2) pp. 403-425: https://dx.doi.org/10.111...","Review of International Economics 25 (2) pp",-22,"Laborde Debucquet, David; Martin, Will; and van der Mensbrugghe, Dominique",1,1,"201700000230_12",,,,"https://dx.doi.org/10.1111/roie.12271",,"201700000230"
730,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000231,"Delivery of iron-fortified yoghurt, through a dairy value chain program, increases hemoglobin concentration among children 24 to 59 months old in northern Senegal: A cluster-randomized control trial","Le Port, Agnès; Bernard, Tanguy; Hidrobo, Melissa; Birba, Ousmane; Rawat, Rahul; and Ruel, Marie T. 2017. Delivery of iron-fortified yoghurt, through a dairy value chain program, increases hemoglobin concentration among children 24 to 59 months old in ...","PLoS One 12(2): e0172198",2017,"Le Port, Agnès; Bernard, Tanguy; Hidrobo, Melissa; Birba, Ousmane; Rawat, Rahul; and Ruel, Marie T",1,1,"201700000231_12",,,,"http://dx.doi.org/10.1371/journal.pone.0172198",,"201700000231"
731,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000232,"The interplay of production commercialisation and specialization: An empirical study on Chinese smallholders","Li, Lihua; Varua, Maria Estela; Komarek, Adam M.; Shankar, Sriram; and Bellotti, William D. 2017. The interplay of production commercialisation and specialization: An empirical study on Chinese smallholders. China Agricultural Economic Review 9(4): ...","China Agricultural Economic Review 9(4): 504-521",2017,"Li, Lihua; Varua, Maria Estela; Komarek, Adam M.; Shankar, Sriram; and Bellotti, William D.",1,0,"201700000232_12",,,,"https://doi.org/10.1108/CAER-08-2016-0122",,"201700000232"
732,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000233,"Irrigation, risk aversion, and water right priority under water supply uncertainty","Li, Man; Xu, Wenchao; and Rosegrant, Mark W. Irrigation, risk aversion, and water right priority under water supply uncertainty. 2017. Water Resources Research 53(9): 7885-7903. http://dx.doi.org/10.1002/2016WR019779 ","Water Resources Research 53(9): 7885-7903",2017,"Li, Man; Xu, Wenchao; and Rosegrant, Mark W",1,1,"201700000233_12",,,,"http://dx.doi.org/10.1002/2016WR019779",,"201700000233"
733,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000234,"From ORYZA2000 to ORYZA (v3): An improved simulation model for rice in drought and nitrogen-deficient environments","Li, Tao; Angeles, Olivyn; Marcaida, Manuel; Manalo, Emmali; Manalili, Mervin Pogs; Radanielson, Ando; and Mohanty, Samarendu. 2017. From ORYZA2000 to ORYZA (v3): An improved simulation model for rice in drought and nitrogen-deficient environments. ...","Agricultural and Forest Meteorology 237 (2017): 246-256",2017,"Li, Tao; Angeles, Olivyn; Marcaida, Manuel; Manalo, Emmali; Manalili, Mervin Pogs; Radanielson, Ando; and Mohanty, Samarendu",1,1,"201700000234_12",,,,"http://dx.doi.org/10.1016/j.agrformet.2017.02.025",,"201700000234"
734,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000235,"A synergy cropland of China by fusing multiple existing maps and statistics","Lu, Miao; Wu, Wenbin; You, Liangzhi; Chen, Di; Zhang, Li; Yang, Peng; and Tang, Huajun. 2017. A synergy cropland of China by fusing multiple existing maps and statistics. Sensors 17(7): 1613. http://dx.doi.org/10.3390/s17071613 ","Sensors 17(7): 1613",2017,"Lu, Miao; Wu, Wenbin; You, Liangzhi; Chen, Di; Zhang, Li; Yang, Peng; and Tang, Huajun",1,1,"201700000235_12",,,,"http://dx.doi.org/10.3390/s17071613",,"201700000235"
735,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000236,"Using cognitive interviewing to improve the Women’s Empowerment in Agriculture Index survey instruments: Evidence from Bangladesh and Uganda","Malapit, Hazel Jean L.; Sproule, Kathryn; and Kovarik, Chiara. 2017. Using cognitive interviewing to improve the Women’s Empowerment in Agriculture Index survey instruments: Evidence from Bangladesh and Uganda. Agri-Gender 2(2): 1-22. https://doi.or...","Agri-Gender 2(2): 1-22",2017,"Malapit, Hazel Jean L.; Sproule, Kathryn; and Kovarik, Chiara",0,1,"201700000236_12",,,,"https://doi.org/10.19268/JGAFS.222017.1",,"201700000236"
736,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000237,"Fisheries’ property regimes and environmental outcomes: A realist synthesis review","McLain, Rebecca; Lawry, Steven; and Ojanen, Maria. 2018. Fisheries’ property regimes and environmental outcomes: A realist synthesis review. World Development 102(2018): 213-227. Available online 5 November 2017. https://doi.org/10.1016/j.worlddev.2...","World Development 102(2018): 213-227. Available online 5 November 2017",2017,"McLain, Rebecca; Lawry, Steven; and Ojanen, Maria",1,1,"201700000237_12",,,,"https://doi.org/10.1016/j.worlddev.2017.09.016",,"201700000237"
737,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000238,"Women's land rights as a pathway to poverty reduction: Framework and review of available evidence","Meinzen-Dick, Ruth Suseela; Quisumbing, Agnes R.; Doss, Cheryl; and Theis, Sophie. Women's land rights as a pathway to poverty reduction: Framework and review of available evidence. Agricultural Systems. Article in press. First published online on Novem...","Agricultural Systems. Article in press. First published online on November 8, 2017",2017,"Meinzen-Dick, Ruth Suseela; Quisumbing, Agnes R; Doss, Cheryl; and Theis, Sophie",1,1,"201700000238_12",,,,"https://doi.org/10.1016/j.agsy.2017.10.009",,"201700000238"
738,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000239,"Can Agricultural Traders be Trusted? Evidence from Coffee in Ethiopia","Minten, Bart; Assefa, Thomas Woldu; and Hirvonen, Kalle. Can Agricultural Traders be Trusted? Evidence from Coffee in Ethiopia. World Development 90(February 2017): 77 - 88. http://dx.doi.org/10.1016/j.worlddev.2016.08.018 ","World Development 90(February 2017): 77 - 88",2017,"Minten, Bart; Assefa, Thomas Woldu; and Hirvonen, Kalle",1,0,"201700000239_12",,,,"http://dx.doi.org/10.1016/j.worlddev.2016.08.018",,"201700000239"
739,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000240,"Coffee value chains on the move: Evidence in Ethiopia","Minten, Bart; Dereje, Mekdim; Engida, Ermias; and Kuma, Tadesse. Coffee value chains on the move: Evidence in Ethiopia. Food Policy. Article in Press. First published online on August 5, 2017: https://doi.org/10.1016/j.foodpol.2017.07.012 ","Food Policy. Article in Press. First published online on August 5, 2017",2017,"Minten, Bart; Dereje, Mekdim; Engida, Ermias; and Kuma, Tadesse",1,0,"201700000240_12",,,,"https://doi.org/10.1016/j.foodpol.2017.07.012",,"201700000240"
740,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000241,"How comparable are cross-country data on agricultural public expenditures?","Mogues, Tewodaj; and Anson, Richard. 2018. How comparable are cross-country data on agricultural public expenditures? Global Food Security 16(March 2018): 46-53. Available online 22 September 2017 https://doi.org/10.1016/j.gfs.2017.09.001 ","Global Food Security 16(March 2018): 46-53. Available online 22 September 2017",2017,"Mogues, Tewodaj; and Anson, Richard",1,1,"201700000241_12",,,,"https://doi.org/10.1016/j.gfs.2017.09.001",,"201700000241"
741,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000242,"Analysing pig traders in Uganda: sampling issues, marketing activities, and constraint analysis","Mtimet, Nadhem; Baker, Derek; Ouma, Emily. Analysing pig traders in Uganda: sampling issues, marketing activities, and constraint analysis. Development in Practice. First available October 23, 2017. https://doi.org/10.1080/09614524.2017.1363873 ","Development in Practice. First available October 23, 2017",2017,"Mtimet, Nadhem; Baker, Derek; Ouma, Emily",0,0,"201700000242_12",,,,"https://doi.org/10.1080/09614524.2017.1363873",,"201700000242"
742,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000243,"Filling the legal void? Impacts of a community-based legal aid program on women’s land-related knowledge, attitudes, and practices","Mueller, Valerie; Billings, Lucy; Mogues, Tewodaj; Peterman, Amber; Wineman, Ayala. Filling the legal void? Impacts of a community-based legal aid program on women’s land-related knowledge, attitudes, and practices. Oxford Development Studies. Publishe...","Oxford Development Studies. Published online: 19 Dec 2017",2017,"Mueller, Valerie; Billings, Lucy; Mogues, Tewodaj; Peterman, Amber; Wineman, Ayala",0,0,"201700000243_12",,,,"https://doi.org/10.1080/13600818.2017.1414174",,"201700000243"
743,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000244,"Tracking agricultural spending when government structures and   accounting systems change: The case of Malawi","Mwabutwa, Chance; and Pauw, Karl. 2017. Tracking agricultural spending when government structures and   accounting systems change: The case of Malawi. African Journal of Agricultural and Resource Economics 12(2): 111-124. http://www.afjare.org/resour...","African Journal of Agricultural and Resource Economics 12(2): 111-124",2017,"Mwabutwa, Chance; and Pauw, Karl",0,0,"201700000244_12",,,,"http://www.afjare.org/resources/issues/vol_12_no2/2.%20Mwabutwa%20Pauw.pdf",,"201700000244"
744,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000245,"The “Discouraged Worker Effect” in public works programs: Evidence from the MGNREGA in India","Narayanan, Sudha; Das, Upasak; Liu, Yanyan; and Barrett, Christopher B. 2017. The “Discouraged Worker Effect” in public works programs: Evidence from the MGNREGA in India. World Development 100(December 2017): 31-44. https://doi.org/10.1016/j.world...","World Development 100(December 2017): 31-44",2017,"Narayanan, Sudha; Das, Upasak; Liu, Yanyan; and Barrett, Christopher B",1,0,"201700000245_12",,,,"https://doi.org/10.1016/j.worlddev.2017.07.024",,"201700000245"
745,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000246,"Approaches and tools for inclusive value chain development: lessons from Uganda for improved impact","Naziri, Diego; Mayanja, Sarah; Ssemwanga, James; and Donovan, Jason. 2017. Approaches and tools for inclusive value chain development: lessons from Uganda for improved impact. Enterprise Development and Microfinance 28(4): 323-341. https://doi.org/1...","Enterprise Development and Microfinance 28(4): 323-341",2017,"Naziri, Diego; Mayanja, Sarah; Ssemwanga, James; and Donovan, Jason",0,1,"201700000246_12",,,,"https://doi.org/10.3362/1755-1986.00036",,"201700000246"
746,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000247,"Women's participation in high value agricultural commodity chains in Kenya: Strategies for closing the gender gap","Oduol, Judith; Mithöfer, Dagmar; Place, Frank M.; Nang'ole, Eddah; Olwande, John; Kirimi, Lilian; Mathenge, Mary. 2017. Women's participation in high value agricultural commodity chains in Kenya: Strategies for closing the gender gap. Journal of R...","Journal of Rural Studies 50(February 2017): 228-239",2017,"Oduol, Judith; Mithöfer, Dagmar; Place, Frank M.; Nang'ole, Eddah; Olwande, John; Kirimi, Lilian; Mathenge, Mary",1,0,"201700000247_12",,,,"https://doi.org/10.1016/j.jrurstud.2017.01.005",,"201700000247"
747,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000248,"Scaling up agricultural innovation for inclusive livelihood and productivity outcomes in sub-Saharan Africa: The case of Nigeria","Ogunniyi, Adebayo; Oluseyi, Olagunju Kehinde; Adeyemi, Ogundipe; Kabir, Salman K.; and Phillips, Francis. 2017. Scaling up agricultural innovation for inclusive livelihood and productivity outcomes in sub-Saharan Africa: The case of Nigeria. African ...","African Development Review 29(S2): 121-134",2017,"Ogunniyi, Adebayo; Oluseyi, Olagunju Kehinde; Adeyemi, Ogundipe; Kabir, Salman K.; and Phillips, Francis",0,1,"201700000248_12",,,,"https://doi.org/10.1111/1467-8268.12267 ",,"201700000248"
748,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000249,"Linking regional stakeholder scenarios and shared socioeconomic pathways: Quantified West African food and climate futures in a global context","Palazzo, Amanda; Vervoort, Joost M.; Mason-D’Croz, Daniel; Rutting, Lucas; Havlík, Petr; Islam, Shahnila; Bayala, Jules; Valin, Hugo; Kadi Kadi, Hame; Thornton, Philip; and Zougmore, Robert. 2017. Linking regional stakeholder scenarios and s...","Global Environmental Change 45(July 2017): 227-242",2017,"Palazzo, Amanda; Vervoort, Joost M.; Mason-D’Croz, Daniel; Rutting, Lucas; Havlík, Petr; Islam, Shahnila; Bayala, Jules; Valin, Hugo; Kadi Kadi, Hame; Thornton, Philip; and Zougmore, Robert",1,1,"201700000249_12",,,,"http://dx.doi.org/10.1016/j.gloenvcha.2016.12.002",,"201700000249"
749,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000250,"Childhood health and the wantedness of male and female children","Palloni, Giordano. 2017. Childhood health and the wantedness of male and female children. Journal of Development Economics 126(May 2017): 19 - 32. http://dx.doi.org/10.1016/j.jdeveco.2016.11.005 ","Journal of Development Economics 126(May 2017): 19 - 32",2017,"Palloni, Giordano",1,1,"201700000250_12",,,,"http://dx.doi.org/10.1016/j.jdeveco.2016.11.005",,"201700000250"
750,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000251,"Limits to green revolution in rice in Africa: The case of Ghana","Ragasa, Catherine; and Chapoto, Anthony. 2017. Limits to green revolution in rice in Africa: The case of Ghana. Land Use Policy 66: 304-321. https://doi.org/10.1016/j.landusepol.2017.04.052 ","Land Use Policy 66: 304-321",2017,"Ragasa, Catherine; and Chapoto, Anthony",1,0,"201700000251_12",,,,"https://doi.org/10.1016/j.landusepol.2017.04.052",,"201700000251"
751,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000252,"Moving in the right direction? The role of price subsidies in fertilizer use and maize productivity in Ghana","Ragasa, Catherine; and Chapoto, Antony. 2017. Moving in the right direction? The role of price subsidies in fertilizer use and maize productivity in Ghana. Food Security 9(2): 329 – 353. https://doi.org/10.1007/s12571-017-0661-7 ","Food Security 9(2): 329 – 353",2017,"Ragasa, Catherine; and Chapoto, Antony",1,0,"201700000252_12",,,,"https://doi.org/10.1007/s12571-017-0661-7",,"201700000252"
752,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000253,"Deploying the power of social protection to improve nutrition. What Will It Take?","Raghunathan, Kalyani; Chakrabarti, Suman; Menon, Purnima; and Alderman, Harold. 2017. Deploying the power of social protection to improve nutrition. What Will It Take? Economic and Political Weekly 52(46): 90-98. http://www.epw.in/system/files/pdf/2017_...","Economic and Political Weekly 52(46): 90-98",2017,"Raghunathan, Kalyani; Chakrabarti, Suman; Menon, Purnima; and Alderman, Harold",0,0,"201700000253_12",,,,"http://www.epw.in/system/files/pdf/2017_52/46/SA_VII_46_181117_Kalyani%20Raghunathan_etal.pdf",,"201700000253"
753,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000254,"Conflict and collective action in Tonle Sap fisheries: Adapting governance to support community livelihoods","Ratner, Blake D.; So, Sovannarith; Mam, Koshal; Oeur, II; and Kim, Sour. 2017. Conflict and collective action in Tonle Sap fisheries: Adapting governance to support community livelihoods. Natural Resources Forum. http://dx.doi.org/10.1111/1477-89...","Natural Resources Forum",2017,"Ratner, Blake D.; So, Sovannarith; Mam, Koshal; Oeur, II; and Kim, Sour",1,1,"201700000254_12",,,,"http://dx.doi.org/10.1111/1477-8947.12120",,"201700000254"
754,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000255,"Facilitating multi-stakeholder dialogue to manage natural resource competition: A synthesis of lessons from Uganda, Zambia, and Cambodia","Ratner, Blake D; Burnley, Clementine; Mugisha, Samuel; Madzudzo, Elias; Oeur, Il; Mam, Kosal; Rüttinger, Lukas; Chilufya, Loziwe Njobvu; and Adriázola, Paola. 2017. Facilitating multi-stakeholder dialogue to manage natural resource competition...","International Journal of the Commons 11(2): 733–753",2017,"Ratner, Blake D; Burnley, Clementine; Mugisha, Samuel; Madzudzo, Elias; Oeur, Il; Mam, Kosal; Rüttinger, Lukas; Chilufya, Loziwe Njobvu; and Adriázola, Paola",1,1,"201700000255_12",,,,"https://doi.org/10.18352/ijc.748",,"201700000255"
755,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000256,"Addressing conflict through collective action in natural resource management","Ratner, Blake D; Meinzen-Dick, Ruth Suseela; Hellin, Jon; Mapedza, Everisto; Unruh, Jon D.; Veening, Wouter; Haglund, Eric; May, Candace; and Bruch, Carl. 2017. Addressing conflict through collective action in natural resource management. Internati...","International Journal of the Commons 11(2): 877-906",2017,"Ratner, Blake D; Meinzen-Dick, Ruth Suseela; Hellin, Jon; Mapedza, Everisto; Unruh, Jon D.; Veening, Wouter; Haglund, Eric; May, Candace; and Bruch, Carl",1,1,"201700000256_12",,,,"http://doi.org/10.18352/ijc.768",,"201700000256"
756,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000257,"Climate change impact on global potato production","Raymundo, Rubí; Asseng, Senthold; Robertson, Richard D.; Petsakos, Athanasios; Hoogenboom, Gerrit; Quiroz, Roberto; Hareau, Guy; and Wolf, Joost. Climate change impact on global potato production. European Journal of Agronomy. Article in press. Firs...","European Journal of Agronomy. Article in press. First published online on December 1, 2017",2017,"Raymundo, Rubí; Asseng, Senthold; Robertson, Richard D.; Petsakos, Athanasios; Hoogenboom, Gerrit; Quiroz, Roberto; Hareau, Guy; and Wolf, Joost",1,0,"201700000257_12",,,,"https://doi.org/10.1016/j.eja.2017.11.008",,"201700000257"
757,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000258,"Democracy, decentralization, and district proliferation: The case of Ghana","Resnick, Danielle. 2017. Democracy, decentralization, and district proliferation: The case of Ghana. Political Geography 59 (July 2017): 47-60. http://dx.doi.org/10.1016/j.polgeo.2017.02.011 ","Political Geography 59 (July 2017): 47-60",2017,"Resnick, Danielle",1,0,"201700000258_12",,,,"http://dx.doi.org/10.1016/j.polgeo.2017.02.011",,"201700000258"
758,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000259,"Assessing consumption-production-resources nexus decisions for rice-focused agricultural households in Sierra Leone","Roza, Chenoune; Allen, Thomas; Komarek, Adam M.; Sergio, Gomez y Paloma; Guillermo, Flichman; Alain, Capillon; and Hatem, Belhouchette. Assessing consumption-production-resources nexus decisions for rice-focused agricultural households in Sierra Leo...","Land Use Policy 67(September 2017): 597-607",2017,"Roza, Chenoune; Allen, Thomas; Komarek, Adam M.; Sergio, Gomez y Paloma; Guillermo, Flichman; Alain, Capillon; and Hatem, Belhouchette",1,1,"201700000259_12",,,,"https://doi.org/10.1016/j.landusepol.2017.06.014",,"201700000259"
759,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000260,"Crop health and its global impacts on the components of food security","Savary, S.; Bregaglio, S.; Willocquet, L.; Gustafson, David; Mason d'Croz, Daniel; Sparks, A.; Castilla, N.; Djurle, A.; Allinne, C.; Sharma, Mamta; Rossi, V.; Amorim, L.; Bergamin, A.; Yuen, J.; Esker, P.; McRoberts, Neil; Avelino, J.; Duveill...","Food Security 9(2): 311-327",2017,"Savary, S.; Bregaglio, S.; Willocquet, L.; Gustafson, David; Mason d'Croz, Daniel; Sparks, A.; Castilla, N.; Djurle, A.; Allinne, C.; Sharma, Mamta; Rossi, V.; Amorim, L.; Bergamin, A.; Yuen, J.; Esker, P.; McRoberts, Neil; Avelino, J.; Duveill...",1,0,"201700000260_12",,,,"https://doi.org/10.1007/s12571-017-0659-1",,"201700000260"
760,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000261,"Women's empowerment in agriculture: Implications for technical efficiency in rural Bangladesh","Seymour, Gregory. 2017. Women's empowerment in agriculture: Implications for technical efficiency in rural Bangladesh. Agricultural Economics 48(4): 513–522. https://doi.org/10.1111/agec.12352 ","Agricultural Economics 48(4): 513–522",2017,"Seymour, Gregory",1,0,"201700000261_12",,,,"https://doi.org/10.1111/agec.12352",,"201700000261"
761,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000262,"Nepal-India agricultural trade: Trends, issues and prospects","Sharma, Ramesh; Kumar, Anjani; and Joshi, Pramod Kumar. 2017. Nepal-India agricultural trade: Trends, issues and prospects. Agricultural Economics Research Review 30(2): 245-263. http://dx.doi.org/10.5958/0974-0279.2017.00046.5 ","Agricultural Economics Research Review 30(2): 245-263",2017,"Sharma, Ramesh; Kumar, Anjani; and Joshi, Pramod Kumar",0,0,"201700000262_12",,,,"http://dx.doi.org/10.5958/0974-0279.2017.00046.5",,"201700000262"
762,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000263,"An assessment of yield gains under climate change due to genetic modification of pearl millet","Singh, Piara; Boote, K.J.; Kadiyala, M.D.M.; Nedumaran, S.; Gupta, S.K.; Srinivas, K.; and Bantilan, M.C.S. 2017. An assessment of yield gains under climate change due to genetic modification of pearl millet. Science of the Total Environment 601–602...","Science of the Total Environment 601–602 (2017): 1226-1237",2017,"Singh, Piara; Boote, K.J.; Kadiyala, M.D.M.; Nedumaran, S.; Gupta, S.K.; Srinivas, K.; and Bantilan, M.C.S",1,0,"201700000263_12",,,,"https://doi.org/10.1016/j.scitotenv.2017.06.002",,"201700000263"
763,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000264,"What are farmers really planting? Measuring the presence and effectiveness of Bt cotton in Pakistan","Spielman, David J.; Zaidi, Fatima; Zambrano, Patricia; Khan, Asif Ali; Ali, Shaukat; Cheema, Masooma Naseer; Nazli, Hina; Khan, Sohail Ahmad; Iqbal, Arshad; Zia, Muhammad Amir; and Ali, Ghulam Muhammad. 2017. What are farmers really planting? Measu...","PLoS ONE 12(5): e0176592",2017,"Spielman, David J.; Zaidi, Fatima; Zambrano, Patricia; Khan, Asif Ali; Ali, Shaukat; Cheema, Masooma Naseer; Nazli, Hina; Khan, Sohail Ahmad; Iqbal, Arshad; Zia, Muhammad Amir; and Ali, Ghulam Muhammad",1,1,"201700000264_12",,,,"https://doi.org/10.1371/journal.pone.0176592",,"201700000264"
