pk_id_powb_milestone,version,date_from,date_to,id,"pk","title"
344,1,1900-01-01 00:00:00,2200-01-01 00:00:00,344,"344_81","(i) Best practices agreed and documented for market/value chain/gender analysis for the purpose of defining product profiles"
345,1,1900-01-01 00:00:00,2200-01-01 00:00:00,345,"345_81","(i) Member breeding programs establish a format and process for implementing a stage gate system in their breeding program"
346,1,1900-01-01 00:00:00,2200-01-01 00:00:00,346,"346_81","(ii) Best practices discussed and developed for appropriate incentivization of breeding team members based on individual and breeding team performance relative to overall genetic gain and varietal replacement indicators and metrics"
347,1,1900-01-01 00:00:00,2200-01-01 00:00:00,347,"347_81","(ii) Provisional product profiles are in place for all member programs."
348,1,1900-01-01 00:00:00,2200-01-01 00:00:00,348,"348_81","(Year 2): (i) Mentor member programs to implement inter-disciplinary team-based stage gate advancement system."
349,1,1900-01-01 00:00:00,2200-01-01 00:00:00,349,"349_81","(Year 2): (ii) Mentor member programs to design and implement individual breeding team member KPIs to align with target breeding program performance metrics."
350,1,1900-01-01 00:00:00,2200-01-01 00:00:00,350,"350_81","CGIAR breeding programs with BPAT assessments completed finalize improvement/ optimization plans for (a) current resource levels and (b) current resources plus a one-time grant for capital and training."
351,1,1900-01-01 00:00:00,2200-01-01 00:00:00,351,"351_81","(i) Members document breeding strategies in the Toolbox"
352,1,1900-01-01 00:00:00,2200-01-01 00:00:00,352,"352_81","(i) Members document trait and core breeding pipelines in Toolbox"
353,1,1900-01-01 00:00:00,2200-01-01 00:00:00,353,"353_81","(i) Use cases of successful implementation of predictive tools providing value towards breeding for product profiles documented;"
354,1,1900-01-01 00:00:00,2200-01-01 00:00:00,354,"354_81","(ii) A framework of guidelines for integrating trait breeding with core breeding developed, documented and uploaded to the Toolbox."
355,1,1900-01-01 00:00:00,2200-01-01 00:00:00,355,"355_81","(ii) Discussion of alternative breeding schemes based on available tools, opportunities (e.g. partnerships, predictive tools) and logistical constraints (e.g. phytosanitary delays);"
356,1,1900-01-01 00:00:00,2200-01-01 00:00:00,356,"356_81","(ii) Use cases of failed attempts of development of predictive tools documented;"
357,1,1900-01-01 00:00:00,2200-01-01 00:00:00,357,"357_81","(iii) Develop and document guidelines for the development, validation and implementation of any predictive tool into the breeding process. Guidelines will include assessment of the repeatability, genetic correlation with the target trait and a cost-benefit analysis."
358,1,1900-01-01 00:00:00,2200-01-01 00:00:00,358,"358_81","(iii) Identification of common questions to be resolved through simulation or further cost-benefit analyses."
359,1,1900-01-01 00:00:00,2200-01-01 00:00:00,359,"359_81","$2.00 SNP genotyped sample; $10 genome profile."
360,1,1900-01-01 00:00:00,2200-01-01 00:00:00,360,"360_81","(i) Comprehensive workshop on MAS/GS implementation conducted and planning for various crops applications;"
361,1,1900-01-01 00:00:00,2200-01-01 00:00:00,361,"361_81","(ii) Genotyping application plans integrated into breeding team improvement plan documents;"
362,1,1900-01-01 00:00:00,2200-01-01 00:00:00,362,"362_81","(iii) Support to member breeding programs implementing cost-benefit analyses of MAS and GS workflows."
363,1,1900-01-01 00:00:00,2200-01-01 00:00:00,363,"363_81","500K SNP genotyped samples; 75K genome profiles. (i) Obtain and aggregate AFS demand for supplies and services. Determine cross-AFS genotyping platform preferences, minimum genotyping quality criteria, maximum permissible turnaround time for genotyping applications, minimum number of samples required (at defined unit costs), minimum number/volume of supplies required, minimum marker conversion rate, Number of markers for marker conversion, etc.;"
364,1,1900-01-01 00:00:00,2200-01-01 00:00:00,364,"364_81","500K SNP genotyped samples; 75K genome profiles. (ii) Use collated demand information to broker potential arrangements with service providers and solicit pricing feedback from AFS;"
365,1,1900-01-01 00:00:00,2200-01-01 00:00:00,365,"365_81","500K SNP genotyped samples; 75K genome profiles. (iii) Finalize brokering of supplies and services and obtain minimum order commitments from AFS; (iv) Obtain feedback from service providers and AFS clients and document issues, concerns and positive feedback collating to form a review for the Trait Discovery and Breeding Toolbox."
366,1,1900-01-01 00:00:00,2200-01-01 00:00:00,366,"366_81","(i) Identify candidates for laboratory services for physico-chemical composition and nutritional properties and assess costs and logistical issues;"
367,1,1900-01-01 00:00:00,2200-01-01 00:00:00,367,"367_81","(i) Process engineering specialist hired;"
368,1,1900-01-01 00:00:00,2200-01-01 00:00:00,368,"368_81","(i) Volumes, metrics of cost per plot and heritabilities established as a benchmark;"
369,1,1900-01-01 00:00:00,2200-01-01 00:00:00,369,"369_81","(ii) A completed diagnosis of the gaps, needs and best approaches to increase plot throughput/reduce costs through HT phenotyping, mechanization, automation;"
370,1,1900-01-01 00:00:00,2200-01-01 00:00:00,370,"370_81","(ii) Members provided with equipment advice and breeding management systems for barcoding and to capture data electronically;"
371,1,1900-01-01 00:00:00,2200-01-01 00:00:00,371,"371_81","(ii) send test samples to prioritized laboratories;"
372,1,1900-01-01 00:00:00,2200-01-01 00:00:00,372,"372_81","(iii) develop inventory of NIRS uses and join calibration efforts."
373,1,1900-01-01 00:00:00,2200-01-01 00:00:00,373,"373_81","(iii) identification of equipment needs, prioritized by abilities to increase plot throughput; Inventory of phenotyping capabilities for secondary traits, associated heritabilities, genetic correlations and costs."
374,1,1900-01-01 00:00:00,2200-01-01 00:00:00,374,"374_81","(iii) Identification of existing best practices and equipment in use by various programs;"
375,1,1900-01-01 00:00:00,2200-01-01 00:00:00,375,"375_81","(iv) Community of practice for HTP established"
376,1,1900-01-01 00:00:00,2200-01-01 00:00:00,376,"376_81","Support services from ARIs for experimental design and analysis of precision and high- throughput phenotype data."
377,1,1900-01-01 00:00:00,2200-01-01 00:00:00,377,"377_81","(i) Existing databases and tools assessed and updated; (ii) Initiate development or acquisition of new database and tools to address key gaps; (iii) Implement strategic sustainability support."
378,1,1900-01-01 00:00:00,2200-01-01 00:00:00,378,"378_81","(i) Strategy to manage and integrate meta-data."
379,1,1900-01-01 00:00:00,2200-01-01 00:00:00,379,"379_81","(i) Workflow implemented for the case studies identified in Year 1."
380,1,1900-01-01 00:00:00,2200-01-01 00:00:00,380,"380_81","(ii) Develop sustainable maintenance and life cycle plans for critical systems."
381,1,1900-01-01 00:00:00,2200-01-01 00:00:00,381,"381_81","(iii) Initiate development or acquisition of new database and tools to address key gaps."
382,1,1900-01-01 00:00:00,2200-01-01 00:00:00,382,"382_81","(I) At least 15 best practices and tools developed / adapted / adopted by various Modules; incorporate new components, upgrade workflows, remove obsolete components in collaboration with members; engage students in developing such information."
383,1,1900-01-01 00:00:00,2200-01-01 00:00:00,383,"383_81","(i) Identification of, and links to relevant external e-modules and courses;"
384,1,1900-01-01 00:00:00,2200-01-01 00:00:00,384,"384_81","(ii) Collection of member feedback to material provided;"
385,1,1900-01-01 00:00:00,2200-01-01 00:00:00,385,"385_81","(ii) Members document current state of breeding program."
386,1,1900-01-01 00:00:00,2200-01-01 00:00:00,386,"386_81","(iii) Tools from existing projects: Tools developed by Seeds of Discovery, GenomeHarvest, GS-RUSE and other projects submitted with documentation to the toolbox and, as applicable, integrated in Galaxy/Taverna."
387,1,1900-01-01 00:00:00,2200-01-01 00:00:00,387,"387_81","(iii) Use of materials by AFS training programs, BecA and other networks;"
388,1,1900-01-01 00:00:00,2200-01-01 00:00:00,388,"388_81","(iv) Enhanced provision of short training and documentation of end user tools and pipelines through webinars, video modules, and implementation manuals."
389,1,1900-01-01 00:00:00,2200-01-01 00:00:00,389,"389_81","CoPs document """"missing"""" features in trait discovery, mobilization and precision breeding applications, including prioritization of needs across AFS and CoPs, develop use cases around missing features and work with the Bioinformatics Module to support the formation of technical user requirements for new bioinformatics and/or biometrics tools and approaches."
390,1,1900-01-01 00:00:00,2200-01-01 00:00:00,390,"390_81","CoPs provide initial user-based feedback to documented tools and practices using online review system."
391,1,1900-01-01 00:00:00,2200-01-01 00:00:00,391,"391_270","(1) Production of the first selected generation of catla and silver carp (in Bangladesh), and the production of genomic data on specific traits designed to increase resilience in tilapia (global)"
392,1,1900-01-01 00:00:00,2200-01-01 00:00:00,392,"392_270","(2) Assessment of adoption and performance of previous introductions of GIFT into focal countries in Asia and Abbassa strain in Egypt completed"
393,1,1900-01-01 00:00:00,2200-01-01 00:00:00,393,"393_270","(1) At least one private company and or one public organization investing in scaling of new fish feed ingredients and/or fish disease diagnostic tools within focal countries for improving yields"
394,1,1900-01-01 00:00:00,2200-01-01 00:00:00,394,"394_270","(1) Aquaculture improvement programs being implemented in Bangladesh and Egypt and defined in Myanmar and Zambia;"
395,1,1900-01-01 00:00:00,2200-01-01 00:00:00,395,"395_270","(2) Public-private sector partnerships or platforms established and R&D agenda adopted for improving environmental performance in remaining focal countries, in Africa [Tanzania, Zambia] and in Asia [Cambodia]"
396,1,1900-01-01 00:00:00,2200-01-01 00:00:00,396,"396_270","(1) Public-private sector partnerships or platforms established for scaling up and out FISH business and entrepreneurship models in remaining focal countries, in Africa (Tanzania, Zambia) and in Asia (Cambodia)."
397,1,1900-01-01 00:00:00,2200-01-01 00:00:00,397,"397_270","(2) Integrated aquaculture technologies and business models validated by public and/or private partners and receiving public and/or private sector investments for scaling in four focal countries"
398,1,1900-01-01 00:00:00,2200-01-01 00:00:00,398,"398_270","Completed production of a series of key regional and global multi-case syntheses and methods on small-scale fisheries within fish food systems"
399,1,1900-01-01 00:00:00,2200-01-01 00:00:00,399,"399_270","Completion of dissemination of learning on alternative livelihoods through continuous engagement with learning and governance networks"
400,1,1900-01-01 00:00:00,2200-01-01 00:00:00,400,"400_270","(1) Identification of cross-scale governance mechanisms to support the viability of interventions"
401,1,1900-01-01 00:00:00,2200-01-01 00:00:00,401,"401_270","(2) Wider adoption and application of governance and production models for freshwater systems"
402,1,1900-01-01 00:00:00,2200-01-01 00:00:00,402,"402_76","Public-private consortia engaged in tree domestication"
403,1,1900-01-01 00:00:00,2200-01-01 00:00:00,403,"403_76","User-friendly characterization methods and indicators with practical guidelines for their application in monitoring the status and trends of TGR and associated threats, with case study applications."
404,1,1900-01-01 00:00:00,2200-01-01 00:00:00,404,"404_76","Appropriate quality standards (e.g. accreditation schemes) developed and promoted to actors in the germplasm production and delivery sector."
405,1,1900-01-01 00:00:00,2200-01-01 00:00:00,405,"405_76","Diversification options for oilpalm, coffee and cocoa across different contexts in Asia, Latin America and Africa"
406,1,1900-01-01 00:00:00,2200-01-01 00:00:00,406,"406_76","Negotiation support tools influencing the management of ecosystem service provision bridging field and farm level land use decisions with local landscape impacts in at least three African countries"
407,1,1900-01-01 00:00:00,2200-01-01 00:00:00,407,"407_76","Comparative analysis of different approaches to establishing value chain innovation platforms for at least two countries in Africa"
408,1,1900-01-01 00:00:00,2200-01-01 00:00:00,408,"408_76","Simulation models of impacts of trees on system intensification of smallholder production systems."
409,1,1900-01-01 00:00:00,2200-01-01 00:00:00,409,"409_76","Appropriate quality standards (e.g. accreditation schemes) developed and promoted to actors in the germplasm production and delivery sector."
410,1,1900-01-01 00:00:00,2200-01-01 00:00:00,410,"410_76","Options for climate smart silvopastoral systems development across different contexts in Central America"
411,1,1900-01-01 00:00:00,2200-01-01 00:00:00,411,"411_76","Completed knowledge products and engagements on overcoming institutional and operational barriers and obstacles faced by businesses in integrating smallholders into their operations and respective value chains in at least four high-value tree crops"
412,1,1900-01-01 00:00:00,2200-01-01 00:00:00,412,"412_76","Completed analysis of the potential to more explicitly integrate ESG finance to smallholders and SMEs finance with cases and recommendations for moving forward in at least three countries with emphasis on timber and tree-crop sectors"
413,1,1900-01-01 00:00:00,2200-01-01 00:00:00,413,"413_76","Completed knowledge products and engagements on innovative solutions for addressing implementation gaps to improving sustainability and social outcomes through changes in incentive structures, supply chain management, and business processes"
414,1,1900-01-01 00:00:00,2200-01-01 00:00:00,414,"414_76","Framework for portfolio approach to sentinel landscapes developed and validated. This is based on Phase I work on sentinel landscapes"
415,1,1900-01-01 00:00:00,2200-01-01 00:00:00,415,"415_76","Compilation of lessons learned at landscape scale across the learning landscape networks for reporting on Aichi targets to Convention on Biodiversity, United Nations Convention on Climate Change etc."
416,1,1900-01-01 00:00:00,2200-01-01 00:00:00,416,"416_76","In at least 5 landscapes: Increased on- farm production of a diversity of fruits, nuts, vegetables and legumes, and increased amount of collected wild resources including wild fruits, vegetables, bush meat, mushrooms, insects and fish from forests"
417,1,1900-01-01 00:00:00,2200-01-01 00:00:00,417,"417_76","Valuation studies that relate human and social capital benefits across scales to changes in forest and tree cover as indicators of ecosystem services in local context, as contributions to national and international debate (incl. IPBES)"
418,1,1900-01-01 00:00:00,2200-01-01 00:00:00,418,"418_76","Analysis of and roadmap for reduced forest fire practice and policies (Indonesia) made available and used by authorities"
419,1,1900-01-01 00:00:00,2200-01-01 00:00:00,419,"419_76","Spatially explicit assessments of potential of bioenergy production on degraded land available and used in climate-smart land allocation to biofuel production"
420,1,1900-01-01 00:00:00,2200-01-01 00:00:00,420,"420_76","Innovative methods available to measure non-carbon benefits and identify causal change and used by countries"
421,1,1900-01-01 00:00:00,2200-01-01 00:00:00,421,"421_76","Ecosystem-based adaptation (EbA) options that raise adaptive capacity of social groups identified and applied in case studies"
422,1,1900-01-01 00:00:00,2200-01-01 00:00:00,422,"422_375","62% seed accessions safety duplicated"
423,1,1900-01-01 00:00:00,2200-01-01 00:00:00,423,"423_375","75% clonal accessions safety duplicated"
424,1,1900-01-01 00:00:00,2200-01-01 00:00:00,424,"424_375","81% accessions available"
425,1,1900-01-01 00:00:00,2200-01-01 00:00:00,425,"425_375","60 SOPs in place and 18 audited"
426,1,1900-01-01 00:00:00,2200-01-01 00:00:00,426,"426_375","Diversity trees developed representing 22 crop genepools"
427,1,1900-01-01 00:00:00,2200-01-01 00:00:00,427,"427_375","Uploading of at least one new phenotypic dataset per genebank into Genesys"
428,1,1900-01-01 00:00:00,2200-01-01 00:00:00,428,"428_375","Use of DOIs promoted in 11 NARS genebanks"
429,1,1900-01-01 00:00:00,2200-01-01 00:00:00,429,"429_375","Guidance Notes for Centers Disclosures concerning restrictive licenses and IP over intellectual assets incorporating genetic resources"
430,1,1900-01-01 00:00:00,2200-01-01 00:00:00,430,"430_375","Representation at eight international policy meetings, plus CGIAR reports to ITPGRFA Governing Body, CGRFA and specialized subsidiary bodies."
431,1,1900-01-01 00:00:00,2200-01-01 00:00:00,431,"431_280","Ex-ante evaluation of GLDC research and technology options completed and working papers published on the potential poverty and nutrition security impacts to guide priority setting"
432,1,1900-01-01 00:00:00,2200-01-01 00:00:00,432,"432_280","Shared learning across GLDC stakeholders and FPs on implications of diverse targets aspirations and future scenarios leading to strategic adjustments"
433,1,1900-01-01 00:00:00,2200-01-01 00:00:00,433,"433_280","Inclusive and equitable innovation system tested and adjusted to different biophysical and socioeconomic contexts including policy interactions"
434,1,1900-01-01 00:00:00,2200-01-01 00:00:00,434,"434_280","Evaluation documenting the strengths, shortcomings, and key lessons learn on GLDC scaling approaches and impacts"
435,1,1900-01-01 00:00:00,2200-01-01 00:00:00,435,"435_280","Working strategy for evidencing the outcomes and impacts of GLDC"
436,1,1900-01-01 00:00:00,2200-01-01 00:00:00,436,"436_280","Efficacy of, 1) selected pest and diseases management options, and 2) resource and soil management options confirmed at pilot scale"
437,1,1900-01-01 00:00:00,2200-01-01 00:00:00,437,"437_280","3,000 farmers are trained in the use of crop mixes and sequences jointly identified with researcher for better water and soil management"
438,1,1900-01-01 00:00:00,2200-01-01 00:00:00,438,"438_280","Ex-post impacts of innovation practices on crop production efficiency and household livelihoods measured"
439,1,1900-01-01 00:00:00,2200-01-01 00:00:00,439,"439_280","Farm-household typologies characterized and participatory field trials under smallholder conditions in different cropping systems evaluated for common and type-specific determinants of adoption of innovations, intensification and diversification options"
440,1,1900-01-01 00:00:00,2200-01-01 00:00:00,440,"440_280","Suite of systems modelling tools/framework for co-designing resilient farming systems in GLDC regions"
441,1,1900-01-01 00:00:00,2200-01-01 00:00:00,441,"441_280","Initial analysis of stress patterns in target populations of environments (TPE) on few crops are available to better decide on breeding target"
442,1,1900-01-01 00:00:00,2200-01-01 00:00:00,442,"442_280","New suite of resilient varieties released by NARS partners. (Phase 1 investments start being released)"
443,1,1900-01-01 00:00:00,2200-01-01 00:00:00,443,"443_280","New varieties with enhanced nutrient levels (Fe, Zn, oil, protein, high oleic) developed"
444,1,1900-01-01 00:00:00,2200-01-01 00:00:00,444,"444_280","Phase I genetic materials deployed in GLDC crop improvement by CGIAR centers - annually 8 crops, 3 trait clusters and 2 regions tested by NARS"
445,1,1900-01-01 00:00:00,2200-01-01 00:00:00,445,"445_280","Develop product profiles for crops regions with NARS"
446,1,1900-01-01 00:00:00,2200-01-01 00:00:00,446,"446_280","Development/ refinement of technologies for overcoming barriers to wide crosses for 1 crop"
447,1,1900-01-01 00:00:00,2200-01-01 00:00:00,447,"447_280","Network of precision phenotyping sites is established across GLDC crops to provide unique and relevant testing locations for key traits (FP4.1). Gain-of-function or loss of function platform in 1 cereal and 2 legumes established"
448,1,1900-01-01 00:00:00,2200-01-01 00:00:00,448,"448_280","Precision phenotyping for key traits for these collections and genotyping to identify novel alleles for 2 traits in 2 crops that have limited variability in breeding populations"
449,1,1900-01-01 00:00:00,2200-01-01 00:00:00,449,"449_75","2019 - 1.1.5 Dairy cattle research facilities operationalized at the ILRI Kapiti research station in Kenya"
450,1,1900-01-01 00:00:00,2200-01-01 00:00:00,450,"450_75","2019 - 1.1.7 Farmer friendly mobile application for dairy cattle performance data capture and feedback developed and in use in Ethiopia and Tanzania by a minimum of 2000 farmers in each country."
451,1,1900-01-01 00:00:00,2200-01-01 00:00:00,451,"451_75","2019 - 1.2.6 Breeding objectives defined for smallholder dairy production systems in Eastern Africa and used to select future breeding values by the private sectors and governmental breeding companies."
452,1,1900-01-01 00:00:00,2200-01-01 00:00:00,452,"452_75","2019 - 1.2.7 A genomic tool (SNPs chip) available for screening admixture for dairy cattle crossbreed in Tanzania and Kenya"
453,1,1900-01-01 00:00:00,2200-01-01 00:00:00,453,"453_75","2019 - 1.3.3 A network of reproductive technology labs to improve fertility and the delivery of improved genetics established for sheep in Ethiopia (9 laboratories) and goat in Tanzania (2 laboratories)."
454,1,1900-01-01 00:00:00,2200-01-01 00:00:00,454,"454_75","2019 - 1.3.4 Business models for delivery of improved genetics relevant to Ethiopia, Tanzania, and Kenya established by October 2019 and tested in Kenya"
455,1,1900-01-01 00:00:00,2200-01-01 00:00:00,455,"455_75","2019 - 1.5.3 One smallholder poultry forum in Nigeria, Tanzania and Ethiopia established and registered in each country ."
456,1,1900-01-01 00:00:00,2200-01-01 00:00:00,456,"456_75","2019 – 2.1.#1 Gender-sensitive tool developed and used to collect data on PPR impact in at least 3 countries"
457,1,1900-01-01 00:00:00,2200-01-01 00:00:00,457,"457_75","2019 – 2.1.#2 Disease transmission model developed and parametrised for 1 pig disease in Vietnam"
458,1,1900-01-01 00:00:00,2200-01-01 00:00:00,458,"458_75","2019 - 2.1.#3 Epidemiological data on Bluetongue Virus (BTV) prevalence from various areas in Kenya provided by ILRI Scientist to the scientific community and public services"
459,1,1900-01-01 00:00:00,2200-01-01 00:00:00,459,"459_75","2019 – 2.2.#4 Critical short-comings in pig herd health in Uganda identified by Flagship researchers"
460,1,1900-01-01 00:00:00,2200-01-01 00:00:00,460,"460_75","2019 - 2.2.#5 Training modules on herd health for farmers, extension agents and vets rolled out in Ethiopia"
461,1,1900-01-01 00:00:00,2200-01-01 00:00:00,461,"461_75","2019 - 2.3.#6 Potential areas identified for interventions for improvement of the use of antibiotics in three CRP countries"
462,1,1900-01-01 00:00:00,2200-01-01 00:00:00,462,"462_75","2019 - 2.4.#7 Phase 1 experimental ECF vaccine trials with nanoparticle antigens completed at ILRI Nairobi"
463,1,1900-01-01 00:00:00,2200-01-01 00:00:00,463,"463_75","2019 - 2.4.#8 African swine fever virus vaccine candidates for testing in pigs and a map of antigenic proteins from the virus available for insertion in viral vectors for subunit vaccine development"
464,1,1900-01-01 00:00:00,2200-01-01 00:00:00,464,"464_75","2019 - 2.4.#9 Methods for generating a novel Contagious Caprine Pleuropneumonia (CCPP) vaccine tested at ILRI Nairobi"
465,1,1900-01-01 00:00:00,2200-01-01 00:00:00,465,"465_75","2019 - 2.5.#10 A total of 4 public-private partnership models on veterinary service delivery designed for testing in Ethiopia and Kenya"
466,1,1900-01-01 00:00:00,2200-01-01 00:00:00,466,"466_75","2019 - 2.5.#11 A total of two tested novel delivery models used by government or private sector actors to provide products and services to livestock keepers in 3 priority countries"
467,1,1900-01-01 00:00:00,2200-01-01 00:00:00,467,"467_75","2019 – 3.1.#1 Research and development partners, decision makers and the private sector (input suppliers) evaluate and use improved tools such as Gendered-FEAST for on-farm (one country), and feed supply demand assessment tool for regional (one priority country) and national feed assessment (one priority country). 2 partners at each scale (on-farm, regional, national)."
468,1,1900-01-01 00:00:00,2200-01-01 00:00:00,468,"468_75","2019 - 3.1.#2 Research partners and the private sector use refined CGIAR stationary and mobile NIRS hubs in Eastern Africa: in 1 priority country and one other country with at least on key NARS and private sector partner each in each country"
469,1,1900-01-01 00:00:00,2200-01-01 00:00:00,469,"469_75","2019 - 3.1.#3 Access of research partners to CRP generated knowledge on forages increased through 3 issues of the Tropical Grasslands journal (January, May, September) and 1 released and updated tool (SoFT)"
470,1,1900-01-01 00:00:00,2200-01-01 00:00:00,470,"470_75","2019 - 3.3.#4 A total of 100,000 new hectares planted in 2019 with forage hybrids in a total of at least 15 countries (calculated based on seed sales). The total area of hybrids scaled will have reached 1,000,000 hectares in 2019 and includes all hybrids scaled since 2001"
471,1,1900-01-01 00:00:00,2200-01-01 00:00:00,471,"471_75","2019 - 3.3.#5 10 barley genotypes with higher biomass, higher grain yield, better tolerance to biotic and abiotic stresses disseminated to NARS partners in Morocco and Ethiopia"
472,1,1900-01-01 00:00:00,2200-01-01 00:00:00,472,"472_75","2019 - 3.4.#6 Identified dual-purpose crops (food and feed) applied by 100,000 farmers in at least one country."
473,1,1900-01-01 00:00:00,2200-01-01 00:00:00,473,"473_75","2019 - 3.5.#7 Training modules in feed processing and feeding targeting key actors in feeding, mainly women, are used by at least one national and one international development partners in at least 1 priority country"
474,1,1900-01-01 00:00:00,2200-01-01 00:00:00,474,"474_75","2019 - 3.5.#8 At least two scalable and gender-responsive feed production and feed processing technologies are used by national and international development partners, the private sector and community-level organizations in at least one priority country"
475,1,1900-01-01 00:00:00,2200-01-01 00:00:00,475,"475_75","2019 - 3.6.#9 Well adapted cactus accessions and agronomic practices made available to a total of 1000 farmers in two different agro-ecological sites in India"
476,1,1900-01-01 00:00:00,2200-01-01 00:00:00,476,"476_75","2019 - 3.8.#10 At least 1 Inclusive business model for improved supply of forages and feed processing systems tested and validated in 2 countries"
477,1,1900-01-01 00:00:00,2200-01-01 00:00:00,477,"477_75","2019 - 3.8.#11 National and international development partners and other value-chain actors pilot test at least 3 extension approaches (including at least 1 that improves women’s access to information) in at least 1 country"
478,1,1900-01-01 00:00:00,2200-01-01 00:00:00,478,"478_75","2019 - 3.8.#12 Private sector is supporting uptake of improved forages in East Africa (2 countries): a) at least 1 seed company by working on improved availability of seeds and b) at least 1 dairy enterprise by supporting uptake of improved forage by their deliverers/milk farmers"
479,1,1900-01-01 00:00:00,2200-01-01 00:00:00,479,"479_75","2019 - 3.8.#13 At least 1 Innovation/Multi-stakeholder Platform in at least 1 country is functioning on its own"
480,1,1900-01-01 00:00:00,2200-01-01 00:00:00,480,"480_75","2019 – 4.1.#1 Technology developers take environmental issues into account in their research priority setting in three countries."
481,1,1900-01-01 00:00:00,2200-01-01 00:00:00,481,"481_75","2019 - 4.2.#2 Novel approaches for ex-ante environmental assessment are widely adopted by extension systems, development partners and government agencies in three countries to identify win-win options."
482,1,1900-01-01 00:00:00,2200-01-01 00:00:00,482,"482_75","2019 - 4.2.#3 Quantification of environmental impacts guides the development and selection of productivity-enhancing options by at least one research and development partner in three priority countries to identify win-win options"
483,1,1900-01-01 00:00:00,2200-01-01 00:00:00,483,"483_75","2019 - 4.3.#4 Quantification of environmental benefits leads to selection and further development of management options by at least one partner in three priority countries"
484,1,1900-01-01 00:00:00,2200-01-01 00:00:00,484,"484_75","2019 – 4.5.#5 National government agencies in three priority countries use flagship outputs to improve land governance arrangements, thereby helping to reduce land degradation."
485,1,1900-01-01 00:00:00,2200-01-01 00:00:00,485,"485_75","2019 - 4.5.#6 Three publications aimed at targeted global agendas developed and disseminated"
486,1,1900-01-01 00:00:00,2200-01-01 00:00:00,486,"486_75","2019 – 5.2.#1 Beta version of improved models for value chain analysis and national livestock sector analysis developed for revised Livestock Sector Investment and Policy Toolkit (LSIPT)”"
487,1,1900-01-01 00:00:00,2200-01-01 00:00:00,487,"487_75","2019 - 5.4.#2 1 journal article submitted entitled """"A retrospective on gender empowerment"""""
488,1,1900-01-01 00:00:00,2200-01-01 00:00:00,488,"488_75","2019 - 5.6.#3 Livestock communities across 2 countries (Ethiopia and Kenya) apply tested technologies and management strategies based on CRP related research"
489,1,1900-01-01 00:00:00,2200-01-01 00:00:00,489,"489_75","2019 - 5.7.#4 A paper on organizational and business approaches for improved dairy and small ruminant livestock value chain performance, based on field testing and impact assessment in 2 priority countries"
490,1,1900-01-01 00:00:00,2200-01-01 00:00:00,490,"490_78","2019 - Adoption and impact studies on technologies rolling plan based on progress of technologies along the theory of change"
491,1,1900-01-01 00:00:00,2200-01-01 00:00:00,491,"491_78","2019 - Cross-regional assessment of the influence of gender norms and agency on men/women’s capacity to innovate in MAIZE AFS-based livelihoods"
492,1,1900-01-01 00:00:00,2200-01-01 00:00:00,492,"492_78","2019 - Ex-ante/spatial assessments (incl foresight and targeting) assess how major drivers (like climate change, biotic stresses, and rural transformation) will alter MAIZE in the developing world"
493,1,1900-01-01 00:00:00,2200-01-01 00:00:00,493,"493_78","2019 - Selected MAIZE value chain studies to support identification of priorities and effective interventions"
494,1,1900-01-01 00:00:00,2200-01-01 00:00:00,494,"494_78","2019 - Bridging germplasm carrying favorable novel alleles for Tar Spot Complex (TSC) disease, drought tolerance and maize lethal necrosis (MLN) tolerance released to public."
495,1,1900-01-01 00:00:00,2200-01-01 00:00:00,495,"495_78","2019 - Genomic selection enabled for four or more priority polygenic traits with five or more FP3 applied maize breeding programs actively using GS."
496,1,1900-01-01 00:00:00,2200-01-01 00:00:00,496,"496_78","2019 - Production markers operational and publicized through HTPG/EiB to support forward breeding of six native trait haplotypes relevant for regional product profiles."
497,1,1900-01-01 00:00:00,2200-01-01 00:00:00,497,"497_78","2019 - Recommendations for genomic prediction in pre-breeding for at least 4 priority polygenic traits developed and at least one under validation."
498,1,1900-01-01 00:00:00,2200-01-01 00:00:00,498,"498_78","2019 - Centralized breeding data management system and associated tools deployed to provide breeders with better access to germplasm, genealogical, and phenotypic data"
499,1,1900-01-01 00:00:00,2200-01-01 00:00:00,499,"499_78","2019 - Centralized genotypic data management system deployed to provide breeders with better access to genotypic data"
500,1,1900-01-01 00:00:00,2200-01-01 00:00:00,500,"500_78","2019 - Data model developed to link breeding data to target product profiles that incorporate gender, youth, and market-based preferences."
501,1,1900-01-01 00:00:00,2200-01-01 00:00:00,501,"501_78","2019 - At least 200 stress resilient and nutritionally enriched improved MAIZE inbred lines exchanged with NARS and seed company partners in Africa, LA, Asia"
502,1,1900-01-01 00:00:00,2200-01-01 00:00:00,502,"502_78","2019 - Maize breeding programs, including those of NARES and SME seed companies, in SSA, Asia and LA reduce product development time by deploying novel tools / technologies (DH, molecular markers, high-throughput and precision pheno-typing) validated and disseminated through MAIZE FP3 (link with FP2 and Genetic Gains Platform)."
503,1,1900-01-01 00:00:00,2200-01-01 00:00:00,503,"503_78","2019 - Sustainable commercialization, marketing, and promotion of new climate-resilient and nutritious MAIZE varieties catalyzed, to enhance both local production and adoption; Digital map of suitable new maize seed production sites in South Asia, based on GIS data."
504,1,1900-01-01 00:00:00,2200-01-01 00:00:00,504,"504_78","2019 - Awareness creation and stakeholder engagement on IPM technologies for FAW management in Africa and Asia"
