pk_id_innovation_info,version,date_from,date_to,project_innovation_id,"title","narrative","evidence_link","gender","youth","pdf","pk",number_of_innovations
841,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000992,"New Winter Bread Wheat variety: Garashsyzlyk","New Winter Bread Wheat variety: Garashsyzlyk",,,,,"201700000992_17",1
842,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000993,"New Winter Bread Wheat variety: Kiska","New Winter Bread Wheat variety: Kiska",,,,,"201700000993_17",1
843,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000994,"Online water planning tool for Honduras",,"https://aguadehonduras.gob.hn/ ",,,,"201700000994_13",1
844,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000995,"CeRes? harvester to enable discovery of CGIARinformation resources","CeRes? harvester to enable discovery of CGIARinformation resources
","http://bk.ceres.agroknow.com/",,,,"201700000995_20",1
845,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000996,"“?what if?” feature on CeRes to demonstrate the powerof the Semantic Web in data exploration and reuse","“?what if?” feature on CeRes to demonstrate the powerof the Semantic Web in data exploration and reuse
","http://bk.ceres.agroknow.com/whatif.php",,,,"201700000996_20",1
846,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000997,"Map feature on CeRes, to visualize CGIAR mandatecrop data","Map feature on CeRes, to visualize CGIAR mandatecrop data","http://bk.ceres.agroknow.com/mapview.php",,,,"201700000997_20",1
847,1,1900-01-01 00:00:00,2200-01-01 00:00:00,201700000998,"Relevant resources” algorithms powering  CeRes tolink related resources (e.g. pubs relevant to “?gender?” dataquery)","Relevant resources” algorithms powering  CeRes tolink related resources (e.g. pubs relevant to “?gender?” dataquery)
","http://bk.ceres.agroknow.com/dataset.php?id=717",,,,"201700000998_20",1
848,1,1900-01-01 00:00:00,2200-01-01 00:00:00,802,"Techniques for assessing land restoration potential",,"https://www.sciencedirect.com/science/article/pii/S001670611830510X",,,"https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=802&phaseID=61","802_61",1
849,1,1900-01-01 00:00:00,2200-01-01 00:00:00,803,"Tool for selecting locally relevant shade trees based on their ecosystem service provision for smallholder coffee systems",,"https://doi.org/10.1007/s10457-017-0111-8",,,"https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=803&phaseID=61","803_61",1
850,1,1900-01-01 00:00:00,2200-01-01 00:00:00,804,"Sustainable agriculture intensification dashboards to facilitate use of evidence in decision making for Zambia, Tanzania and Ethiopia",,"http://landscapeportal.org/SairlaZambia/ http://landscapeportal.org/SairlaTanzania/ http://landscapeportal.org/SairlaEthiopia/",,,"https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=804&phaseID=61","804_61",1
851,1,1900-01-01 00:00:00,2200-01-01 00:00:00,805,"Elaboration of a multi-scale monitoring framework for jurisdictional initiatives",,"DOI: 10.17528/cifor/006901 ; http://dx.doi.org/10.17528/cifor/006884",,,"https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=805&phaseID=61","805_61",1
852,1,1900-01-01 00:00:00,2200-01-01 00:00:00,806,,,,,,"https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=806&phaseID=61","806_61",1
853,1,1900-01-01 00:00:00,2200-01-01 00:00:00,890,"Musa Germplasm Information System (MGIS) ","The Musa Germplasm Information System (MGIS) contains key information on Musa germplasm diversity, including passport data, botanical classification, morpho-taxonomic descriptors, molecular studies, plant photographs and GIS information
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/4","890_259",1
854,1,1900-01-01 00:00:00,2200-01-01 00:00:00,891,"Low-cost and energy-efficient small-scale flash dryer for cassava","Drying of cassava starch and flour is essential to ensure longer shelf life. Low-cost and energy-efficient pneumatic flash dryers represent a viable alternative to sun-drying for small processing units.
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/6","891_259",1
855,1,1900-01-01 00:00:00,2200-01-01 00:00:00,892,"Cassava Peel Tracker©","Cassava Peel Tracker© is a web-app accessible from any web-enabled device (computer, mobile phone and tablet) that provides maps and information on fresh cassava peels availability: production sites, daily volumes processed, contacts. It supports decision making of and market linkages between farmers, cassava processors and animal feed producers.
","http://seedtracker.org/peeltracker",,,"https://mel.cgiar.org/innovation/getinnovationview/id/8","892_259",1
856,1,1900-01-01 00:00:00,2200-01-01 00:00:00,893,"High quality cassava peel for animal feed","Technical formulation of high quality cassava peel mash for animal feed.
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/9","893_259",1
857,1,1900-01-01 00:00:00,2200-01-01 00:00:00,894,"Transgenic potato variety resistant  to late blight","Potato variety Victoria, which is a popular variety in Uganda, has been transformed with three stacked genes taken from wild potato species, that confer resistance to the late blight pathogen, Phytophtora infestans.  Having more than one resistance gene ensures the resistance is more robust, and cannot be overcome easily by the pathogen.  This product has been tested in multi-location trials under confined conditions, and shown to be identical to the variety Victoria, and highly resistant to late blight.","https://doi.org/10.1111/pbi.13042",,,"https://mel.cgiar.org/innovation/getinnovationview/id/10","894_259",1
858,1,1900-01-01 00:00:00,2200-01-01 00:00:00,895,"Transgenic banana resistant to banana Xanthomonas wilt (BXW) disease ","Banana Xanthomonas wilt (BXW)  is a serious threat to banana production in East Africa. Transgenic bananas have been generated by inserting Hrap or Pflp genes in two local banana cultivars, and shown to be resistant to BXW over five seasons in confined field trials.
","https://doi.org/10.1002/fes3.101",,,"https://mel.cgiar.org/innovation/getinnovationview/id/11","895_259",1
859,1,1900-01-01 00:00:00,2200-01-01 00:00:00,896,"Global information system for in situ conservation of RTB crops","The aim of this system is to allow systematic monitoring of in situ diversity of RTB crops (Bananas, Cassava, Potatoes and Yams) including landraces crop wild relatives.  This will allow to follow effects on biodiversity in response to climate, social or economic changes..
","https://cgspace.cgiar.org/handle/10568/97657,https://dx.doi.org/10.1007/s10722-018-0690-x",,,"https://mel.cgiar.org/innovation/getinnovationview/id/27","896_259",1
860,1,1900-01-01 00:00:00,2200-01-01 00:00:00,897,"Population Hybrid Breeding in Sweetpotato","Populations are separated into distinct heterotic groups, and selections for best parents done for each group separately (reciprocal recurrent selection cycle).  The best parents of each heterotic group, are then crossed to the best of the other group (""elite crosses"").  This has resulted in dramatic genetic gains (due to heterosis) for the traits for which the parents are selected, such as storage root yields, iron content in the storage roots, and reduced sweet taste.
","https://dx.doi.org/ 10.1515/opag-2017-0014",,,"https://mel.cgiar.org/innovation/getinnovationview/id/49","897_259",1
861,1,1900-01-01 00:00:00,2200-01-01 00:00:00,898,"Orange-fleshed Sweetpotato Purée for Bakery Applications in Kenya","Techniques for production and storage of fresh sweetpotato puree and/or concentrate for use with limited or no cold chain, including chemical preservatives and vacuum packing.
","https://dx.doi.org/ 10.1515/opag-2017-0014",,,"https://mel.cgiar.org/innovation/getinnovationview/id/60","898_259",1
862,1,1900-01-01 00:00:00,2200-01-01 00:00:00,899,"Participatory Market Chain Approach (PMCA)","This multi-stakeholder approach is based on a flexible three-stage participatory process to improve communication, build trust, and facilitate collaboration among value chain stakeholders so that they can jointly identify, analyze, and exploit new market opportunities.
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/61","899_259",1
863,1,1900-01-01 00:00:00,2200-01-01 00:00:00,900,"Marker-based assays for extreme resistance to Potato Virus Y gene Ryang.  One is a multiplex assay and the other is for determining the number of resistant alleles in tetraploid potato.","Two DNA marker assays developed to accelerate the introgression of Ryadg gene into breeding lines by marker-assisted selection. First, a multiplex assay for RYSC3, M6 and M45 markers flanking the Ryadg gene (so, all markers assayed in same reaction tube) and validated on 6,521 individuals. Second,  an allele-dosage assay to identify multiple copies of the Ryadg resistant allele (so can determine how many copies there are of the resistant allele, as potato has a tetraploid genome - 4 chromosomes). 
","https://doi.org/10.1007/s00122-018-3123-5",,,"https://mel.cgiar.org/innovation/getinnovationview/id/62","900_259",1
864,1,1900-01-01 00:00:00,2200-01-01 00:00:00,901,"Insect Life Cycle Modeling software (ILCYM) ","Insect Life Cycle Modeling software (ILCYM - version 4.0) facilitates the development of pest insect phenology models and provides analytical tools for studying pest population ecology. 

","https://research.cip.cgiar.org/confluence/display/ilcym/Home",,,"https://mel.cgiar.org/innovation/getinnovationview/id/66","901_259",1
865,1,1900-01-01 00:00:00,2200-01-01 00:00:00,902,"AdiosMacho-Po® and AdiosMacho-St®: innovative biorational products to control potato pests","Biorational products based on attract-and-kill approach for effective field and storage control of P. opercullela (Po) and S. tangolias (St) in potato.
","http://www.bjnrd.org/uploads/pdf/1480564528.pdf",,,"https://mel.cgiar.org/innovation/getinnovationview/id/67","902_259",1
866,1,1900-01-01 00:00:00,2200-01-01 00:00:00,903,"Farmer Business school","Farmer Business school is a participatory action learning approach to support farmer groups’ participation to and benefit from agricultural value chains guided by a market-chain curricular framework, through a series of learning activities over a production-marketing cycle, including interaction with other chain actors and stakeholders. It is a modular/ step-wise platform for developing or upgrading value chains especially fit for small farmer-entrepreneurs. 
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/68","903_259",1
867,1,1900-01-01 00:00:00,2200-01-01 00:00:00,904,"Scaling readiness approach - A science-based approach to develop scaling strategies","The Scaling Readiness Approach is an innovation that analyze the readiness for scaling of a specific innovation package.  It assesses the readiness of technological and non-technological innovations independently and as packages to determine their readiness for scaling in a specific context.  Its use can help identify key barriers for scaling and inform the development of scaling strategies better adapted to a specific context.
","http://ar17.iita.org/science-based-delivery-to-transform-african-agriculture/",,,"https://mel.cgiar.org/innovation/getinnovationview/id/73","904_259",1
868,1,1900-01-01 00:00:00,2200-01-01 00:00:00,905,"Guidelines for innovation platforms in agricultural research for development: decision support fon how to design, budget and implement impactfull innovation","This is a decision support tool on how to design, budget and implement impactful innovation platforms.  It reflects on when and under what conditions innovation platforms are appropriate mechanisms to foster collective action and innovation. It provides information on key design and implementation principles, the financial and human resources that need to be made available, and makes suggestions for more effective monitoring, evaluation and learning. 
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/74","905_259",1
869,1,1900-01-01 00:00:00,2200-01-01 00:00:00,906,"Prototype ICT4BXW app","It is a prototype app to combat banana diseases through digital innovation.  The app registers farmer users, locates them geographically and provides support for diagnosis, management, and implementation of agronomic practices for banana farming.
","https://dx.doi.org/10.1016/j.njas.2018.07.008",,,"https://mel.cgiar.org/innovation/getinnovationview/id/75","906_259",1
870,1,1900-01-01 00:00:00,2200-01-01 00:00:00,907,"VirusDetect: high-throughput sequencing of small RNAs for virus detection","VirusDetect is a bioinformatics pipeline that efficiently analyzes large scale small RNA (sRNA) datasets for both known and novel virus identification. The technology has proven to be highly efficient, sensible and reliable in plant and animal virus detection.
","http://dx.doi.org/10.1016/j.virol.2016.10.017",,,"https://mel.cgiar.org/innovation/getinnovationview/id/77","907_259",1
871,1,1900-01-01 00:00:00,2200-01-01 00:00:00,908,"Partial root-zone drying (PRD) irrigation technique to increase water use efficiency in potato cropping systems","Partial root-zone drying consists in irrigating a portion of the root system of the plant while the other portion is left to dry. This irrigation technique allows for water saving, increases water use efficiency and has no negative effects on tuber yield. 
","https://dx.doi.org/10.1007/s11540-018-9393-0",,,"https://mel.cgiar.org/innovation/getinnovationview/id/78","908_259",1
872,1,1900-01-01 00:00:00,2200-01-01 00:00:00,909,"Management practice based on Single Diseased Stem Removal (SDSR) for quick and effective banana recovery in Xanthomonas wilt (XW) affected regions","Single diseased stem removal is a disease management practice involving cutting a plant showing Xanthomonas wilt symptoms at soil level, sterilizing cutting tools using fire, and early male bud removal using a forked stick. It's very effective in reducing the incidence of the disease and easy to apply. It requires less labour than alternative practices.
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/80","909_259",1
873,1,1900-01-01 00:00:00,2200-01-01 00:00:00,910,"Pestdisplace: platform to integrate and collectively monitor the occurrence and movement of pests and diseases in RTB and other crops","Pestdisplace uses novel visualization tools to share, track and communicate the distribution of crop pests and diseases over time and space (longituinal & spatial). A great part of this data was passive (stored in old reports and lab-books) and could not be used for decision making. By facilitating data collation from research and official sources the platforms is intended to accelerate decision making by stakeholders thus reducing risk and/or the impact of pests and diseases on crop yield. 
","https://pestdisplace.org/",,,"https://mel.cgiar.org/innovation/getinnovationview/id/86","910_259",1
874,1,1900-01-01 00:00:00,2200-01-01 00:00:00,911,"A framework for priority-setting in climate smart agriculture (CSA) research","A flexible framework for assessing and comparing different interventions and investments that addresses the key elements of CSA. The framework describes some features of CSA that make prioritisation a challenge and proposes a framework for prioritization based on a brief review of existing tools and methods for priority setting in agriculture and some case-study examples. 
","https://dx.doi.org/10.1016/j.agsy.2018.09.009",,,"https://mel.cgiar.org/innovation/getinnovationview/id/88","911_259",1
875,1,1900-01-01 00:00:00,2200-01-01 00:00:00,912,"High-Throughput Yam Anthracnose Phenotyping Using Detached Leaf Assay and Digital Imaging","Conventional field phenotyping is unreliable as infection rate is influenced by weather, and the disease severity assessed using a 1 to 5 rating scale is subjected to “rater” bias. Therefore, a new phenotyping method was developed by combining in vitro detached leaf assay (DLA) and accurate measurement of YAD symptomatic area using the “Leaf Doctor” App (Pethybridge & Nelson, Plant Dis 99, 1310, 2015). 
","https://doi.org/10.13140/RG.2.2.32630.65605",,,"https://mel.cgiar.org/innovation/getinnovationview/id/87","912_259",1
876,1,1900-01-01 00:00:00,2200-01-01 00:00:00,913,"Multi-stakeholder framework for intervening in RTB seed systems","The tool is designed to better understand RTB seed systems or to improve seed system interventions (e.g., projects or programs) It helps in identifying key stakeholders and in assessing availability, access, and quality of seed as well as in  identifying bottlenecks and in designing key actions for the upcoming intervention.
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/89","913_259",1
877,1,1900-01-01 00:00:00,2200-01-01 00:00:00,914,"Seed Tracker: online application for real-time tracking of cassava seed production that supports communication and networking of cassava producers","The Cassava Seed Tracker™ is a fully featured program for real-time tracking of cassava seed production, including pre-planting planning, registration of seed fields, crop management, harvesting, quality assessment and quality assertion. The Cassava Seed Tracker is also a digital platform for communication and networking of cassava seed producers and service providers for common good.
","http://seedtracker.org/",,,"https://mel.cgiar.org/innovation/getinnovationview/id/90","914_259",1
878,1,1900-01-01 00:00:00,2200-01-01 00:00:00,915,"Impact network analysis (INA) to understand and describe RTB seed systems","Impact Network Analysis (INA) is a multilayer network analysis that looks at the effects of a technology – such as a new variety, a management strategy, or other types of information – as it influences the outcomes of linked socioeconomic networks and biophysical networks. 
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/91","915_259",1
879,1,1900-01-01 00:00:00,2200-01-01 00:00:00,916,"Integrated seed health approach to help decision-making on RTB seed management","This model provides estimates of seed degeneration risk at a location, as a function of factors such as weather conduciveness, crop disease resistance, and success rates for interventions such as positive selection and roguing.  It also provides estimates of optimal timing for purchase of quality-declared seed to maintain yield within acceptable bounds.
","https://dx.doi.org/10.1111/ppa.12958",,,"https://mel.cgiar.org/innovation/getinnovationview/id/92","916_259",1
880,1,1900-01-01 00:00:00,2200-01-01 00:00:00,917,"Positive selection to improve on-farm seed potato management","Positive selection (or “Select the best”) is an efficient and simple technique for improving on-farm seed potato management. The best plants (robust and not showing symptoms of key diseases) are marked before and after flowering. These plants are harvested and only those with good yield are selected to provide tubers for the next growing season. This technique is complemented with integrated pest and disease management, and postharvest techniques.
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/93","917_259",1
881,1,1900-01-01 00:00:00,2200-01-01 00:00:00,918,"Method based on a combination of tissue culture, chemotherapy and thermotherapy to produce  cassava plants clean from viral infections ","Using a combination of tissue culture, chemotherapy and thermotherapy and after 3 cycles of cleaning it was possible to obtain virus-free planting material for 31 varieties of five countries (Kenya, Malawi, Mozambique, Tanzania and Uganda). The cleaning process was performed in United Kingdom, this first cross-boundary effort provides important lessons for mitigating the two-major cassava viral diseases in Africa.
","https://dx.doi.org/10.1016/j.pmpp.2018.09.002",,,"https://mel.cgiar.org/innovation/getinnovationview/id/94","918_259",1
882,1,1900-01-01 00:00:00,2200-01-01 00:00:00,919,"Landscape IMAGES modeling framework for multi scale spatially explicit analysis of tradeoffs and synergies among ecosystem services provisioning across agricultural landscapes","The LandscapeIMAGES is a modeling framework for multi-scale spatially explicit analysis of trade-offs and synergies among ecosystem services provisioning across agricultural landscapes. It generates large sets of spatially explicit land-use and management scenarios to inform discussions among stakeholders involved in landscape planning processes. 
","https://dx.doi.org/10.1016/j.landurbplan.2017.12.008",,,"https://mel.cgiar.org/innovation/getinnovationview/id/95","919_259",1
883,1,1900-01-01 00:00:00,2200-01-01 00:00:00,920,"Rapid multiplication of planting material through rooted apical cuttings for seed potato systems","Rapid multiplication technique for potato planting material. It consists in producing rooted cuttings from tissue culture plantlets grown in screenhouses. Once planted in the field, each cutting produces 7 to 10, and up to 15+, tubers which are multiplied a further season or two, then the harvest is sold as seed. 
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/102","920_259",1
884,1,1900-01-01 00:00:00,2200-01-01 00:00:00,921,"Varieties for mid altitude, humid subtropical agro-ecologies in Sub-Saharan Africa (SSA), focusing on heat tolerance, late blight and virus resistance - Climate smart mid altitude potato","CIP has developed a new population of late blight resistant and heat tolerant potatoes designated LBHT.  These clones have been sent to several countries in Africa, Asia and Latin America for variety development and use in breeding. 
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/103","921_259",8
885,1,1900-01-01 00:00:00,2200-01-01 00:00:00,922,"Direct RT-RPA : a robust, accurate, sensitive and quick method for detection of potyviruses from recalcitrant plant species based on reverse transcription-recombinase polymerase amplification (RT-RPA)","Potyviruses (genus Potyvirus; family Potyviridae) are widely distributed and represent one of the most economically important genera of plant viruses. The developed method detects each target virus directly from plant leaf extracts prepared with a simple and inexpensive extraction method avoiding laborious extraction of high-quality RNA. This assay coupled with direct detection make it a suitable for the detection of viruses in seed yams as well as plants. 
","https://dx.doi.org/10.1016/j.ab.2018.01.019",,,"https://mel.cgiar.org/innovation/getinnovationview/id/106","922_259",1
886,1,1900-01-01 00:00:00,2200-01-01 00:00:00,923,"High-yielding and late blight resistant potato clones ready to be released as new varieties or as parents in crossing plans","Starting in 2011, 30,000 genotypes have been assessed to select those with high yields and good agronomic and commercial characters such as skin color, flesh color, tuber shape and eyes depth, plant vigor, uniformity of tubers. After seven years of evaluation and selection, 18 clones that showed phenotypic stability for selected traits have been identified.
","https://research.cip.cgiar.org/cipcatlg_ac/index.php?language=1&name=English",,,"https://mel.cgiar.org/innovation/getinnovationview/id/119","923_259",70
887,1,1900-01-01 00:00:00,2200-01-01 00:00:00,924,"Two potato varieties biofortified with iron and zinc, resistant to late blight and PVY virus adapted for tropical highland and mid elevation ecologies","A breeding strategy initiated in 2012 resulted in new tetraploid cultivars with resistance to the most important diseases such as late blight and viruses and tolerance to abiotic stresses (heat and drought) while maintaining the nutritional quality of the tuber with high levels of iron and zinc.
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/120","924_259",2
888,1,1900-01-01 00:00:00,2200-01-01 00:00:00,925,"Ground penetrating radar for estimating root bulking rate in cassava ","The ability to image and quantify subsurface root structure would allow breeders to classify root traits for rapid selection and allow agronomists  to derive effective cultivation practices, without using destructive root harvesting approaches. The capability of ground penetrating radar (GPR) to predict root-bulking rates (formation of cassava storage roots during the growth season) was shown.  Using current modeling methods,one can estimate root bulking rates for selection of early maturing cassava varieties.
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/121","925_259",1
889,1,1900-01-01 00:00:00,2200-01-01 00:00:00,926,"High-yielding and black Sigatoka resistant banana hybrids (NABIO ) for East Africa","New banana genotypes developed by the Uganda National Agricultural Research Organization in collaboration with Bioversity International.
","https://dx.doi.org/10.5897/JPBCS2018.0720",,,"https://mel.cgiar.org/innovation/getinnovationview/id/122","926_259",2
890,1,1900-01-01 00:00:00,2200-01-01 00:00:00,927,"Framework for multidimensional analysis of sustainability of intensification options in RTB-based systems","The framework proposes transparent and well described procedures to select sustainability indicators to assess and monitor progress in SI of agricultural systems 
",,,,"https://mel.cgiar.org/innovation/getinnovationview/id/125","927_259",1
891,1,1900-01-01 00:00:00,2200-01-01 00:00:00,928,"Qualitative data collection tool for gender analysis to understand local perceptions of agency and decision making","The ladder of power and freedom is a qualitative data collection tool to understand local perceptions of agency and decision making.
","http://42q77i2rw7d03mfrrd11pvzz.wpengine.netdna-cdn.com/wp-content/uploads/2018/04/Ladder-of-Power-and-Freedom-24April2018.pdf",,,"https://mel.cgiar.org/innovation/getinnovationview/id/129","928_259",1
892,1,1900-01-01 00:00:00,2200-01-01 00:00:00,929,"Gender checklist for introducing new Root and Tuber Crops technologies to men and women","This checklist is intended to help ensure that gender is adequately addressed in  workplans and interventions. Considering gender dimensions of farming activities helps us to identify context-specific social factors that support/hinder uptake of new technologies. The checklist has two sections; understanding gendered interests and preferences; and understanding gendered decision-making power. 
","https://hdl.handle.net/10568/89461",,,"https://mel.cgiar.org/innovation/getinnovationview/id/130","929_259",1
893,1,1900-01-01 00:00:00,2200-01-01 00:00:00,930,"Gender-responsive participatory videos: a guide for facilitators","Participatory-video is a research technique in which farmers film and publicly screen interviews with their peers. It is a powerful tool to build relationships between researchers and farmers and collect the real voices of the different social groups in the community. This guide has been prepared for researchers and development practitioners who are interested in applying this technique.
","https://cgspace.cgiar.org/handle/10568/92884",,,"https://mel.cgiar.org/innovation/getinnovationview/id/131","930_259",1
894,1,1900-01-01 00:00:00,2200-01-01 00:00:00,931,"Gender in Agricultural Mechanization: Key guiding questions.","The tool presents guiding questions to stimulate researchers to think about the gender implications of actual or possible interventions involving machinery or that may depend on existing machinery. 
","http://gender.cgiar.org/?s=Gender+in+Agricultural+Mechanization&s_area=all",,,"https://mel.cgiar.org/innovation/getinnovationview/id/132","931_259",1
895,1,1900-01-01 00:00:00,2200-01-01 00:00:00,932,"The Banana Breeding Tracking System (BTracT) ","The system tracks all stages in breeding, beginning with the automatic decision making of crosses in the field based on flowering plants, followed by all stages of hybrid production (from seed to embryo culture to nursery). Plants are barcoded and the data management system implemented and integrated directly with MusaBase.  In this manner it is possible to monitor progress of crosses by pollination, thru seed set and eventual distribution, all captured in a database.
","http://breedingbetterbananas.org/wp-content/uploads/2018/05/Posters-BBB-meeting-2018-selected.pdf",,,"https://mel.cgiar.org/innovation/getinnovationview/id/133","932_259",1
896,1,1900-01-01 00:00:00,2200-01-01 00:00:00,933,"Multi-model systems analysis to identify Low Emissions Development Pathways – exploring synergies and trade-offs in Mahbubnagar District, Telangana, India","Triple-win solutions with positive contributions to productivity, adaptation and mitigation are the key to achieve sustainable agricultural systems. Quantifying synergies and trade-offs among these we employed simulation modelling- crop, livestock and whole-farm models, and Cool Farm Tool to estimate net GHG emissions. Multi-model systems analysis using participatory design and tools could be a decision support for policymakers guiding investments towards synergistic climate smart agriculture strategies.","http://oar.icrisat.org/11038/",,,"https://mel.cgiar.org/innovation/getinnovationview/id/96","933_279",1
897,1,1900-01-01 00:00:00,2200-01-01 00:00:00,935,"A co-management strategy for Lake Fisheries","Lake fisheries provide an important source of micro nutrients, animal protein and livelihoods.  Lake Nasser in Upper Egypt provides a case of a critical yet under performing fishery i.e., stocks are overfished and catches are decreasing. Building on earlier recommendations, WorldFish  conducted a further assessment in 2017 to design and formalize an ecosystem-based, co-management approach to manage and rebuild the fishery (including using restocking techniques). 
","http://hdl.handle.net/20.500.12348/1885",,,"https://mel.cgiar.org/innovation/getinnovationview/id/137 ","935_269",1
898,1,1900-01-01 00:00:00,2200-01-01 00:00:00,936,"Co-management of community fish refuges (CFRs) to enhance fish production, water security and adaptive capacity to climate change","A CFR is a form of stock enhancement or a fish conservation measure to improve the productivity of rice-field fisheries. The CFR is a refuge, or sanctuary, for brood fish that is protected from fishing year-round and is especially important as fish habitat during the dry season in seasonally inundated rice fields. During the dry season fish seek deeper pools that become disconnected, during the flood season the fish emerge from the refuge ponds to spawn and feed throughout the rice field","http://hdl.handle.net/20.500.12348/3319",,,"https://mel.cgiar.org/innovation/getinnovationview/id/139","936_269",1
899,1,1900-01-01 00:00:00,2200-01-01 00:00:00,937,"Hilsa fisheries co-management and livelihood buffering strategies","Co-management strategies (an innovative combination of local social innovations, women’s community saving’s groups, area management strategies and national policy adjustments) were applied to restore the hilsa shad fishery.  In 2018 research outputs illustrate the process and outcomes including substantial increases in hilsa landings.
","http://hdl.handle.net/20.500.12348/2669",,,"https://mel.cgiar.org/innovation/getinnovationview/id/142","937_269",1
900,1,1900-01-01 00:00:00,2200-01-01 00:00:00,938,"A framework for assessing and building adaptive capacity to climate change in small-scale fisheries communities","We developed an analytical framework comprised of five dimensions that allows analysts to identify obstacles and options for building capacities to adapt and to innovate. The research applies and examines the framework in coastal fishing communities.   The 'agency' dimension of the framework is informed by earlier WorldFish-led research on gender and agency.
","http://hdl.handle.net/20.500.12348/667",,,"https://mel.cgiar.org/innovation/getinnovationview/id/143","938_269",1
901,1,1900-01-01 00:00:00,2200-01-01 00:00:00,939,"Solar-social innovations to reduce waste and loss, increase incomes and improve equity in capture fisheries systems","The use of solar technology offers opportunities to reduce value and quality losses experienced in fisheries value chains. FISH research illustrates when solar-based initiatives are developed through action research and combined with social innovations (particularly gender transformative or gender sensitive approaches) complementary outcomes ranging from increased gender equity, reduction of fish quality loss and increased likelihood of sustainability.
","http://hdl.handle.net/20.500.12348/676",,,"https://mel.cgiar.org/innovation/getinnovationview/id/144","939_269",1
902,1,1900-01-01 00:00:00,2200-01-01 00:00:00,940,"Design of tilapia single nucleotide polymorphisms (SNP) chip","A SNP chip optimized for genomic selection of GIFT and Abbassa tilapia strains was designed in collaboration with the Roslin institute for manufacture and application to Nile Tilapia genetic improvement programs in 2019.
","https://cgiar.sharepoint.com/:b:/s/FISHOperations/EfDEX6GU5UtGiX68KDaoTFgB50LFclZa5tlLMlAnPjt1uA?e=XviNEU",,,"https://mel.cgiar.org/innovation/getinnovationview/id/146","940_269",1
903,1,1900-01-01 00:00:00,2200-01-01 00:00:00,941,"Generation 17 GIFT Nile tilapia strain","Generation 17 of the GIFT tilapia strain was spawned, grown out and assessed (168 families).  
","https://cgiar.sharepoint.com/:b:/s/FISHOperations/ETBZ0QkyWPJOjZtkHU8kfb0B1S_8vUVCty_YKHcPLvPhVg?e=qnpK4K",,,"https://mel.cgiar.org/innovation/getinnovationview/id/147","941_269",17
904,1,1900-01-01 00:00:00,2200-01-01 00:00:00,942,"Generation 15 of the Abbassa Nile Tilapia strain ","Generation 15 of the Abbassa tilapia strain was produced –spawned and grown out (125 families).
","https://cgiar.sharepoint.com/:b:/s/FISHOperations/EYRkc7aJZBdNlkG73c-j7C8BbR44YysI47hmXf2D7KniHQ?e=ZDSR9f",,,"https://mel.cgiar.org/innovation/getinnovationview/id/148","942_269",15
905,1,1900-01-01 00:00:00,2200-01-01 00:00:00,943,"Generation 2 of Rohu Carp","Generation 2 of Rohu Carp was produced – grown out and assessed (240 families)
","http://blog.worldfishcenter.org/2016/12/carps-genetic-improvement-programs-and-technology-platform-in-bangladesh/",,,"https://mel.cgiar.org/innovation/getinnovationview/id/149","943_269",2
906,1,1900-01-01 00:00:00,2200-01-01 00:00:00,944,"DArTseq genetic marker developed for Catla","Analysis of DArTseq genetic marker data successfully identified and characterized single nucleotide polymorphisms (SNPs) and silicoDArT markers in catla. The analysis identified an unexpectedly high level of sibship among breeding population founders and found no or low levels of divergence in SNPs among the three river populations studied.  
","https://doi.org/10.7910/DVN/6LEU9O ",,,"https://mel.cgiar.org/innovation/getinnovationview/id/150","944_269",1
