pk_id_ext_partner;version;date_from;date_to;id;"name";"acronym";"website_link";"type"
392;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2184;"U.S. Embassy in Malawi";;"https://mw.usembassy.gov/";"Government"
393;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2187;"NASA Goddard Space Flight Center";"NASA-GSFC";"https://www.nasa.gov/goddard";"Government"
394;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2188;"Ministry of Agriculture (Sri Lanka)";;"http://www.agrimin.gov.lk/web/#";"Government"
395;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2193;"Ministère de la Jeunesse, de la Formation et de l'Insertion Profesionnelles";"MESSRS";"http://www.messrs.gov.bf/";"Government"
396;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2194;"Ministerio de Desarrollo Rural y Tierras (Bolivia)";"MDRyT";"http://www.ruralytierras.gob.bo/";"Government"
397;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2195;"Ministère du Tourisme et des Transport aériens (Senegal)";;"http://www.tourisme.gouv.sn/";"Government"
398;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2197;"Department for Business, Energy and Industrial Strategy (United Kingdom)";;"https://www.gov.uk/government/organisations/department-for-business-energy-and-industrial-strategy";"Government"
399;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2198;"Ministry of Agriculture, Hydraulic Resources and Fisheries (Tunisia)";;;"Government"
400;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2199;"Ministry of Environment and Forestry (Kenya)";;"http://www.environment.go.ke/";"Government"
401;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2200;"Ministry of Works, Transport and Communications (United Republic of Tanzania)";;"http://mwtc.go.tz/#";"Government"
402;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2201;"Ministry of Natural Resources, Energy and Environment (Malawi)";;"http://www.malawi.gov.mw/index.php?option=com_content&view=article&id=75&Itemid=20";"Government"
403;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2202;"Ministry of Scientific Research and Innovation (Cameroon)";;"http://www.minresi.cm/";"Government"
404;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2203;"Ministry of Finance (Cameroon)";;"http://www.minfi.gov.cm/";"Government"
405;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2204;"Ministry of Earth Sciences (India)";"MoES";"http://www.moes.gov.in/";"Government"
406;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2205;"Ministry of Population and Environment (Nepal)";"MOPE";"http://www.mope.gov.np/index.php";"Government"
407;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2206;"Ministry of Natural Resources and Environment (Thailand)";"MONRE";"http://webeng.mnre.go.th/main.php?filename=index";"Government"
408;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2207;"Ministry of Irrigation (Nepal)";;"http://www.moir.gov.np/";"Government"
409;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2217;"Prime Minister's Office (United Republic of Tanzania)";"PMO";"http://www.pmo.go.tz/";"Government"
410;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2218;"Busia County Government";;"https://busiacounty.go.ke/";"Government"
411;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2220;"Ministry of Health (Kenya)";"MoH";"http://www.health.go.ke/";"Government"
412;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2221;"Kenya Zoonotic Disease Unit";"ZDU";"http://zdukenya.org/";"Government"
413;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2223;"Ministry of Environment, Water and Climate";;"http://www.zim.gov.zw/government-ministries/ministry-environment-water-and-climate";"Government"
414;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2224;"Ministry of Agriculture (Indonesia)";;"http://www.pertanian.go.id/";"Government"
415;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2225;"Ministère de l’Environnement ,de l’assainissement et du Développement Durable (Mali)";"MEADD";"http://environnement.gouv.ml/";"Government"
416;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2227;"Ministère de L'Environnement et du Developpment Durable (Burkina Faso)";"MEEVCC";"http://www.environnement.gov.bf/";"Government"
417;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2229;"Ministère de l’Environnement et du Développement Durable (Senegal)";;"http://www.environnement.gouv.sn/";"Government"
418;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2231;"Ministry of Environment, Science, Technology & Innovation (Ghana)";"MESTI";"http://mesti.gov.gh/";"Government"
419;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2232;"Ministère de l'agriculture (Burkina Faso)";"MASA";"http://www.masa.gov.bf/";"Government"
420;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2233;"Minister for the Environment and Energy (Australia)";;"http://www.environment.gov.au/minister/index.html";"Government"
421;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2234;"Ministre des transports, de la mobilité urbaine et de la sécurité routière (Burkina Faso)";"MTMUSR";"http://www.transports.gov.bf/index.php";"Government"
422;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2235;"Department of Agriculture and Water Resources (Australia)";;"http://www.agriculture.gov.au/";"Government"
423;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2236;"Departamento Administrativo Nacional de Estadística";"DANE";"http://www.dane.gov.co/";"Government"
424;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2237;"Ministry of Natural Resources and Tourism (United Republic of Tanzania)";"MNRT";"http://www.mnrt.go.tz/";"Government"
425;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2238;"Ministry of Devolution and Planning (Kenya)";;"http://www.devolutionplanning.go.ke/";"Government"
426;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2239;"Ministry of Irrigation & Water Resources Management (Sri Lanka)";;"http://irrigationmin.gov.lk/";"Government"
427;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2240;"Ministère de l’Agriculture (Guinea)";;"https://www.facebook.com/AgricultureGN/";"Government"
428;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2241;"Ministère de l’Environnement, des Eaux et Forêts (Guinea)";;"https://www.facebook.com/pg/MeefGN/about/?ref=page_internal";"Government"
429;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2242;"Southern Agricultural Research Institute (Ethiopia)";"SARI";"https://www.researchgate.net/institution/Southern_Agricultural_Research_Institute_SARI";"Government"
430;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2244;"Ministry of State Administration";;;"Government"
431;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2245;"National Development Council (Nepal)";;;"Government"
432;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2246;"Ministry of Water Resources (Bangladesh)";"MoWR";"http://www.mowr.gov.bd/";"Government"
433;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2247;"Ministerio de Medio Ambiente y Agua (Bolivia)";"MMAyA";"http://www.mmaya.gob.bo/";"Government"
434;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2248;"Department of Defence (Australia)";;"http://www.defence.gov.au/";"Government"
435;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2249;"Departamento de Desarrollo Sostenible (Honduras)";"DDS";"http://www.oas.org/es/sedi/dsd/";"Government"
436;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2250;"Ministry of Planning (Bangladesh)";;"http://www.plandiv.gov.bd/";"Government"
437;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2251;"Ministry of Communications (Ghana)";;"https://www.moc.gov.gh/";"Government"
438;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2252;"Parliament of Uganda";;"http://www.parliament.go.ug/";"Government"
439;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2253;"Ministry of Agriculture and Rural Cooperatives (Thailand)";;"https://eng.moac.go.th/main.php?filename=main";"Government"
440;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2254;"Ministry of Health (Benin)";;"http://www.beninsante.bj/";"Government"
441;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2256;"Ministry of Health (Burkina Faso)";;"http://www.sante.gov.bf/";"Government"
442;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2257;"Ministry of Health and Welfare (Togo)";;;"Government"
443;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2258;"Ministry of Public Health (Cameroon)";;"http://www.minsante.gov.cm/site/?q=en";"Government"
444;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2259;"Ministry of Public Health (Democratic Republic of Congo)";;"http://www.minisanterdc.cd/new/index.php";"Government"
445;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2260;"Ministère de l’agriculture, pêche et élevage (Democratic Republic of Congo)";;"http://www.godan.info/organizations/ministere-de-lagriculture-peche-et-elevage-de-la-rdc";"Government"
446;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2261;"Ministry of Trade, Industry and Co-operatives (Uganda)";"MTIC";"http://www.mtic.go.ug/";"Government"
447;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2262;"Ministry of Environment (Rwanda)";;"http://www.minirena.gov.rw/index.php?id=209";"Government"
448;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2263;"Ministerio de Agricultura (Chile)";"MINAGRI";"https://www.minagri.gob.cl/";"Government"
449;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2264;"Ministry of Local Government, Rural Development and Cooperatives (Bangladesh)";;;"Government"
450;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2265;"U.S. Department of State";;"https://www.state.gov/";"Government"
451;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2267;"Ministry of Foreign Affairs (Denmark)";;"http://um.dk/en";"Government"
452;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2268;"Ministry of Internal Affairs (Uganda)";"MIA";"http://www.mia.go.ug/";"Government"
453;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2269;"Federal Ministry of Science and Technology (Nigeria)";"FMST";"http://www.scienceandtech.gov.ng/";"Government"
454;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2270;"Department of Planning, Monitoring and Evaluations (South Africa)";"DPME";"http://www.dpme.gov.za/Pages/default.aspx";"Government"
455;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2271;"Ministry of Finance (Nepal)";"MOF";"http://www.mof.gov.np/en/";"Government"
456;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2272;"Ministry of National Development Planning (Indonesia)";;;"Government"
457;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2276;"U.S. Environmental Protection Agency";"EPA";"https://www.epa.gov/";"Government"
458;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2282;"Government of Belgium";;"https://www.belgium.be/en";"Government"
459;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2301;"United Nations Educational, Scientific and Cultural Organization";"UNESCO";"https://en.unesco.org/";"Government"
460;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2314;"Agence de l'eau du Mouhoun";"AEM";"http://eaumouhoun.bf/fr/";"Government"
461;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2318;"Department of Water and Sanitation";"DWS";"http://www.dwa.gov.za/default.aspx";"Government"
462;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2319;"Ministry of Agriculture, Forestry and Fisheries (Japan)";"MAFF";"http://www.maff.go.jp/e/";"Government"
463;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2326;"Ministry of Agriculture and Food Security (Lesotho)";"MAFS";"http://www.gov.ls/gov_webportal/ministries/defence%20and%20national%20security/defence.html";"Government"
464;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2328;"National Science Foundation (United States)";"NSF";"https://www.nsf.gov/";"Government"
465;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2337;"Direction Nationale de l’Agriculture (Mali)";"DNA";;"Government"
466;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2341;"Zambian Revenue Authority";"ZRA";"https://www.zra.org.zm/";"Government"
467;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2349;"Instituto de Hidrología, Meteorología y Estudios Ambientales";"IDEAM";"http://www.ideam.gov.co/";"Government"
468;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2358;"National Academy of Science of the Kyrgyz Republic";;"http://www.naskr.kg/index.php/en/";"Government"
469;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2361;"Government of Australia";;"https://www.australia.gov.au/";"Government"
470;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2362;"Ministerio de Comunicaciones, Infraestructura y Vivienda (Guatemala)";"CIV";"www.civ.gob.gt";"Government"
471;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2363;"Comisión Permanente de Contingencias ";"COPECO";"http://www.copeco.gob.hn/";"Government"
472;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2366;"Ministre de la Décentralisation et de la Reforme de L’état (Mali)";"MDRE";"http://mdre.gouv.ml/";"Government"
473;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2367;"Special Monitoring Unit, Government of The Punjab";;"http://cmsmu.punjab.gov.pk/";"Government"
474;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2371;"Department of Science and Technology (Philippines)";"DOST";"http://www.dost.gov.ph/";"Government"
475;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2372;"Government of Turkey";;;"Government"
476;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2377;"Grains Research and Development Corporation";"GRDC";"https://grdc.com.au ";"Government"
477;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2378;"Government of Sudan";;"http://sudan.gov.sd/index.php/en ";"Government"
478;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2379;"Government of Iran";;"http://maj.ir/index.aspx?lang=2&sub=0";"Government"
479;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2387;"Ministry of Agriculture, Nature and Food Quality (Netherlands)";;"https://www.government.nl/ministries/ministry-of-agriculture-nature-and-food-quality";"Government"
480;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2390;"Coordinating Secretariat for Science, Technology and Innovation";"COSTI";"https://www.costi.gov.lk/index.php/en/";"Government"
481;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2402;"Rwanda Agriculture Board ";"RAB";"http://www.rab.gov.rw";"Government"
482;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2403;"UK Space Agency";;"https://www.gov.uk/government/organisations/uk-space-agency";"Government"
483;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2411;"Agriculture Department Government of Khyber Pakhtunkhwa";;"http://agriculture.kp.gov.pk/";"Government"
484;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2418;"Barani Agricultural Research Institute, Chakwal";"BARI";"http://barichakwal.org/";"Government"
485;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2427;"Department of Agriculture West Bengal (India)";"DOA";"https://wb.gov.in/";"Government"
486;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2431;"Department of Agriculture Extension (Bangladesh)";"DAE";"http://www.dae.gov.bd/";"Government"
487;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2435;"Government of Peru";;"http://peru.gob.pe/";"Government"
488;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2441;"Government of Ecuador";;"http://www.presidencia.gob.ec/";"Government"
489;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2444;"Government of Catalonia (Generalitat de Catalunya)";;"http://web.gencat.cat/ca/inici";"Government"
490;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2466;"Government of Switzerland";;"https://www.admin.ch/gov/en/start.html";"Government"
491;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2469;"Government of Nepal";;"https://www.nepal.gov.np/";"Government"
492;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2477;"Agricultural Research,Education and Extension Organization";"AREEO";"http://www.areeo.or.ir";"Government"
493;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2478;"Government of Tunisia";;"http://www.pm.gov.tn/pm/content/index.php?lang=en";"Government"
494;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2481;"Government of Canada";;"https://www.canada.ca/en.html";"Government"
495;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2493;"Government of United States";;"https://www.usa.gov/";"Government"
496;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2494;"Government of Denmark";;"http://denmark.dk/";"Government"
497;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2498;"Government of Tajikistan";;"http://www.president.tj/en";"Government"
498;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2502;"Government of Cameroon";;"https://presidenceducameroun.com/en/";"Government"
499;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2503;"Government of Benin";;"https://www.gouv.bj/";"Government"
500;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2524;"Government of Tanzania";;"https://www.tanzania.go.tz/";"Government"
501;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2537;"Federal Ministry of Food and Agriculture (Germany)";"BMEL";"https://www.bmel.de/EN/Homepage/homepage_node.html";"Government"
502;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2545;"Luwero District Local Government";;"http://www.luwero.go.ug/";"Government"
503;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2546;"Nwoya District Local Government";;;"Government"
504;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2547;"Rakai District Local Government";;;"Government"
505;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2548;"Mbale District Local Government";;;"Government"
506;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2549;"Secretaría de Seguridad Alimentaria y Nutricional (Guatemala)";"SESAN";"http://www.sesan.gob.gt/";"Government"
507;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2550;"Secretaría de Recursos Naturales y Ambiente (Honduras)";"SERNA";"http://www.miambiente.gob.hn/";"Government"
508;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2553;"Sogd Water Authority (Tajikistan)";"SWA";;"Government"
509;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2557;"U.S. Department of the Interior";;"https://www.doi.gov/";"Government"
510;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2560;"Commission Nationale de Gestion des Ressources Phytogénétiques";"CONAGREP";;"Government"
511;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2570;"Corporación Autónoma Regional del Cauca";"CRC";"http://www.crc.gov.co/";"Government"
512;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2573;"Government of Spain";;"http://www.lamoncloa.gob.es/Paginas/index.aspx";"Government"
513;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2579;"Agricultural Transformation Agency (Ethiopia)";"ATA";"http://www.ata.gov.et/";"Government"
514;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2581;"National Water Supply and Drainage Board (Sri Lanka)";"NWSDB";"http://www.waterboard.lk/web/index.php?lang=en";"Government"
515;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2583;"Centers for Disease Control and Prevention";"CDC";"https://www.cdc.gov/";"Government"
516;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2589;"Ministry of Agriculture (Lebanon)";;"http://www.agriculture.gov.lb/English/Pages/Main.aspx";"Government"
517;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2617;"Government of the Republic of Kenya";"GoK";"http://www.mygov.go.ke/";"Government"
518;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2619;"Government of Uganda";"GOU";"http://gou.go.ug/";"Government"
519;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2625;"Ministerio de agricultura y ganadería (Ecuador)";"MAYG";"https://www.agricultura.gob.ec/";"Government"
520;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2632;"Jigawa State Government";"JIGAWA";"http://www.jigawastate.gov.ng/";"Government"
521;1;1900-01-01 00:00:00;2199-12-31 23:59:59;84;"Winrock International";"WI";"https://www.winrock.org/";"International NGO"
522;1;1900-01-01 00:00:00;2199-12-31 23:59:59;87;"Oxfam Novib";;;"International NGO"
523;1;1900-01-01 00:00:00;2199-12-31 23:59:59;95;"Vi Agroforestry";;"http://www.viagroforestry.org/";"International NGO"
524;1;1900-01-01 00:00:00;2199-12-31 23:59:59;111;"Catholic Relief Services";"CRS";"http://www.crs.org/";"International NGO"
525;1;1900-01-01 00:00:00;2199-12-31 23:59:59;158;"Panos Eastern Africa";;"http://www.panosea.org/about-panos-eastern-africa";"International NGO"
526;1;1900-01-01 00:00:00;2199-12-31 23:59:59;181;"International Development Enterprise";"iDE";"https://www.ideglobal.org/";"International NGO"
527;1;1900-01-01 00:00:00;2199-12-31 23:59:59;248;"African Biodiversity Conservation and Innovations Centre";"ABCIC";"http://www.abcic.org/";"International NGO"
528;1;1900-01-01 00:00:00;2199-12-31 23:59:59;278;"Arid Lands Information Network";"ALIN";"https://www.alin.or.ke/";"International NGO"
529;1;1900-01-01 00:00:00;2199-12-31 23:59:59;298;"World Wildlife Fund";"WWF";"https://www.worldwildlife.org/pages/earth-hour";"International NGO"
530;1;1900-01-01 00:00:00;2199-12-31 23:59:59;325;"World Vision International";"WVI";"http://www.wvi.org/";"International NGO"
531;1;1900-01-01 00:00:00;2199-12-31 23:59:59;416;"National Heritage Institute";"NHI";"http://n-h-i.org/";"International NGO"
532;1;1900-01-01 00:00:00;2199-12-31 23:59:59;444;"World Neighbors";"WN";"https://www.wn.org/";"International NGO"
533;1;1900-01-01 00:00:00;2199-12-31 23:59:59;526;"Promoting local innovation";"PROLINNOVA";"http://www.prolinnova.net";"International NGO"
534;1;1900-01-01 00:00:00;2199-12-31 23:59:59;529;"TreeAid";;"https://www.treeaid.org.uk/";"International NGO"
535;1;1900-01-01 00:00:00;2199-12-31 23:59:59;569;"Kenya RedCross";;"https://www.kenyaredcross.org/";"International NGO"
536;1;1900-01-01 00:00:00;2199-12-31 23:59:59;591;"Women Organizing for Change in Agriculture & Natural Resource Management";"WOCAN";"http://www.wocan.org/";"International NGO"
537;1;1900-01-01 00:00:00;2199-12-31 23:59:59;597;"Panos South Asia";;"http://www.panossouthasia.org";"International NGO"
538;1;1900-01-01 00:00:00;2199-12-31 23:59:59;600;"Future Earth";;"http://futureearth.org/";"International NGO"
539;1;1900-01-01 00:00:00;2199-12-31 23:59:59;630;"Technoserve";;"http://www.technoserve.org/";"International NGO"
540;1;1900-01-01 00:00:00;2199-12-31 23:59:59;632;"Send a Cow";;"http://www.sendacow.org.uk";"International NGO"
541;1;1900-01-01 00:00:00;2199-12-31 23:59:59;670;"The Nature Conservancy";"TNC";"https://www.nature.org/";"International NGO"
542;1;1900-01-01 00:00:00;2199-12-31 23:59:59;698;"Tree Aid";;"http://www.treeaid.org.uk/";"International NGO"
543;1;1900-01-01 00:00:00;2199-12-31 23:59:59;753;"Oxfam, Horn of Africa Regional Office";;;"International NGO"
544;1;1900-01-01 00:00:00;2199-12-31 23:59:59;791;"The Forests Dialogue at Yale University";;"http://tfd.yale.edu";"International NGO"
545;1;1900-01-01 00:00:00;2199-12-31 23:59:59;832;"Young Parliamentarians Forum";;"http://www.g20youthforum.org/";"International NGO"
546;1;1900-01-01 00:00:00;2199-12-31 23:59:59;834;"Practical Action";;"http://practicalaction.org/";"International NGO"
547;1;1900-01-01 00:00:00;2199-12-31 23:59:59;867;"Oxfam Great Britain";;"http://www.oxfam.org.uk/";"International NGO"
548;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1043;"Rainforest Alliance";;"http://www.rainforest-alliance.org/";"International NGO"
549;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1055;"Hivos";;"https://www.hivos.org/";"International NGO"
550;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1059;"Action Contre la Faim";"ACF International";"http://www.actioncontrelafaim.org/";"International NGO"
551;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1062;"Albertine Rift Conservation Society";"ARCOS";"http://www.arcosnetwork.org/";"International NGO"
552;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1084;"International Institute of Rural Reconstruction";"IIRR";"http://iirr.org/";"International NGO"
553;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1097;"BRAC";;"http://www.brac.net/";"International NGO"
554;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1100;"Practical Action";"PAC";"http://practicalaction.org/";"International NGO"
555;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1102;"Veterinarians Without Borders/ Vétérinaires sans Frontières Canada";"VWB/VSF-Canada";"https://www.vetswithoutborders.ca/";"International NGO"
556;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1120;"AIDEnvironment";;"http://www.aidenvironment.org/";"International NGO"
557;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1127;"Farm Radio International";"FRI";"http://www.farmradio.org/";"International NGO"
558;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1181;"CUSO International";"CUSO";"http://cusointernational.org/";"International NGO"
559;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1271;"CARE";"CARE";"http://www.care.org/";"International NGO"
560;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1281;"VECO West Africa";;"https://westafrica.veco-ngo.org/";"International NGO"
561;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1289;"African Wildlife Foundation";"AWF";;"International NGO"
562;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1296;"Global Communities";;"http://www.globalcommunities.org/";"International NGO"
563;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1310;"1,000 Days";;"http://thousanddays.org/";"International NGO"
564;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1326;"ACDI-VOCA";;"http://www.acdivoca.org/";"International NGO"
565;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1330;"Africa 2000 Network";;"http://www.africa2000.org.uk/";"International NGO"
566;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1333;"Aga Khan Foundation";"AKF";"http://www.akdn.org/our-agencies/aga-khan-foundation";"International NGO"
567;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1377;"Caritas Internationalis";;"http://www.caritas.org/";"International NGO"
568;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1397;"Concern Worldwide";;"https://www.concern.net/";"International NGO"
569;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1408;"Development Aid From People to People";"DAPP";"http://www.dappzambia.org/";"International NGO"
570;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1422;"Enfants Solidaires d’Afrique et du Monde";"ESAM";"http://www.esamsolidarity.org";"International NGO"
571;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1426;"Farm Concern International";;"http://www.farmconcern.org/";"International NGO"
572;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1440;"Food for the Hungry";;"http://www.fh.org/";"International NGO"
573;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1442;"Forward Africa";;"http://www.fofang.org/";"International NGO"
574;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1443;"Freedom from Hunger";;"https://www.freedomfromhunger.org/";"International NGO"
575;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1452;"Global Alliance for Improved Nutrition";"GAIN";"http://www.gainhealth.org/";"International NGO"
576;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1482;"HealthBridge Foundation of Canada";;"http://healthbridge.ca/";"International NGO"
577;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1483;"Heifer International";;"https://www.heifer.org/";"International NGO"
578;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1484;"Helen Keller International";"HKI";"http://www.hki.org/";"International NGO"
579;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1502;"International Medical Corps";;"https://internationalmedicalcorps.org/";"International NGO"
580;1;1900-01-01 00:00:00;2199-12-31 23:59:59;1533;"Mercy Corps";;"https://www.mercycorps.org/";"International NGO"
