pk_id_oics;version;date_from;date_to;id_oics;"title_oics";id_project;"title_project";"scope_comments";"outcome_impact_statement";"gender_relev";"youth_relev";"capdev_relev";"pdf"
63;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2144;"Rwanda’s national agricultural extension service facilitates 75,000 Rwandan farmers to access, understand and use climate services through participatory processes";363;"Climate Services for Agriculture: Empowering Farmers to Manage Risk and Adapt to a Changing Climate in Rwanda";;"The Rwanda Climate Services for Agriculture project supported the Twigire Muhinzi agricultural extension service to scale up the Participatory Integrated Climate Services for Agriculture (PICSA) process in 20 of Rwanda’s 30 districts.  A thousand trained government staff and volunteer Farmer Promoters trained and facilitated 75,000 Rwandan farmers to understand climate information and incorporate it into their decisionmaking.  Initial M&E results show that >85% of participating farmers change their farm or livelihood management in response, and share the information with peers.";"2 - Principal objective";"0 - Not Targeted";"1 - Significant objective";"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2144&cycle=Reporting&year=2017"
64;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2157;"196 institutions in Honduras, Colombia, Guatemala and Nicaragua have adopted Local-Technical Agroclimatic-Committees (LTACs) approach as a mechanism to reduce agroclimatic-risks";262;"[Regional Program Leader] LAM: Local to National/Regional synthesis, research and engagement";"Mapping the following sub-IDOS: 
1. Increased capacity for innovation in partner development organizations and in poor and vulnerable communities 
2. Enhanced capacity to deal with climactic risks and extremes";"Regional south-south exchanges and continuous engagement for scaling-out the CCAFS-LTAC approach with institutions in Honduras(90), Colombia(80), Guatemala(18), and Nicaragua(8) have led to the creation of 13 new LTACs and strengthening of 5 existing LTACs across the four countries. The initiative has enabled the empowerment of more than 190 institutions including farmer-organizations, private-sector, international-NGOs, and governmental-organizations, through new capacities related to participatory generation, provision, interpretation and use of forecast-based recommendations for adaptation to climate variability led by CIAT’s modelling-team.";"0 - Not Targeted";"0 - Not Targeted";"1 - Significant objective";"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2157&cycle=Reporting&year=2017"
65;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2163;"Cauca leads climate smartness for agriculture in Colombia";262;"[Regional Program Leader] LAM: Local to National/Regional synthesis, research and engagement";"The Cauca CSV in Colombia is now known in other countries (Caribbean countries, Honduras, Chile, Costa Rica, Nicaragua, El Salvador, Guatemala) through the south-south exchanges that have been carried out. ";"Municipal and State authorities in Cauca are promoting and investing in CSA practices aiming to reach approximately 150.000 farmers, as a result of the implementation of the CSV approach, using evidence generation and local empowerment. In addition, the State Government of Cauca approved USD$66 million from the Royalties National Fund to give to CRC (Cauca Environmental Authority) to scale CSA in at least 8 municipalities of the State. 

";"1 - Significant objective";"1 - Significant objective";"1 - Significant objective";"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2163&cycle=Reporting&year=2017"
66;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2171;"The evaluation of Egypt’s cash transfers program contributed to the decision to continue the program and influenced approaches to targeting.";688;"4.1.2 Improving Design and Delivery of Social protection for Nutrition and Other Outcomes";;"IFPRI’s comprehensive impact evaluation of Egypt’s cash transfer program for Government of Egypt’s (GOE) Ministry of Social Solidarity (MOSS), with funding from the World Bank, contributed to the policy dialogue about the program between MOSS, the Ministry of Finance, the President’s office and the World Bank. Lessons from the evaluation contributed to the GOE decision to continue funding the program and to the World Bank decision to continue co-financing it. MOSS indicated using the study findings to improve targeting.";"2 - Principal objective";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2171&cycle=Reporting&year=2017"
67;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2180;"Use of tricot crowdsourced citizen science approach for variety trials increases access/availability of adapted seeds for 1.3 million Ethiopian farmers";43;"(SA-BIOVERSITY) Outscaling a citizen science approach to test climate adaptation options on farms";;"The main innovation the use of the tricot crowdsourced citizen science approach for variety trials, which is a cost-effective way to massively test new climate-stress tolerant and nutritious crop varieties directly on farm, generating information about local adaptation/acceptability and disseminating the seeds in one go. ISSD-Ethiopia adopted this approach in its large-scale seed sector development programme and used the approach with 5,995 farmers, who subsequently shared seeds with others and created seed demand, affecting an estimated 1.3 million farmers.";"1 - Significant objective";"0 - Not Targeted";"1 - Significant objective";"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2180&cycle=Reporting&year=2017"
68;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2189;"Mechanization & Policies for Labor Saving Technology Research reduces tractor market imperfection and increases knowledge exchange in Ghana and Ethiopia";665;"2.1.2 Mechanization and Policies for Labor Saving Technology";;"Tractor spare parts and attachments are now imported into Ghana and tractor buyers are trained by servicing professionals on the proper usage of tractors due to research on the efficacy of Agricultural Mechanization Services Enterprise Centers (AMSECs) that found the availability of spare parts and other equipment were lacking and tractor breakdowns were a result of improper usage. The promotion of South-South Learning led to the formation of ?mechanization forums? for the frequent exchange of information between Ethiopia and Nepal.";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2189&cycle=Reporting&year=2017"
69;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2191;"Supporting Nepal’s Federal Transition through research and engagement on the devolution of the agricultural sector. ";672;"2.3.2 Public Sector Reforms to Improve Agricultural Policy Processes";;"A study demanded by Nepal’s Ministry of Agricultural Development (MoAD) analysed how agriculture has been devolved in other federal or quasi-federal settings and generated primary data on the concerns of district-level agricultural service providers and rural households in Nepal. Through repeated engagement with high-level policymakers, MoAD adopted suggestions in the study on food technology and quality control and the structure of agricultural training centers. Moreover, MoAD accepted Kenya as a model for devolution and undertook a study tour there. ";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2191&cycle=Reporting&year=2017"
70;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2193;"The use and influence of structural transformation research by policymakers, development agencies and academics. ";666;"2.1.3 Rural Entrepreneurship and Nonfarm Business Promotion";;"Research conducted on Structural Transformation (ST) has had a significant global influence with policymakers, development agencies and academics. The work has appeared in a DFID Economic Development Strategy,  AGRA’s 2017 Africa Agriculture Status Report, in a series of UNECA country profiles, and in the Economist and Monthly Digest of the National Bureau of Economic Research. The work was selected by ODI as an impact case study at the request of DFID, which concludes that it had significant policy impact.";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2193&cycle=Reporting&year=2017"
71;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2198;"Research on Ethiopia’s health insurance and safety net programs results in more inclusive integrated programs for the poor";688;"4.1.2 Improving Design and Delivery of Social protection for Nutrition and Other Outcomes";"N/A";"The Ethiopian Government and Development Agencies moved toward the development of more inclusive integrated programs around the Community Based Health Insurance (CBHI) and Productive Safety Net Program (PSNP) in Ethiopia as a result of research conducted under the Ethiopia Strategy Support Program that found that many PSNP beneficiaries were not enrolled in the CBHI, leaving their food security vulnerable to sudden illness, and despite their level of poverty, beneficiaries that were enrolled were not receiving a premium waiver.";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2198&cycle=Reporting&year=2017"
72;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2199;"Impact on the trade negotiations between the European Union and two African Regional Economic Communities ";695;"3.1.1 Impact of Agricultural Policies and Incentives along the Value Chains";;"The trade relations between African countries and the European Union have high stakes for both regions. The negotiations of the Economic Partnership Agreements have remained a sensitive agenda since 2007. PIM modelling capacity has provided independent quantifications of the agreements. The research outputs have been at the core of the official impact assessment to the policy makers. The current policy outcomes are consistent with the results provided and contrast the outcomes of trade agreements on development and food security.";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2199&cycle=Reporting&year=2017"
73;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2203;"Collaborating for Resilience(CoRe) approach is used to build effective coalitions of civil society and government agencies for pro-poor land governance.  ";662;"5.2.1 Governing Shared Landscapes";;"Collaborating for Resilience(CoRe) approach, provides a structured framework for understanding stakeholder interactions and organizing for social and institutional change. The International Land Coalition is applying this framework to increase the effectiveness of their National Engagement Strategies (NES), which are coalitions of civil society and government agencies for pro-poor land governance.  Comparative analysis of experiences using the CoRe framework helps guide decisions on when and how best to engage government in the work of the multi-stakeholder platforms for land tenure reform.   ";"0 - Not Targeted";"0 - Not Targeted";"2 - Principal objective";"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2203&cycle=Reporting&year=2017"
74;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2204;"Ethiopia adopts WLE research findings to improve the returns on its massive investments in soil and water management";598;"Synthesis of land restoration successes and failures with a special focus on Ethiopia";;"In 2017, the Prime Minister approved a policy to make all agricultural water technologies tax exempt. Ethiopia also adopted a new Soils Strategy to target soil fertility management interventions in various landscape niches; and the Sustainable Land Management Program (SLMP) began adopting new implementation interventions that target interventions at different landscape levels following community-led processes. These outcomes are a direct result of WLE research, capacity strengthening and policy engagement. Together, they can greatly enhance the impacts of agricultural investments.";"0 - Not Targeted";"0 - Not Targeted";"1 - Significant objective";"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2204&cycle=Reporting&year=2017"
75;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2205;"Evidence-based soils agronomy for raising crop production in Africa";432;"Land Restoration Planning and Performance Management";"The speed and low cost of light-based soil-plant diagnostic tools allow soil and plant analysis to be applied and assessed at national scale (Continent level mapping in 14 African countries). ";"A growing suite of innovative low-cost decision-support tools and soil datasets produced by ICRAF and its partners through the  Africa Soil Information Service (AfSIS) and are being used by 14 African governments and other investors to map soil properties and measure crop nutritional responses to different soil management regimes.  These technologies are guiding the sustainable restoration of degraded lands and have results in the development of several state-of-the-art national soil information systems (in Ethiopia, Ghana, Nigeria, and Tanzania).";"0 - Not Targeted";"0 - Not Targeted";"1 - Significant objective";"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2205&cycle=Reporting&year=2017"
76;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2206;"Sri Lankan sanitation policy adopts recycling of septage for reuse as fertilizer";442;"Support of RRR business development, implementation and scaling-up";"As the results from IWMI's research on recycling and reuse of human waste is leading to an increase in requests for assistance from more countries.";"With WLE support, IWMI has played a highly influential role in preparing the 2017 Sri Lanka Sanitation Policy. IWMI developed the section on septage management including options for resource recovery and reuse of waste.  96% of all Sri Lankan households have septic tanks or latrines. These pose a significant environmental and health hazard if not appropriately treated.  Reuse and recovery, when rolled out, will reduce these hazards as well as produce valuable recycled products such as organic fertilizer.
";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2206&cycle=Reporting&year=2017"
77;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2207;"Stakeholders use A4NH evidence from program evaluations to inform decisions that guide and support nutrition-sensitive programming and policies in Ethiopia  ";349;"Engagement with key stakeholders in design, implementation and evaluation of nutrition-sensitive agricultural policies";;"Policymakers in Ethiopia, informed by evidence from Transform Nutrition, a program funded by DFID and A4NH, were guided to redesign the Productive Safety Net Programme with the inclusion of specific nutrition elements to increase the potential for this program to improve maternal and child nutrition.";"1 - Significant objective";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2207&cycle=Reporting&year=2017"
78;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2210;"Donors use evidence to inform their investment strategies that guide and support nutrition-sensitive programming and policies in West Africa";347;"Evidence on enabling environments, effective decision making processes and impacts of nutrition-sensitive agricultural policies";"Burkina Faso, Ghana, Nigeria, and Senegal  are focal countries for Transform Nutrition - West Africa";"Recognizing the wide influence of Transform Nutrition, the Bill & Melinda Gates Foundation invested $4 million to launch the three-and-a-half-year Transform Nutrition West Africa initiative for nutrition knowledge generation and mobilization across the region";"0 - Not Targeted";"0 - Not Targeted";"2 - Principal objective";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2210&cycle=Reporting&year=2017"
79;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2211;"Global nutrition leaders have applied learning from the Transforming Nutrition course in their work as program practitioners and policy makers";352;"Capacity strengthening and leadership development for nutrition-sensitive agricultural policy and programming";"It is likely outcomes have occurred and will continue to occur in more countries and at regional and global levels where participants have influence in program, policy, and funding decisions. ";"Participants in the innovative ‘Transforming Nutrition: Ideas, Policies and Outcomes’ course have applied the knowledge and evidence they gained from the course to specific national and sub-national situations in their home countries to identify strategic areas for nutrition action. The curriculum, designed and taught by the Institute for Development Studies (IDS) and researchers from IFPRI incorporates evidence from, among others, CGIAR research and engagement around both nutrition-sensitive and nutrition-specific actions. ";"0 - Not Targeted";"0 - Not Targeted";"2 - Principal objective";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2211&cycle=Reporting&year=2017"
80;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2213;"BAMTAARE SA, the first private company licensed to manufacture and distribute Aflasafe SN01 for benefiting Senegal and The Gambia";342;"Technological and institutional innovations for assessing and mitigating food safety risks related to aflatoxins designed and tested, including capacity building";;"A4NH researchers at IITA developed Aflasafe SN01, an aflatoxin biocontol product for use in Senegal and The Gambia, in collaboration with USDA-ARS, and other research and development partners. IITA signed a Technology Transfer and Licensing Agreement with BAMTAARE SA for benefiting groundnut and maize value chains. This is the first license to manufacture and distribute an Aflasafe product granted to a private company in Africa. The agreement contemplates full ownership, operation, and management by BAMTAARE and technical support from IITA.";"1 - Significant objective";"0 - Not Targeted";"2 - Principal objective";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2213&cycle=Reporting&year=2017"
81;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2214;"Evidence from Rwanda showed that consumption of iron biofortified beans had a positive effect on cognitive performance of young women ";336;"Evidence on nutritional efficacy and program cost-effectiveness";"Even though the study was conducted in Rwanda, the results would hold for any population for whom beans is a staple crop and who suffer from iron deficiency ";"Published evidence on the nutritional impact of iron-biofortified crops offers a road map for policymakers to consider. Within the context of an RCT in Rwanda, one group of female college students consumed iron biofortified beans and another group consumed conventional beans. Results showed that the consumption of iron biofortified beans positively affected the cognitive performance of the young women in the treatment group. Iron biofortified beans were developed in close collaboration between HarvestPlus, CIAT and the Rwanda Agricultural Board. ";"1 - Significant objective";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2214&cycle=Reporting&year=2017"
82;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2215;"Use of A4NH evidence led to improved risk assessment and risk communication benefitting up to 94 million consumers in Vietnam";340;"Technological and institutional innovations for assessing, communicating and mitigating food safety risks designed and tested, with capacity building (Product Lines)";"We have been successful in obtaining a $100,000 grant from USAID to extend to Cambodia and are exploring extending to Bangladesh and Myanmar. 
";"Vietnam’s food systems are rapidly evolving. Food safety is a high priority for consumers and the government. A4NH scientists contributed to a range of initiatives which have supported a shift in food safety policy and implementation. One of the most effective initiatives was the National Food Safety Risk Assessment Taskforce. Based on a recent assessment report, requested by the government and contributed by the Taskforce and partners, the government committed to implementing measures to improve food safety in the country. ";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2215&cycle=Reporting&year=2017"
83;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2216;"Use of Rift Valley fever decision support tools led to improved interventions benefitting an estimated 3.1 million smallholders in Kenya";356;"Portfolio of validated methods for alternative surveillance and control options of animal and human disease, particularly in higher-risk areas";"Tanzania and Uganda, also vulnerable to RVF, have experienced epidemics in the recent past. They are considering risk-based intervention measures to minimize animal and human health impacts during outbreaks. ";"ILRI developed and disseminated refined risk maps and a decision support framework for guiding decision-making processes in the prevention and control of Rift Valley fever (RVF). The Department of Veterinary Services in Kenya incorporated these tools into their national RVF contingency plan and also used them to implement risk-based RVF interventions. Improved control of RVF in animals would limit human infections and hence safeguard health and wellbeing of the local communities in 22 counties with high RVF risk in Kenya. ";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2216&cycle=Reporting&year=2017"
84;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2217;"Knowledge of brucellosis epidemiology to support the development of a national brucellosis strategy to support 45 million Kenyans";356;"Portfolio of validated methods for alternative surveillance and control options of animal and human disease, particularly in higher-risk areas";"Ethiopia, Tanzania and Uganda will draw on the Kenyan example in developing their own strategic approach to brucellosis control.";"After years of advocacy and integrated field research by CGIAR and other partners, the Government of Kenya prioritized brucellosis as a neglected zoonoses for government attention and a draft National Strategy for Brucellosis was recently finalized. With a national strategy, new combined health and livestock sector policies for brucellosis surveillance and control can be implemented by government administrations, public and private sector hospitals, and NGOs. The result will be better patient management and reduced use of tertiary antibiotics.";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2217&cycle=Reporting&year=2017"
85;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2218;"Analysis and collaboration lays the foundation for food system improvements in Ethiopia ";328;"Methods, metrics and tools for assessing and analyzing diet-food system linkages";;"The first step toward identifying ways to improve something is to understand the situation as it currently exists. Guided by this premise, A4NH researchers embarked on an in-depth analysis of food systems in four countries. The first, Ethiopia, served as a case study to refine methods and information sharing. Researchers are building strong partnerships with local stakeholders, laying the foundation for future collaboration that will lead to systemwide improvements that have real impacts for consumers throughout these countries.";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2218&cycle=Reporting&year=2017"
86;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2219;"Stakeholders use A4NH evidence from program evaluations to inform decisions that guide and support nutrition-sensitive programming in Bangladesh ";349;"Engagement with key stakeholders in design, implementation and evaluation of nutrition-sensitive agricultural policies";;"Numerous stakeholders – donors, investors, UN agencies, and government ministries – used findings from an IFPRI-led pilot study, the Transfer Modality Research Initiative (TMRI) on integrating across sectors and the role of nutrition behavior change communication (BCC) - to inform the design of nutrition, poverty alleviation, and social protection programs and plans in Bangladesh. ";"2 - Principal objective";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2219&cycle=Reporting&year=2017"
87;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2220;"Policymakers use A4NH evidence to inform decisions that guide and support nutrition-sensitive strategies in Bangladesh  ";349;"Engagement with key stakeholders in design, implementation and evaluation of nutrition-sensitive agricultural policies";;"Policymakers in Bangladesh drew on evidence from the Transform Nutrition research program consortium (2011-2017), as well as an assessment of the National Nutrition Service (NNS), to inform the nutrition section of the National Five-Year plan in 2015. This plan is the framework for policy decisions made by the Government of Bangladesh. Since the National Nutrition Service assessment was completed, the Government of Bangladesh have implemented recommendations to strengthen frontline delivery through District Nutrition Officers, with support from UNICEF. ";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2220&cycle=Reporting&year=2017"
88;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2221;"Building a theoretical basis and public support for nutrition sensitive value chains ";328;"Methods, metrics and tools for assessing and analyzing diet-food system linkages";"Scope is both global in nature and multinational - Malawi, Indonesia, and Nigeria. Work is ongoing in both Malawi and Burkina Faso.  ";"In Phase I of A4NH, A4NH researchers and partners developed a framework for considering how and whether to invest in nutrition-sensitive value chains. Since then, the conceptual framework has been endorsed by the Global Forum on Food Security and Nutrition and used as basis for their policy document on nutrition sensitive value chains, adapted by several Rome-based agencies and applied within country-specific value chain programs, and embedded in several completed and ongoing evaluations.  ";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2221&cycle=Reporting&year=2017"
89;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2222;"Multi-sectoral policy platform used effectively to promote best practices and pilot programs around biodiversity in Kenya";331;"Policy process analysis and policy engagement";"Busia county, Kenya

Potential for impact in other counties in Kenya and Ethiopia, Uganda and Tanzania";"Innovative multi-sectoral policy platforms bring together the environment, agriculture and health sectors, in some countries, for the first time. In Kenya, a multi-disciplinary team of farmer organizations, non-governmental organizations, and national and international government agencies have successfully promoted best practices and pilot programs around biodiversity in Kenya. More specifically, they have helped revive interest in nutritious African leafy vegetables by piloting a food procurement model approach between local producers and schools and health clinics. ";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2222&cycle=Reporting&year=2017"
90;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2226;;579;"2.4.3 Support to Ghana Policies";;;;;;"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=2226&cycle=Reporting&year=2018"
91;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2227;"impact of improved rice varieties in sub-Saharan Africa";;;;"The adoption of improved rice varieties by farmers in 16 countries in Sub-Saharan Africa, was estimated at 3.5 million ha, including 1.4 million ha for NERICA varieties. Yields increased with 431 kg per hectare with adoption of improved varieties, and with 320 kg per hectare with adoption of NERICA varieties. About 8 million people were lifted out of poverty and 7.2 million people out of food insecurity. Average income also increased from US$ 25 capita–1 to US$ 58 capita–1 for NERICA adopters.";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2227&cycle=Reporting&year=2017"
92;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2228;"Remote sensing-based insurance in Tamil Nadu, India";;;;"RIICE - Satellite technology expedites insurance payouts in India’s crop insurance programme in 2016-17 Samba season";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2228&cycle=Reporting&year=2017"
93;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2229;"Farmers adopt healthy rice seedling practices in Bangladesh";;;;"Awareness-raising activities through a 10-minute instructional video by the CSISA project (Cereal Systems Initiative South Asia) in Bangladesh resulted in 60,000 hectares planted with healthy rice seedlings in 2017, while direct training resulted in an additional 28,300 hectares planted under healthy rice seedling techniques";"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2229&cycle=Reporting&year=2017"
94;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2233;"POSHAN contributed to the Government of India’s Three-Year Action Agenda";349;"Engagement with key stakeholders in design, implementation and evaluation of nutrition-sensitive agricultural policies";;;"0 - Not Targeted";"0 - Not Targeted";"0 - Not Targeted";"https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2233&cycle=Reporting&year=2017"
95;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2234;"Adoption of improved potato varieties in Peru by 62% of potato farmers";;;;"Farmers growing improved varieties have benefited from higher yield and marketed a larger share of their output, earning higher incomes than comparable neighbors. Results indicate that the market is a good place to promote the adoption of new varieties.
";"1 - Significant objective";"0 - Not Targeted";"2 - Principal objective";"https://marlo.cgiar.org/projects/RTB/studySummary.do?studyID=2234&cycle=Reporting&year=2017"
96;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2235;"Nigeria and Tanzania promote food basket approach to fight against hidden hunger";;;;"Micronutrient malnutrition or hidden hunger is characterized by chronic deficiency of essential vitamins and minerals such as vitamin A, iron and zinc. Adopting a diversified diet that include vitamin A (yellow) cassava, vitamin A (orange) maize, vitamin A (orange) sweetpotato and high iron beans helps in combating these deficiencies. Nigerian and Tanzanian government are putting in place enabling policy environment and are mobilizing funds to support nutrition-sensitive agricultural plans that will disseminate proven biofortified technologies ready for scaling up.";"1 - Significant objective";"0 - Not Targeted";"1 - Significant objective";"https://marlo.cgiar.org/projects/RTB/studySummary.do?studyID=2235&cycle=Reporting&year=2017"
97;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2236;"Adoption of improved cassava varieties in Nigeria gives 64% productivity gain";;;;"DNA-fingerprinted adoption data revealed that about 66% of cassava growers adopted improved cassava varieties. Adoption of improved varieties is associated with an 82% increase in yield, this corresponds to 3.1 million households that adopted improved cassava varieties. Considering a poverty line of USD 1.25 per person per day at purchasing power parity, analysis showed that 7.15% of the rural poor cassava producers have escaped poverty due to adoption of improved varieties, representing about 2 million individuals.";"1 - Significant objective";"1 - Significant objective";"2 - Principal objective";"https://marlo.cgiar.org/projects/RTB/studySummary.do?studyID=2236&cycle=Reporting&year=2017"
98;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2237;"Making ‘invisible’ woman’s contributions to the value chain ‘visible’ with gender Responsive Tools: RTB Value Chains in Uganda and Ecuador";;;;"In order to improve value chain analysis and development with gender and youth lens, several analytical tools were integrated in the Participatory Market Chain Approach. The testing and validation of these tools have allowed that partners (public and private) use them to improve their value chain interventions in Uganda and Ecuador by promoting women and men participation; and to the development of gender responsive business plans based on strategies and business training implemented by women.";"2 - Principal objective";"2 - Principal objective";"2 - Principal objective";"https://marlo.cgiar.org/projects/RTB/studySummary.do?studyID=2237&cycle=Reporting&year=2017"
99;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2238;"A network of more than 270 economically viable decentralized seed multipliers in Kenya, Ethiopia and Malawi has been established and improved farmer access to quality seed potato.";;;;"Seed rapid multiplication technologies were adapted and used by national agricultural research institutes and private enterprises to produce early generation seeds (EGS) of robust, user-preferred varieties. Increased availability of ESG allowed for the development of seed business models based on the development of commercial decentralized seed multipliers (DSM) located near to production areas. Seeds produced using quality foundation material (EGS), or in case of Kenya certified seed, and good agricultural practices were made locally available, in a timely manner and at affordable prices to ware potato farmers.";"1 - Significant objective";"1 - Significant objective";"2 - Principal objective";"https://marlo.cgiar.org/projects/RTB/studySummary.do?studyID=2238&cycle=Reporting&year=2017"
100;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2239;"Over 1,100 registered vine multipliers in 14 countries in SSA result in over 0.5 million households reached with improved sweetpotato varieties, mostly orange-fleshed types for nutrition enhancement. ";;;;"Decentralized sweetpotato vine multipliers (DVMs), play an important role in fostering access to nutritious OFSP vines, by being located closer to the targeted households.  1,118 DVMs have been registered, contributing to increased access to improved planting materials by vulnerable targeted households.  This resulted in over 500,000 direct and 800,000 indirect beneficiaries (approximately 1.34 million households) with access to improved sweetpotato varieties in 14 countries in SSA in 2017.  Since the launch of the SPHI platform (in 2010), over 4.5 million households have been reached.  ";"1 - Significant objective";"1 - Significant objective";"1 - Significant objective";"https://marlo.cgiar.org/projects/RTB/studySummary.do?studyID=2239&cycle=Reporting&year=2017"
101;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2240;"Young women and men in Congo improve on-farm production and processing of cassava in 10 rural communities.";;;;"IITA-Kalambo Youth Agripreneurs (IKYA) is a cooperative of 32 young women and men in Bukavu, DR Congo, who have improved on-farm production and processing of cassava in 10 rural communities. They are engaged in activities that increase income and reduce poverty in rural households. IKYA provides technical training on Integrated Soil Fertility Management to stakeholders who include NGOs and youth groups that are embarking on developing their own agribusinesses.";"1 - Significant objective";"2 - Principal objective";"2 - Principal objective";"https://marlo.cgiar.org/projects/RTB/studySummary.do?studyID=2240&cycle=Reporting&year=2017"
102;1;1900-01-01 00:00:00;2199-12-31 23:59:59;2241;;1578;"AfricaRice W1/2 contribution to RICE Flagship Project 3";;;;;;"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2241&cycle=Reporting&year=2019"
